outcome_id,event_id,league_slug,home_team_id,away_team_id,home_team_name,away_team_name,match_date,home_score,away_score,status,actual_outcome,home_xg,away_xg,fetched_at,recorded_at
40298,kl_kl2_2022_en_106,kor.2,,,Seoul&#8197;E-Land,Gimpo&#8197;FC,2022-07-26,3,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40299,kl_kl2_2022_en_107,kor.2,,,Seoul&#8197;E-Land,Gwangju&#8197;FC,2022-07-30,2,2,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40300,kl_kl2_2022_en_108,kor.2,,,Seoul&#8197;E-Land,Gyeongnam&#8197;FC,2022-08-03,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40301,kl_kl2_2022_en_109,kor.2,,,Seoul&#8197;E-Land,Jeonnam&#8197;Dragons,2022-08-07,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40302,kl_kl2_2023_en_000,kor.2,,,Ansan&#8197;Greeners,FC&#8197;Anyang,2023-03-04,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40303,kl_kl2_2023_en_001,kor.2,,,Ansan&#8197;Greeners,Bucheon&#8197;FC&#8197;1995,2023-03-08,0,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40304,kl_kl2_2023_en_002,kor.2,,,Ansan&#8197;Greeners,Busan&#8197;IPark,2023-03-12,1,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40305,kl_kl2_2023_en_003,kor.2,,,Ansan&#8197;Greeners,Cheonan&#8197;City,2023-03-16,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40306,kl_kl2_2023_en_004,kor.2,,,Ansan&#8197;Greeners,Chungbuk&#8197;Cheongju,2023-03-20,0,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40307,kl_kl2_2023_en_005,kor.2,,,Ansan&#8197;Greeners,Chungnam&#8197;Asan,2023-03-24,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40308,kl_kl2_2023_en_006,kor.2,,,Ansan&#8197;Greeners,Gimcheon&#8197;Sangmu,2023-03-28,2,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40309,kl_kl2_2023_en_007,kor.2,,,Ansan&#8197;Greeners,Gimpo&#8197;FC,2023-04-01,2,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40310,kl_kl2_2023_en_008,kor.2,,,Ansan&#8197;Greeners,Gyeongnam&#8197;FC,2023-04-05,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40311,kl_kl2_2023_en_009,kor.2,,,Ansan&#8197;Greeners,Jeonnam&#8197;Dragons,2023-04-09,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40312,kl_kl2_2023_en_010,kor.2,,,Ansan&#8197;Greeners,Seongnam&#8197;FC,2023-04-13,0,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40313,kl_kl2_2023_en_011,kor.2,,,Ansan&#8197;Greeners,Seoul&#8197;E-Land,2023-04-17,1,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40314,kl_kl2_2023_en_012,kor.2,,,FC&#8197;Anyang,Ansan&#8197;Greeners,2023-04-21,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40315,kl_kl2_2023_en_013,kor.2,,,FC&#8197;Anyang,Bucheon&#8197;FC&#8197;1995,2023-04-25,2,2,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40316,kl_kl2_2023_en_014,kor.2,,,FC&#8197;Anyang,Busan&#8197;IPark,2023-04-29,0,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40317,kl_kl2_2023_en_015,kor.2,,,FC&#8197;Anyang,Cheonan&#8197;City,2023-05-03,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40318,kl_kl2_2023_en_016,kor.2,,,FC&#8197;Anyang,Chungbuk&#8197;Cheongju,2023-05-07,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40319,kl_kl2_2023_en_017,kor.2,,,FC&#8197;Anyang,Chungnam&#8197;Asan,2023-05-11,3,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40320,kl_kl2_2023_en_018,kor.2,,,FC&#8197;Anyang,Gimcheon&#8197;Sangmu,2023-05-15,2,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40321,kl_kl2_2023_en_019,kor.2,,,FC&#8197;Anyang,Gimpo&#8197;FC,2023-05-19,1,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40322,kl_kl2_2023_en_020,kor.2,,,FC&#8197;Anyang,Gyeongnam&#8197;FC,2023-05-23,2,4,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40323,kl_kl2_2023_en_021,kor.2,,,FC&#8197;Anyang,Jeonnam&#8197;Dragons,2023-05-27,2,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40324,kl_kl2_2023_en_022,kor.2,,,FC&#8197;Anyang,Seongnam&#8197;FC,2023-05-31,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40325,kl_kl2_2023_en_023,kor.2,,,FC&#8197;Anyang,Seoul&#8197;E-Land,2023-06-04,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40326,kl_kl2_2023_en_024,kor.2,,,Bucheon&#8197;FC&#8197;1995,Ansan&#8197;Greeners,2023-06-08,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40327,kl_kl2_2023_en_025,kor.2,,,Bucheon&#8197;FC&#8197;1995,FC&#8197;Anyang,2023-06-12,2,4,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40328,kl_kl2_2023_en_026,kor.2,,,Bucheon&#8197;FC&#8197;1995,Busan&#8197;IPark,2023-06-16,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40329,kl_kl2_2023_en_027,kor.2,,,Bucheon&#8197;FC&#8197;1995,Cheonan&#8197;City,2023-06-20,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40330,kl_kl2_2023_en_028,kor.2,,,Bucheon&#8197;FC&#8197;1995,Chungbuk&#8197;Cheongju,2023-06-24,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40331,kl_kl2_2023_en_029,kor.2,,,Bucheon&#8197;FC&#8197;1995,Chungnam&#8197;Asan,2023-06-28,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40332,kl_kl2_2023_en_030,kor.2,,,Bucheon&#8197;FC&#8197;1995,Gimcheon&#8197;Sangmu,2023-07-02,0,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40333,kl_kl2_2023_en_031,kor.2,,,Bucheon&#8197;FC&#8197;1995,Gimpo&#8197;FC,2023-07-06,2,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40334,kl_kl2_2023_en_032,kor.2,,,Bucheon&#8197;FC&#8197;1995,Gyeongnam&#8197;FC,2023-07-10,2,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40335,kl_kl2_2023_en_033,kor.2,,,Bucheon&#8197;FC&#8197;1995,Jeonnam&#8197;Dragons,2023-07-14,5,2,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40336,kl_kl2_2023_en_034,kor.2,,,Bucheon&#8197;FC&#8197;1995,Seongnam&#8197;FC,2023-07-18,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40337,kl_kl2_2023_en_035,kor.2,,,Bucheon&#8197;FC&#8197;1995,Seoul&#8197;E-Land,2023-07-22,0,1,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40338,kl_kl2_2023_en_036,kor.2,,,Busan&#8197;IPark,Ansan&#8197;Greeners,2023-07-26,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40339,kl_kl2_2023_en_037,kor.2,,,Busan&#8197;IPark,FC&#8197;Anyang,2023-07-30,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40340,kl_kl2_2023_en_038,kor.2,,,Busan&#8197;IPark,Bucheon&#8197;FC&#8197;1995,2023-08-03,0,1,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40341,kl_kl2_2023_en_039,kor.2,,,Busan&#8197;IPark,Cheonan&#8197;City,2023-08-07,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40342,kl_kl2_2023_en_040,kor.2,,,Busan&#8197;IPark,Chungbuk&#8197;Cheongju,2023-08-11,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40343,kl_kl2_2023_en_041,kor.2,,,Busan&#8197;IPark,Chungnam&#8197;Asan,2023-08-15,2,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40344,kl_kl2_2023_en_042,kor.2,,,Busan&#8197;IPark,Gimcheon&#8197;Sangmu,2023-08-19,3,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40345,kl_kl2_2023_en_043,kor.2,,,Busan&#8197;IPark,Gimpo&#8197;FC,2023-08-23,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40346,kl_kl2_2023_en_044,kor.2,,,Busan&#8197;IPark,Gyeongnam&#8197;FC,2023-08-27,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40347,kl_kl2_2023_en_045,kor.2,,,Busan&#8197;IPark,Jeonnam&#8197;Dragons,2023-08-31,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40348,kl_kl2_2023_en_046,kor.2,,,Busan&#8197;IPark,Seongnam&#8197;FC,2023-09-04,2,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40349,kl_kl2_2023_en_047,kor.2,,,Busan&#8197;IPark,Seoul&#8197;E-Land,2023-09-08,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40350,kl_kl2_2023_en_048,kor.2,,,Cheonan&#8197;City,Ansan&#8197;Greeners,2023-09-12,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40351,kl_kl2_2023_en_049,kor.2,,,Cheonan&#8197;City,FC&#8197;Anyang,2023-09-16,0,4,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40352,kl_kl2_2023_en_050,kor.2,,,Cheonan&#8197;City,Bucheon&#8197;FC&#8197;1995,2023-09-20,0,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40353,kl_kl2_2023_en_051,kor.2,,,Cheonan&#8197;City,Busan&#8197;IPark,2023-09-24,2,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40354,kl_kl2_2023_en_052,kor.2,,,Cheonan&#8197;City,Chungbuk&#8197;Cheongju,2023-09-28,2,2,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40355,kl_kl2_2023_en_053,kor.2,,,Cheonan&#8197;City,Chungnam&#8197;Asan,2023-10-02,0,1,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40356,kl_kl2_2023_en_054,kor.2,,,Cheonan&#8197;City,Gimcheon&#8197;Sangmu,2023-10-06,0,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40357,kl_kl2_2023_en_055,kor.2,,,Cheonan&#8197;City,Gimpo&#8197;FC,2023-10-10,0,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40358,kl_kl2_2023_en_056,kor.2,,,Cheonan&#8197;City,Gyeongnam&#8197;FC,2023-10-14,2,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40359,kl_kl2_2023_en_057,kor.2,,,Cheonan&#8197;City,Jeonnam&#8197;Dragons,2023-10-18,1,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40360,kl_kl2_2023_en_058,kor.2,,,Cheonan&#8197;City,Seongnam&#8197;FC,2023-10-22,3,2,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40361,kl_kl2_2023_en_059,kor.2,,,Cheonan&#8197;City,Seoul&#8197;E-Land,2023-10-26,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40362,kl_kl2_2023_en_060,kor.2,,,Chungbuk&#8197;Cheongju,Ansan&#8197;Greeners,2023-10-30,3,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40363,kl_kl2_2023_en_061,kor.2,,,Chungbuk&#8197;Cheongju,FC&#8197;Anyang,2023-11-03,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40364,kl_kl2_2023_en_062,kor.2,,,Chungbuk&#8197;Cheongju,Bucheon&#8197;FC&#8197;1995,2023-11-07,0,4,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40365,kl_kl2_2023_en_063,kor.2,,,Chungbuk&#8197;Cheongju,Busan&#8197;IPark,2023-11-11,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40366,kl_kl2_2023_en_064,kor.2,,,Chungbuk&#8197;Cheongju,Cheonan&#8197;City,2023-11-15,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40367,kl_kl2_2023_en_065,kor.2,,,Chungbuk&#8197;Cheongju,Chungnam&#8197;Asan,2023-11-19,0,4,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40368,kl_kl2_2023_en_066,kor.2,,,Chungbuk&#8197;Cheongju,Gimcheon&#8197;Sangmu,2023-11-23,0,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40369,kl_kl2_2023_en_067,kor.2,,,Chungbuk&#8197;Cheongju,Gimpo&#8197;FC,2023-03-05,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40370,kl_kl2_2023_en_068,kor.2,,,Chungbuk&#8197;Cheongju,Gyeongnam&#8197;FC,2023-03-09,0,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40371,kl_kl2_2023_en_069,kor.2,,,Chungbuk&#8197;Cheongju,Jeonnam&#8197;Dragons,2023-03-13,3,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40372,kl_kl2_2023_en_070,kor.2,,,Chungbuk&#8197;Cheongju,Seongnam&#8197;FC,2023-03-17,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40373,kl_kl2_2023_en_071,kor.2,,,Chungbuk&#8197;Cheongju,Seoul&#8197;E-Land,2023-03-21,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40374,kl_kl2_2023_en_072,kor.2,,,Chungnam&#8197;Asan,Ansan&#8197;Greeners,2023-03-25,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40375,kl_kl2_2023_en_073,kor.2,,,Chungnam&#8197;Asan,FC&#8197;Anyang,2023-03-29,2,3,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40376,kl_kl2_2023_en_074,kor.2,,,Chungnam&#8197;Asan,Bucheon&#8197;FC&#8197;1995,2023-04-02,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40377,kl_kl2_2023_en_075,kor.2,,,Chungnam&#8197;Asan,Busan&#8197;IPark,2023-04-06,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40378,kl_kl2_2023_en_076,kor.2,,,Chungnam&#8197;Asan,Cheonan&#8197;City,2023-04-10,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40379,kl_kl2_2023_en_077,kor.2,,,Chungnam&#8197;Asan,Chungbuk&#8197;Cheongju,2023-04-14,3,2,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40380,kl_kl2_2023_en_078,kor.2,,,Chungnam&#8197;Asan,Gimcheon&#8197;Sangmu,2023-04-18,1,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40381,kl_kl2_2023_en_079,kor.2,,,Chungnam&#8197;Asan,Gimpo&#8197;FC,2023-04-22,0,1,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40382,kl_kl2_2023_en_080,kor.2,,,Chungnam&#8197;Asan,Gyeongnam&#8197;FC,2023-04-26,2,2,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40383,kl_kl2_2023_en_081,kor.2,,,Chungnam&#8197;Asan,Jeonnam&#8197;Dragons,2023-04-30,3,3,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40384,kl_kl2_2023_en_082,kor.2,,,Chungnam&#8197;Asan,Seongnam&#8197;FC,2023-05-04,2,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40385,kl_kl2_2023_en_083,kor.2,,,Chungnam&#8197;Asan,Seoul&#8197;E-Land,2023-05-08,2,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40386,kl_kl2_2023_en_084,kor.2,,,Gimcheon&#8197;Sangmu,Ansan&#8197;Greeners,2023-05-12,3,2,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40387,kl_kl2_2023_en_085,kor.2,,,Gimcheon&#8197;Sangmu,FC&#8197;Anyang,2023-05-16,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40388,kl_kl2_2023_en_086,kor.2,,,Gimcheon&#8197;Sangmu,Bucheon&#8197;FC&#8197;1995,2023-05-20,4,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40389,kl_kl2_2023_en_087,kor.2,,,Gimcheon&#8197;Sangmu,Busan&#8197;IPark,2023-05-24,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40390,kl_kl2_2023_en_088,kor.2,,,Gimcheon&#8197;Sangmu,Cheonan&#8197;City,2023-05-28,4,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40391,kl_kl2_2023_en_089,kor.2,,,Gimcheon&#8197;Sangmu,Chungbuk&#8197;Cheongju,2023-06-01,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40392,kl_kl2_2023_en_090,kor.2,,,Gimcheon&#8197;Sangmu,Chungnam&#8197;Asan,2023-06-05,3,2,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40393,kl_kl2_2023_en_091,kor.2,,,Gimcheon&#8197;Sangmu,Gimpo&#8197;FC,2023-06-09,0,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40394,kl_kl2_2023_en_092,kor.2,,,Gimcheon&#8197;Sangmu,Gyeongnam&#8197;FC,2023-06-13,0,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40395,kl_kl2_2023_en_093,kor.2,,,Gimcheon&#8197;Sangmu,Jeonnam&#8197;Dragons,2023-06-17,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40396,kl_kl2_2023_en_094,kor.2,,,Gimcheon&#8197;Sangmu,Seongnam&#8197;FC,2023-06-21,4,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40397,kl_kl2_2023_en_095,kor.2,,,Gimcheon&#8197;Sangmu,Seoul&#8197;E-Land,2023-06-25,4,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40398,kl_kl2_2023_en_096,kor.2,,,Gimpo&#8197;FC,Ansan&#8197;Greeners,2023-06-29,0,1,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40399,kl_kl2_2023_en_097,kor.2,,,Gimpo&#8197;FC,FC&#8197;Anyang,2023-07-03,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40400,kl_kl2_2023_en_098,kor.2,,,Gimpo&#8197;FC,Bucheon&#8197;FC&#8197;1995,2023-07-07,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40401,kl_kl2_2023_en_099,kor.2,,,Gimpo&#8197;FC,Busan&#8197;IPark,2023-07-11,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40402,kl_kl2_2023_en_100,kor.2,,,Gimpo&#8197;FC,Cheonan&#8197;City,2023-07-15,4,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40403,kl_kl2_2023_en_101,kor.2,,,Gimpo&#8197;FC,Chungbuk&#8197;Cheongju,2023-07-19,1,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40404,kl_kl2_2023_en_102,kor.2,,,Gimpo&#8197;FC,Chungnam&#8197;Asan,2023-07-23,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40405,kl_kl2_2023_en_103,kor.2,,,Gimpo&#8197;FC,Gimcheon&#8197;Sangmu,2023-07-27,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40406,kl_kl2_2023_en_104,kor.2,,,Gimpo&#8197;FC,Gyeongnam&#8197;FC,2023-07-31,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40407,kl_kl2_2023_en_105,kor.2,,,Gimpo&#8197;FC,Jeonnam&#8197;Dragons,2023-08-04,1,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40408,kl_kl2_2023_en_106,kor.2,,,Gimpo&#8197;FC,Seongnam&#8197;FC,2023-08-08,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40409,kl_kl2_2023_en_107,kor.2,,,Gimpo&#8197;FC,Seoul&#8197;E-Land,2023-08-12,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40410,kl_kl2_2023_en_108,kor.2,,,Gyeongnam&#8197;FC,Ansan&#8197;Greeners,2023-08-16,3,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40411,kl_kl2_2023_en_109,kor.2,,,Gyeongnam&#8197;FC,FC&#8197;Anyang,2023-08-20,3,2,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40412,kl_kl2_2023_en_110,kor.2,,,Gyeongnam&#8197;FC,Bucheon&#8197;FC&#8197;1995,2023-08-24,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40413,kl_kl2_2023_en_111,kor.2,,,Gyeongnam&#8197;FC,Busan&#8197;IPark,2023-08-28,1,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40414,kl_kl2_2023_en_112,kor.2,,,Gyeongnam&#8197;FC,Cheonan&#8197;City,2023-09-01,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40415,kl_kl2_2023_en_113,kor.2,,,Gyeongnam&#8197;FC,Chungbuk&#8197;Cheongju,2023-09-05,2,2,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40416,kl_kl2_2023_en_114,kor.2,,,Gyeongnam&#8197;FC,Chungnam&#8197;Asan,2023-09-09,2,1,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40417,kl_kl2_2023_en_115,kor.2,,,Gyeongnam&#8197;FC,Gimcheon&#8197;Sangmu,2023-09-13,0,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40418,kl_kl2_2023_en_116,kor.2,,,Gyeongnam&#8197;FC,Gimpo&#8197;FC,2023-09-17,0,0,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40419,kl_kl2_2023_en_117,kor.2,,,Gyeongnam&#8197;FC,Jeonnam&#8197;Dragons,2023-09-21,0,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40420,kl_kl2_2023_en_118,kor.2,,,Gyeongnam&#8197;FC,Seongnam&#8197;FC,2023-09-25,2,2,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40421,kl_kl2_2023_en_119,kor.2,,,Gyeongnam&#8197;FC,Seoul&#8197;E-Land,2023-09-29,1,2,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40422,kl_kl2_2023_en_120,kor.2,,,Jeonnam&#8197;Dragons,Ansan&#8197;Greeners,2023-10-03,5,2,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40423,kl_kl2_2023_en_121,kor.2,,,Jeonnam&#8197;Dragons,FC&#8197;Anyang,2023-10-07,0,1,STATUS_FINAL,A,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40424,kl_kl2_2023_en_122,kor.2,,,Jeonnam&#8197;Dragons,Bucheon&#8197;FC&#8197;1995,2023-10-11,1,0,STATUS_FINAL,H,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
40425,kl_kl2_2023_en_123,kor.2,,,Jeonnam&#8197;Dragons,Busan&#8197;IPark,2023-10-15,1,1,STATUS_FINAL,D,,,2026-07-25T04:13:22Z,2026-07-25T04:13:22Z
