team_player_id,team_id,player_id,jersey_number,position,is_starter,season,source,fetched_at
438,124,438,26,RM,1,2025-2026,espn_summary,2026-08-12 10:09:09
439,124,439,9,F,1,2025-2026,espn_summary,2026-08-12 10:09:09
440,124,440,10,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:09
441,124,441,14,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:09
442,124,442,40,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
443,124,443,27,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
444,124,444,20,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
445,124,445,42,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
446,124,446,6,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
447,124,447,33,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
448,124,448,31,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
449,124,449,47,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
450,124,450,45,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
451,124,451,2,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
452,124,452,17,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
453,124,453,21,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
454,105,454,29,G,1,2025-2026,espn_summary,2026-08-12 10:09:09
455,105,455,19,CD,1,2025-2026,espn_summary,2026-08-12 10:09:09
456,105,456,23,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:09
457,105,457,3,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:09
458,105,458,13,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:09
459,105,459,15,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:09
460,105,460,47,LM,1,2025-2026,espn_summary,2026-08-12 10:09:09
461,105,461,77,RM,1,2025-2026,espn_summary,2026-08-12 10:09:09
462,105,462,9,F,1,2025-2026,espn_summary,2026-08-12 10:09:09
463,105,463,59,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:09
464,105,464,8,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:09
465,105,465,16,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
466,105,466,90,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
467,105,467,45,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
468,105,468,10,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
469,105,469,57,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
470,105,470,5,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
471,105,471,4,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
472,105,472,31,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
473,105,473,7,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
474,105,474,69,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
475,105,475,42,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
476,105,476,6,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
477,244,500,25,G,1,2025-2026,espn_summary,2026-08-12 10:09:09
478,244,501,16,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:09
479,244,502,3,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:09
480,244,503,12,LB,1,2025-2026,espn_summary,2026-08-12 10:09:09
481,244,504,40,RB,1,2025-2026,espn_summary,2026-08-12 10:09:09
482,244,505,6,CM,1,2025-2026,espn_summary,2026-08-12 10:09:09
483,244,506,8,LM,1,2025-2026,espn_summary,2026-08-12 10:09:09
484,244,507,18,RM,1,2025-2026,espn_summary,2026-08-12 10:09:09
485,244,508,9,F,1,2025-2026,espn_summary,2026-08-12 10:09:09
486,244,509,24,LF,1,2025-2026,espn_summary,2026-08-12 10:09:09
487,244,510,52,RF,1,2025-2026,espn_summary,2026-08-12 10:09:09
488,244,511,13,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
489,244,512,5,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
490,244,513,27,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
491,244,514,33,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
492,244,515,21,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
493,244,516,20,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
494,244,517,29,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
495,244,518,37,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
496,244,519,50,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
497,244,520,10,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
498,244,521,4,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
499,244,522,1,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:09
500,3279,523,30,G,1,2025-2026,espn_summary,2026-08-12 10:09:10
501,3279,524,6,CD,1,2025-2026,espn_summary,2026-08-12 10:09:10
502,3279,525,44,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
503,3279,526,2,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
504,3279,527,10,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
505,3279,528,20,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
506,3279,529,3,LM,1,2025-2026,espn_summary,2026-08-12 10:09:10
507,3279,530,4,RM,1,2025-2026,espn_summary,2026-08-12 10:09:10
508,3279,531,11,F,1,2025-2026,espn_summary,2026-08-12 10:09:10
509,3279,532,19,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
510,3279,533,7,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
511,3279,534,34,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
512,3279,535,29,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
513,3279,536,14,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
514,3279,537,1,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
515,3279,538,17,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
516,3279,539,31,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
517,3279,540,8,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
518,3279,541,24,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
519,3279,542,47,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
520,3278,543,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:10
521,3278,544,5,CD,1,2025-2026,espn_summary,2026-08-12 10:09:10
522,3278,545,3,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
523,3278,546,22,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
524,3278,547,16,LB,1,2025-2026,espn_summary,2026-08-12 10:09:10
525,3278,548,14,RB,1,2025-2026,espn_summary,2026-08-12 10:09:10
526,3278,549,18,CM,1,2025-2026,espn_summary,2026-08-12 10:09:10
527,3278,550,8,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
528,3278,551,21,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
529,3278,552,39,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
530,3278,553,20,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
531,3278,554,17,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
532,3278,555,4,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
533,3278,556,11,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
534,3278,557,15,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
535,3278,558,26,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
536,3278,559,6,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
537,3278,560,25,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
538,3278,561,2,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
539,366,562,22,G,1,2025-2026,espn_summary,2026-08-12 10:09:10
540,366,563,15,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
541,366,564,20,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
542,366,565,3,LB,1,2025-2026,espn_summary,2026-08-12 10:09:10
543,366,566,32,RB,1,2025-2026,espn_summary,2026-08-12 10:09:10
544,366,567,28,AM,1,2025-2026,espn_summary,2026-08-12 10:09:10
545,366,568,34,LM,1,2025-2026,espn_summary,2026-08-12 10:09:10
546,366,569,6,RM,1,2025-2026,espn_summary,2026-08-12 10:09:10
547,366,570,9,F,1,2025-2026,espn_summary,2026-08-12 10:09:10
548,366,571,24,AM-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
549,366,572,12,AM-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
550,366,573,1,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
551,366,574,57,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
552,366,575,50,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
553,366,576,33,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
554,366,577,11,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
555,366,578,14,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
556,366,579,13,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
557,366,580,4,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
558,366,581,18,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
559,382,582,25,G,1,2025-2026,espn_summary,2026-08-12 10:09:10
560,382,583,6,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
561,382,584,3,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
562,382,585,33,LB,1,2025-2026,espn_summary,2026-08-12 10:09:10
563,382,586,27,RB,1,2025-2026,espn_summary,2026-08-12 10:09:10
564,382,587,14,CM,1,2025-2026,espn_summary,2026-08-12 10:09:10
565,382,588,47,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
566,382,589,20,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
567,382,590,9,F,1,2025-2026,espn_summary,2026-08-12 10:09:10
568,382,591,26,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:10
569,382,592,10,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:10
570,382,593,4,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
571,382,594,92,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
572,382,595,82,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
573,382,596,63,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
574,382,597,24,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
575,382,598,16,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
576,382,599,45,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
577,382,600,1,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
578,382,601,11,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:10
579,118,602,40,G,1,2025-2026,espn_summary,2026-08-12 10:09:11
580,118,603,31,CD,1,2025-2026,espn_summary,2026-08-12 10:09:11
581,118,604,13,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:11
582,118,605,28,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:11
583,118,606,38,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:11
584,118,607,8,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:11
585,118,608,33,LM,1,2025-2026,espn_summary,2026-08-12 10:09:11
586,118,609,19,RM,1,2025-2026,espn_summary,2026-08-12 10:09:11
587,118,610,9,F,1,2025-2026,espn_summary,2026-08-12 10:09:11
588,118,611,14,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:11
589,118,612,32,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:11
590,118,613,20,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
591,118,614,6,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
592,118,615,27,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
593,118,616,29,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
594,118,617,7,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
595,118,618,93,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
596,118,619,1,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
597,118,620,15,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
598,118,621,10,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
599,104,622,99,G,1,2025-2026,espn_summary,2026-08-12 10:09:11
600,104,623,5,CD,1,2025-2026,espn_summary,2026-08-12 10:09:11
601,104,624,22,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:11
602,104,625,23,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:11
603,104,626,8,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:11
604,104,627,4,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:11
605,104,628,43,LM,1,2025-2026,espn_summary,2026-08-12 10:09:11
606,104,629,19,RM,1,2025-2026,espn_summary,2026-08-12 10:09:11
607,104,630,14,F,1,2025-2026,espn_summary,2026-08-12 10:09:11
608,104,631,7,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:11
609,104,632,18,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:11
610,104,633,78,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
611,104,634,24,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
612,104,635,87,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
613,104,636,68,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
614,104,637,2,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
615,104,638,32,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
616,104,199,20,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
617,104,640,75,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
618,104,641,3,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
619,104,642,95,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
620,104,643,61,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
621,104,644,12,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
642,179,665,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:11
643,179,666,35,CD,1,2025-2026,espn_summary,2026-08-12 10:09:11
644,179,667,2,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:11
645,179,668,3,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:11
646,179,669,18,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:11
647,179,670,23,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:11
648,179,671,24,LM,1,2025-2026,espn_summary,2026-08-12 10:09:11
649,179,672,19,RM,1,2025-2026,espn_summary,2026-08-12 10:09:11
650,179,673,20,F,1,2025-2026,espn_summary,2026-08-12 10:09:11
651,179,674,10,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:11
652,179,675,15,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:11
653,179,676,45,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
654,179,677,7,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
655,179,678,37,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
656,179,679,40,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
657,179,680,16,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
658,179,681,77,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
659,179,682,44,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
660,179,683,12,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
661,179,684,13,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:11
664,384,687,6,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:12
676,384,699,73,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
677,384,700,86,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
678,384,701,21,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
680,384,703,72,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
681,384,704,42,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
682,370,705,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:12
683,370,706,15,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:12
684,370,707,5,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:12
685,370,708,33,LB,1,2025-2026,espn_summary,2026-08-12 10:09:12
686,370,709,2,RB,1,2025-2026,espn_summary,2026-08-12 10:09:12
687,370,710,32,AM,1,2025-2026,espn_summary,2026-08-12 10:09:12
688,370,711,16,LM,1,2025-2026,espn_summary,2026-08-12 10:09:12
689,370,712,20,RM,1,2025-2026,espn_summary,2026-08-12 10:09:12
690,370,713,7,F,1,2025-2026,espn_summary,2026-08-12 10:09:12
691,370,714,22,AM-L,1,2025-2026,espn_summary,2026-08-12 10:09:12
692,370,715,8,AM-R,1,2025-2026,espn_summary,2026-08-12 10:09:12
693,370,716,10,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
694,370,717,21,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
695,370,718,11,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
696,370,719,38,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
697,370,720,6,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
698,370,721,18,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
699,370,722,23,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
700,370,723,35,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
701,370,724,31,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:12
702,3751,725,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:13
703,3751,726,22,CD,1,2025-2026,espn_summary,2026-08-12 10:09:13
704,3751,727,6,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:13
705,3751,728,21,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:13
706,3751,729,14,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:13
707,3751,730,24,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:13
708,3751,731,8,AM,1,2025-2026,espn_summary,2026-08-12 10:09:13
709,3751,732,11,LM,1,2025-2026,espn_summary,2026-08-12 10:09:13
710,3751,733,15,RM,1,2025-2026,espn_summary,2026-08-12 10:09:13
711,3751,734,9,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:13
712,3751,735,10,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:13
713,3751,736,18,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
714,3751,737,5,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
715,3751,738,3,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
716,3751,739,12,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
717,3751,740,23,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
718,3751,741,32,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
719,3751,742,19,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
720,3751,743,16,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
721,3751,744,17,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
722,3751,745,20,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
723,3751,746,13,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
724,3751,747,42,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
725,88,748,13,G,1,2025-2026,espn_summary,2026-08-12 10:09:13
726,88,749,6,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:13
727,88,750,38,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:13
728,88,751,22,LB,1,2025-2026,espn_summary,2026-08-12 10:09:13
729,88,752,23,RB,1,2025-2026,espn_summary,2026-08-12 10:09:13
730,88,753,10,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:13
731,88,754,4,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:13
732,88,755,11,LM,1,2025-2026,espn_summary,2026-08-12 10:09:13
733,88,756,24,RM,1,2025-2026,espn_summary,2026-08-12 10:09:13
734,88,757,19,F,1,2025-2026,espn_summary,2026-08-12 10:09:13
735,88,758,8,RCF,1,2025-2026,espn_summary,2026-08-12 10:09:13
736,88,759,14,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
737,88,760,17,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
738,88,761,9,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
739,88,762,1,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
740,88,763,16,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
741,88,764,5,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
742,88,765,18,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
743,88,766,15,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
744,88,767,2,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
745,88,768,30,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
746,88,769,12,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:13
747,94,770,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:15
748,94,771,24,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:15
749,94,772,4,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:15
750,94,773,14,LB,1,2025-2026,espn_summary,2026-08-12 10:09:15
751,94,774,12,RB,1,2025-2026,espn_summary,2026-08-12 10:09:15
752,94,775,2,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:15
753,94,776,8,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:15
754,94,777,11,LM,1,2025-2026,espn_summary,2026-08-12 10:09:15
755,94,778,17,RM,1,2025-2026,espn_summary,2026-08-12 10:09:15
756,94,779,23,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:15
757,94,780,6,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:15
758,94,781,21,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
759,94,782,27,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
760,94,783,13,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
761,94,784,18,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
762,94,785,28,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
763,94,786,5,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
764,94,787,19,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
765,94,788,16,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
766,94,789,7,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
767,94,790,22,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
768,94,791,10,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
769,94,792,9,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
770,97,793,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:15
771,97,794,5,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:15
772,97,795,24,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:15
773,97,796,20,LB,1,2025-2026,espn_summary,2026-08-12 10:09:15
774,97,797,19,RB,1,2025-2026,espn_summary,2026-08-12 10:09:15
775,97,798,21,AM,1,2025-2026,espn_summary,2026-08-12 10:09:15
776,97,799,7,LM,1,2025-2026,espn_summary,2026-08-12 10:09:15
777,97,800,6,RM,1,2025-2026,espn_summary,2026-08-12 10:09:15
778,97,801,17,F,1,2025-2026,espn_summary,2026-08-12 10:09:15
779,97,802,18,AM-L,1,2025-2026,espn_summary,2026-08-12 10:09:15
780,97,803,14,AM-R,1,2025-2026,espn_summary,2026-08-12 10:09:15
781,97,804,16,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
782,97,805,23,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
783,97,806,13,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
784,97,807,41,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
785,97,808,9,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
786,97,809,29,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
787,97,810,22,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
788,97,811,11,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
789,97,812,3,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
790,97,813,8,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:15
791,102,814,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:16
792,102,815,4,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:16
793,102,816,6,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:16
794,102,817,23,LB,1,2025-2026,espn_summary,2026-08-12 10:09:16
795,102,818,15,RB,1,2025-2026,espn_summary,2026-08-12 10:09:16
796,102,819,18,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:16
797,102,820,14,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:16
798,102,821,20,LM,1,2025-2026,espn_summary,2026-08-12 10:09:16
799,102,822,17,RM,1,2025-2026,espn_summary,2026-08-12 10:09:16
800,102,823,9,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:16
801,102,824,19,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:16
802,102,825,24,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
803,102,826,11,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
804,102,827,21,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
805,102,828,7,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
806,102,829,10,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
807,102,830,12,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
808,102,831,3,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
809,102,832,16,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
810,102,833,25,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
829,3751,852,45,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
833,177,856,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:16
834,177,857,4,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:16
835,177,858,38,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:16
836,177,859,97,LB,1,2025-2026,espn_summary,2026-08-12 10:09:16
837,177,860,39,RB,1,2025-2026,espn_summary,2026-08-12 10:09:16
838,177,861,10,AM,1,2025-2026,espn_summary,2026-08-12 10:09:16
839,177,862,20,LM,1,2025-2026,espn_summary,2026-08-12 10:09:16
840,177,863,33,RM,1,2025-2026,espn_summary,2026-08-12 10:09:16
841,177,864,30,F,1,2025-2026,espn_summary,2026-08-12 10:09:16
842,177,865,7,AM-L,1,2025-2026,espn_summary,2026-08-12 10:09:16
843,177,866,9,AM-R,1,2025-2026,espn_summary,2026-08-12 10:09:16
844,177,867,19,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
845,177,868,34,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
846,177,869,99,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
847,177,870,11,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
848,177,871,70,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
849,177,872,12,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:16
