player_id,short_name,long_name,overall,potential,age,club_name,nationality_name,league_name,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,skill_moves,weak_foot,player_positions,player_face_url,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,gk_speed,is_gk
76066,J. Engel,Jakob Engel,56,69,19,SpVgg Greuther Fürth,Germany,2. Bundesliga,325000,,67,42,54,53,54,55,2,3,"CDM, CM",https://cdn.sofifa.net/players/076/066/26_120.png,,,,,,,
76070,L. Regiardo,Luca Regiardo,60,77,18,Newell's Old Boys,Argentina,Liga Profesional de Fútbol,625000,,61,50,54,61,59,62,2,3,"CM, CDM",https://cdn.sofifa.net/players/076/070/26_120.png,,,,,,,
76072,I. Guaraz,Iván Alexander Guaraz,56,69,20,Barracas Central,Argentina,Liga Profesional de Fútbol,350000,,77,52,42,56,22,57,2,2,"ST, CM",https://cdn.sofifa.net/players/076/072/26_120.png,,,,,,,
76085,Djayson Mendes,Djayson Eduardo Cardoso Mendes,57,67,21,SV Waldhof Mannheim,Portugal,3. Liga,375000,,70,57,49,60,17,41,2,2,"ST, RW",https://cdn.sofifa.net/players/076/085/26_120.png,,,,,,,
76086,Henrique Arreiol,Henrique Miguel Sousa Arreiol,65,77,20,Legia Warszawa,Portugal,Ekstraklasa,1600000,,60,47,59,62,64,69,2,2,"CDM, CM",https://cdn.sofifa.net/players/076/086/26_120.png,,,,,,,
76087,M. Ćatović,Mirza Ćatović,60,79,18,VfB Stuttgart,Serbia,Bundesliga,600000,,58,46,55,59,58,63,2,3,"CDM, CM",https://cdn.sofifa.net/players/076/087/26_120.png,,,,,,,
76094,T. Hennessy,Theo Hennessy,49,63,18,Drogheda United,Republic of Ireland,Premier Division,90000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/076/094/26_120.png,50,50,49,48,48,27,1
76097,E. Uchenna,Emmanuel Uchenna Aririerisim,70,76,21,Sparta Praha,Nigeria,První liga,2300000,,68,44,56,55,69,75,2,3,CB,https://cdn.sofifa.net/players/076/097/26_120.png,,,,,,,
76098,D. Moses,David Moses,68,75,21,SK Slavia Praha,Nigeria,První liga,2400000,,64,53,65,67,63,63,2,3,"CM, CDM",https://cdn.sofifa.net/players/076/098/26_120.png,,,,,,,
76105,C. Garza,César Garza Cantú,61,75,20,Dundee FC,Mexico,Premiership,750000,,62,53,55,60,60,60,2,3,"CDM, CM",https://cdn.sofifa.net/players/076/105/26_120.png,,,,,,,
76106,D. Zec,David Zec,71,76,25,Holstein Kiel,Slovenia,2. Bundesliga,2500000,,65,35,49,58,70,76,2,3,CB,https://cdn.sofifa.net/players/076/106/26_120.png,,,,,,,
76108,M. Sanogo,Mohamed Sanogo,62,71,21,LASK Linz,Mali,Bundesliga,900000,,66,53,58,64,62,62,2,3,"CM, CDM",https://cdn.sofifa.net/players/076/108/26_120.png,,,,,,,
76111,P. Čović,Patrice Čović,63,81,18,SV Werder Bremen,Croatia,Bundesliga,1200000,,69,55,61,66,39,38,3,3,"CAM, RM, CM",https://cdn.sofifa.net/players/076/111/26_120.png,,,,,,,
76116,A. Bouwman,Aaron Bouwman,65,83,17,Ajax,Netherlands,Eredivisie,1700000,,64,50,53,57,65,65,2,3,CB,https://cdn.sofifa.net/players/076/116/26_120.png,,,,,,,
76117,L. Brooke-Smith,Luke Brooke-Smith,57,80,17,Wellington Phoenix,New Zealand,A-League Men,525000,,78,57,49,59,40,73,2,2,"RW, LW, RM",https://cdn.sofifa.net/players/076/117/26_120.png,,,,,,,
76119,B. Marian,Bogdan Marian,59,66,20,Asociația Clubul Sportiv Petrolul 52,Romania,Liga I,425000,,68,35,53,56,56,50,2,2,"LB, LM",https://cdn.sofifa.net/players/076/119/26_120.png,,,,,,,
76121,E. Plicco,Elia Plicco,53,68,18,Parma,Italy,Serie A,220000,,62,45,51,57,43,42,2,3,"CM, CAM",https://cdn.sofifa.net/players/076/121/26_120.png,,,,,,,
76122,L. Michelbrink,Lukas Michelbrink,56,73,20,FC Energie Cottbus,Germany,3. Liga,375000,,54,46,58,60,38,52,2,3,CM,https://cdn.sofifa.net/players/076/122/26_120.png,,,,,,,
76125,C. Donovan,Colby Donovan,64,83,18,Celtic,Scotland,Premiership,1400000,,73,48,56,58,60,69,3,3,"RB, CB, RM",https://cdn.sofifa.net/players/076/125/26_120.png,,,,,,,
76132,M. Azzouz,Mohamed Yassine Azzouzمحمد ياسين عزوز,55,75,18,Oud-Heverlee Leuven,Morocco,Pro League,350000,,64,44,49,61,33,54,2,3,"CAM, CM",https://cdn.sofifa.net/players/076/132/26_120.png,,,,,,,
76133,D. Mokwa,David Mokwa Ngabi Ntusu,64,72,21,TSG 1899 Hoffenheim,France,Bundesliga,1300000,,67,64,47,64,27,51,2,3,ST,https://cdn.sofifa.net/players/076/133/26_120.png,,,,,,,
76134,S. Salas,Sebastián Rodrigo Salas Aránguiz,56,62,24,CD Palestino,Chile,Primera Division,180000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/134/26_120.png,56,58,59,57,55,22,1
76135,R. Bouw,Robin Bouw,58,76,19,SC Heerenveen,Netherlands,Eredivisie,500000,,59,35,40,54,57,54,2,2,"LB, CB, LM",https://cdn.sofifa.net/players/076/135/26_120.png,,,,,,,
76137,L. Roberts,Liam Roberts,53,68,18,Fleetwood Town,England,League Two,220000,,74,44,45,56,35,47,2,2,"RM, RW",https://cdn.sofifa.net/players/076/137/26_120.png,,,,,,,
76138,B. Kieffer,Ben Kieffer,59,74,17,SSV Jahn Regensburg,Germany,3. Liga,475000,,67,25,41,42,60,57,2,3,CB,https://cdn.sofifa.net/players/076/138/26_120.png,,,,,,,
76150,P. Mozie,Pascal Mozie,53,68,17,Legia Warszawa,Poland,Ekstraklasa,200000,,65,43,49,53,51,57,2,3,"CDM, CM",https://cdn.sofifa.net/players/076/150/26_120.png,,,,,,,
76152,Sung Ki Wan,Ki-wan Sung성기완,50,58,21,Gangwon FC,Korea Republic,K League 1,110000,,62,51,42,52,26,42,2,3,"LW, LM",https://cdn.sofifa.net/players/076/152/26_120.png,,,,,,,
76153,Siren Diao,Siren Diao Balde,64,78,20,Cesena FC,Spain,Serie B,1400000,,75,64,51,62,28,65,2,3,ST,https://cdn.sofifa.net/players/076/153/26_120.png,,,,,,,
76160,Jung Seung Bin,Seung-bin Jung정승빈,50,66,18,Gangwon FC,Korea Republic,K League 1,110000,,43,24,27,32,49,62,2,3,CB,https://cdn.sofifa.net/players/076/160/26_120.png,,,,,,,
76171,J. Harder,Jonas Harder,60,75,19,Padova,Italy,Serie B,575000,,64,51,55,58,57,55,2,3,CM,https://cdn.sofifa.net/players/076/171/26_120.png,,,,,,,
76172,L. Venturino,Lorenzo Venturino,56,71,19,Genoa,Italy,Serie A,350000,,63,50,50,57,22,46,2,1,"RM, LM, RW",https://cdn.sofifa.net/players/076/172/26_120.png,,,,,,,
76178,A. Milani,Alessandro Milani,61,76,20,Avellino,Venezuela,Serie B,750000,,72,37,49,53,59,56,2,3,"LB, LM",https://cdn.sofifa.net/players/076/178/26_120.png,,,,,,,
76196,R. Bangura-Williams,Ra'ees Bangura-Williams,63,78,20,Millwall FC,England,Championship,1200000,,81,57,59,62,31,53,4,4,"RM, CAM, RB",https://cdn.sofifa.net/players/076/196/26_120.png,,,,,,,
76202,Ș. Lefter,Ștefan Daniel Lefter,64,73,20,Universitatea Cluj,Romania,Liga I,1100000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/202/26_120.png,67,62,57,62,64,32,1
76223,O. Oseni,Owen Eric Damilola Oseni,57,68,22,Plymouth Argyle,Republic of Ireland,League One,375000,,74,58,43,57,28,57,3,3,ST,https://cdn.sofifa.net/players/076/223/26_120.png,,,,,,,
76225,G. Tunguliadi,Georgiy TunguliadiТунгулияди Георгий Христофорович,59,72,20,Estrela da Amadora,Russia,Primeira Liga,500000,,58,24,34,43,60,66,2,4,CB,https://cdn.sofifa.net/players/076/225/26_120.png,,,,,,,
76226,M. Jolliffe,Max Jolliffe,54,67,19,Colchester United,England,League Two,240000,,59,33,47,46,53,61,2,3,"CDM, CM",https://cdn.sofifa.net/players/076/226/26_120.png,,,,,,,
76227,N. Galešić,Niko Galešić,70,74,24,Dinamo Zagreb,Croatia,Hrvatska nogometna liga,2100000,,66,54,48,60,70,76,2,3,CB,https://cdn.sofifa.net/players/076/227/26_120.png,,,,,,,
76228,A. Ceesay,Abdoulie Ceesay,65,75,21,FC St. Pauli,Gambia,Bundesliga,1600000,,74,67,43,61,26,61,2,3,ST,https://cdn.sofifa.net/players/076/228/26_120.png,,,,,,,
76229,M. Badreldin,Marwan Sherif Elsayed Mohamed Badreldinمروان شريف,62,67,26,,Qatar,,0,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/229/26_120.png,63,59,58,59,62,51,1
76234,A. Yousef,Abdullah Sirelkhatim Abdullah Yousefعبدالله يوسف,63,72,23,,Qatar,,0,,68,40,51,57,63,58,2,2,"RB, CB, RM",https://cdn.sofifa.net/players/076/234/26_120.png,,,,,,,
76235,Kim Tae Hwan,Tae-hwan Kim김태환,48,63,19,Gangwon FC,Korea Republic,K League 1,110000,,63,37,45,49,40,50,2,3,CM,https://cdn.sofifa.net/players/076/235/26_120.png,,,,,,,
76236,Lee Ji Ho,Ji-ho Lee이지호,61,70,23,Gangwon FC,Korea Republic,K League 1,725000,,73,57,48,62,20,60,3,3,"RM, LM, RW",https://cdn.sofifa.net/players/076/236/26_120.png,,,,,,,
76240,Diego Rodrigues,Diego Henrique Oliveira Rodrigues,66,81,20,Sporting Clube de Braga,Portugal,Primeira Liga,2100000,,64,52,61,67,59,62,2,3,"CM, CDM",https://cdn.sofifa.net/players/076/240/26_120.png,,,,,,,
76241,M. Gouda,Mohamed Khaled Ahmed Gamal Al Deen Goudaمحمد خالد جودة,59,74,20,,Qatar,,0,,71,58,52,58,40,55,2,3,"RW, LW, RM",https://cdn.sofifa.net/players/076/241/26_120.png,,,,,,,
76244,D. N'Guessan,Djylian N'Guessan,61,80,16,AS Saint-Étienne,France,Ligue 2,825000,,74,60,45,64,24,56,3,3,ST,https://cdn.sofifa.net/players/076/244/26_120.png,,,,,,,
76245,G. Capuano,Gabin Capuano,61,74,19,US Boulogne Cote d'Opale,France,Ligue 2,775000,,55,63,52,59,29,56,2,4,ST,https://cdn.sofifa.net/players/076/245/26_120.png,,,,,,,
76246,H. Ibrahim,Hafiz Umar Ibrahim,62,77,19,Stade de Reims,Nigeria,Ligue 2,950000,,77,59,44,60,26,64,2,2,ST,https://cdn.sofifa.net/players/076/246/26_120.png,,,,,,,
76247,K. Jusseron Veniere,Kilyan Jusseron-Veniere,59,73,18,FC Annecy,France,Ligue 2,525000,,74,55,56,60,44,64,3,3,"LM, CAM, LW",https://cdn.sofifa.net/players/076/247/26_120.png,,,,,,,
76250,M. Alleyne,Max Alleyne,64,76,19,Watford,England,Championship,1300000,,74,27,45,59,63,69,2,3,CB,https://cdn.sofifa.net/players/076/250/26_120.png,,,,,,,
76257,G. Elliott,Gunner Jack Elliott,52,69,16,Chesterfield,Malta,League Two,200000,,69,52,39,50,24,56,2,2,ST,https://cdn.sofifa.net/players/076/257/26_120.png,,,,,,,
76260,L. Hewitson,Luke Hewitson,55,65,20,Fleetwood Town,England,League Two,240000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/076/260/26_120.png,56,53,54,53,55,31,1
76261,L. Barnes,Lucas Barnes,50,62,18,Harrogate Town,England,League Two,110000,,68,38,51,51,47,54,2,3,"CM, RB, RM",https://cdn.sofifa.net/players/076/261/26_120.png,,,,,,,
76263,R. Dantas Fernandes,Rúben Dantas Fernandes,62,72,22,FC Luzern,Switzerland,Super League,850000,,67,52,56,59,58,54,2,3,"LB, CDM, CM, LM",https://cdn.sofifa.net/players/076/263/26_120.png,,,,,,,
76274,N. Goguadze,Nikky Goguadzeნიკი გოგუაძე,63,64,26,VfL Osnabrück,Netherlands,3. Liga,575000,,79,62,53,60,36,75,2,4,"ST, RW, LW",https://cdn.sofifa.net/players/076/274/26_120.png,,,,,,,
76282,Y. Ebnoutalib,Younes Ebnoutalib,62,70,21,SV Elversberg,Germany,2. Bundesliga,900000,,75,59,51,64,23,63,3,3,"ST, LM",https://cdn.sofifa.net/players/076/282/26_120.png,,,,,,,
76285,D. Versluis,Dion Versluis,59,67,22,NAC Breda,Netherlands,Eredivisie,500000,,55,58,43,55,31,61,2,3,ST,https://cdn.sofifa.net/players/076/285/26_120.png,,,,,,,
76286,Climent,Mario Climent Plá,68,76,23,Cádiz CF,Spain,La Liga 2,2600000,,69,59,62,64,65,65,2,2,"LB, LM",https://cdn.sofifa.net/players/076/286/26_120.png,,,,,,,
76289,D. De Roeve,Denzel De Roeve,62,72,20,SK Brann,Belgium,Eliteserien,825000,,66,31,51,58,59,67,2,3,"RB, RM",https://cdn.sofifa.net/players/076/289/26_120.png,,,,,,,
76291,C. Lippmann,Clemens Lippmann,53,65,19,TSV 1860 München,Austria,3. Liga,210000,,67,26,45,47,48,59,2,3,"RB, RM",https://cdn.sofifa.net/players/076/291/26_120.png,,,,,,,
76292,S. Carella,Samuele Carella,57,70,19,Viktoria Köln,Germany,3. Liga,375000,,66,48,48,53,57,54,2,2,"CDM, CM",https://cdn.sofifa.net/players/076/292/26_120.png,,,,,,,
76294,G. Þórðarson,Gísli Gottskálk Þórðarson,64,73,20,Lech Poznań,Iceland,Ekstraklasa,1200000,,71,49,59,62,58,63,2,3,"CDM, CM",https://cdn.sofifa.net/players/076/294/26_120.png,,,,,,,
76298,Leandro Santos,Leandro Henrique de Sousa Santos,67,81,19,SL Benfica,Portugal,Primeira Liga,2300000,,83,47,57,68,58,57,2,2,"RB, RM",https://cdn.sofifa.net/players/076/298/26_120.png,,,,,,,
76299,T. Trummer,Tim Trummer,62,75,19,FC Red Bull Salzburg,Austria,Bundesliga,900000,,74,54,56,58,57,61,3,3,"RB, LB, RM",https://cdn.sofifa.net/players/076/299/26_120.png,,,,,,,
76304,E. Hoyos,Enzo Santiago Ariel Hoyos,64,66,25,Deportes Iquique,Argentina,Primera Division,725000,,59,60,64,64,31,58,3,3,"CAM, CM, LM",https://cdn.sofifa.net/players/076/304/26_120.png,,,,,,,
76306,A. Hay,Ashley Hay,57,63,21,Dundee FC,England,Premiership,275000,,71,56,41,58,25,58,3,3,ST,https://cdn.sofifa.net/players/076/306/26_120.png,,,,,,,
76307,D. Rojas,Dilan Matías Rojas Barrientos,62,72,21,Deportes Iquique,Chile,Primera Division,850000,,77,29,56,60,55,67,2,4,"RB, RM",https://cdn.sofifa.net/players/076/307/26_120.png,,,,,,,
76310,M. Reyes,Matías Eduardo Reyes Lepicheo,61,72,21,Deportes Iquique,Chile,Primera Division,650000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/310/26_120.png,58,59,63,61,59,18,1
76311,Eduardo,Eduardo de Biasi,65,65,28,FC Anyang,Brazil,K League 1,725000,,71,60,61,62,62,68,2,3,"CM, CDM",https://cdn.sofifa.net/players/076/311/26_120.png,,,,,,,
76313,Pedrinho,Pedro Ferreira,61,70,23,Jeju United FC,Brazil,K League 1,725000,,81,58,55,67,26,59,3,3,"ST, LW, LM",https://cdn.sofifa.net/players/076/313/26_120.png,,,,,,,
76315,S. Kingue,Steve Kingue,66,71,25,Radomiak Radom,Cameroon,Ekstraklasa,1100000,,56,33,45,48,65,73,2,2,CB,https://cdn.sofifa.net/players/076/315/26_120.png,,,,,,,
76337,L. Klanac,Leon Klanac,56,75,18,FC Bayern München,Germany,Bundesliga,325000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/337/26_120.png,59,58,54,49,60,27,1
76338,J. Umolu,Jemiah Khan Umolu,61,76,19,Bromley,England,League Two,775000,,71,61,49,56,30,71,2,3,ST,https://cdn.sofifa.net/players/076/338/26_120.png,,,,,,,
76339,M. Castillo,Mateo Castillo Márquez,66,76,22,América de Cali,Colombia,Categoría Primera A,1900000,,76,54,60,65,56,57,3,3,"LM, LB, LW",https://cdn.sofifa.net/players/076/339/26_120.png,,,,,,,
76379,Jang Jung Woo,Jung-woo Jang장정우,48,57,20,FC Anyang,Korea Republic,K League 1,100000,,54,33,45,48,41,50,2,3,CM,https://cdn.sofifa.net/players/076/379/26_120.png,,,,,,,
76380,Kim Ji Hoon,Ji-hun Kim김지훈,52,64,20,FC Anyang,Korea Republic,K League 1,180000,,54,23,36,37,52,61,2,3,CB,https://cdn.sofifa.net/players/076/380/26_120.png,,,,,,,
76386,Hong Sung Min,Sung-min Hong홍성민,49,67,18,Pohang Steelers,Korea Republic,K League 1,100000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/386/26_120.png,59,53,53,41,45,28,1
76387,Baek Seung Won,Seung-won Baek백승원,48,69,19,Pohang Steelers,Korea Republic,K League 1,150000,,62,44,41,53,26,37,2,3,"RW, RM",https://cdn.sofifa.net/players/076/387/26_120.png,,,,,,,
76389,Cho Sang Hyeok,Sang-hyeok Cho조상혁,58,69,21,Pohang Steelers,Korea Republic,K League 1,450000,,53,57,40,49,21,56,2,3,ST,https://cdn.sofifa.net/players/076/389/26_120.png,,,,,,,
76390,Hong Ji Woo,Ji-woo Hong홍지우,47,55,22,Pohang Steelers,Korea Republic,K League 1,100000,,55,35,48,48,45,53,2,3,CM,https://cdn.sofifa.net/players/076/390/26_120.png,,,,,,,
76391,Kang Min Jun,Min-jun Kang강민준,57,66,22,Pohang Steelers,Korea Republic,K League 1,350000,,61,25,45,52,53,57,2,3,RB,https://cdn.sofifa.net/players/076/391/26_120.png,,,,,,,
76392,Cha Jun Young,Jun-young Cha차준영,51,63,21,Pohang Steelers,Korea Republic,K League 1,140000,,54,25,30,32,53,57,2,3,CB,https://cdn.sofifa.net/players/076/392/26_120.png,,,,,,,
76393,Lee Heon Jae,Heon-jae Lee이헌재,49,64,19,Pohang Steelers,Korea Republic,K League 1,110000,,58,48,42,54,25,47,2,3,"RW, RM",https://cdn.sofifa.net/players/076/393/26_120.png,,,,,,,
76394,Lee Chang Woo,Chang-woo Lee이창우,51,65,19,Pohang Steelers,Korea Republic,K League 1,130000,,61,25,37,49,44,58,2,3,"RB, RM",https://cdn.sofifa.net/players/076/394/26_120.png,,,,,,,
76395,Han Hyeon Seo,Hyeon-seo Han한현서,60,73,21,Pohang Steelers,Korea Republic,K League 1,575000,,61,24,47,39,60,63,2,3,CB,https://cdn.sofifa.net/players/076/395/26_120.png,,,,,,,
76396,A. Natali,Andrea Natali,60,82,17,AZ Alkmaar,Italy,Eredivisie,725000,,58,33,53,54,60,59,2,3,CB,https://cdn.sofifa.net/players/076/396/26_120.png,,,,,,,
76398,D. Chavez,Diego Gabriel Chávez,68,69,27,Atlético Bucaramanga,Argentina,Categoría Primera A,1400000,,70,69,71,65,57,67,2,3,CM,https://cdn.sofifa.net/players/076/398/26_120.png,,,,,,,
76402,D. Perri,Diego Salvatore Perri,56,76,17,Viktoria Köln,Germany,3. Liga,375000,,72,51,51,60,32,43,2,4,"RW, RM",https://cdn.sofifa.net/players/076/402/26_120.png,,,,,,,
76403,L. Palacios,Luis Ángel Palacios Mena,67,73,24,Once Caldas,Colombia,Categoría Primera A,1600000,,75,63,59,69,24,55,3,3,"RM, RB, RW",https://cdn.sofifa.net/players/076/403/26_120.png,,,,,,,
76408,G. Tratnik,Gašper Tratnik,65,68,25,Motor Lublin,Slovenia,Ekstraklasa,725000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/408/26_120.png,63,65,61,65,63,27,1
76409,B. Ede,Bright Ede,61,80,18,Motor Lublin,Poland,Ekstraklasa,775000,,67,37,45,49,60,69,2,2,CB,https://cdn.sofifa.net/players/076/409/26_120.png,,,,,,,
76410,R. Vaz,Robinio Vaz,64,82,18,Olympique de Marseille,France,Ligue 1,1500000,,79,61,54,65,28,55,3,3,ST,https://cdn.sofifa.net/players/076/410/26_120.png,,,,,,,
76411,I. Gueye,Idrissa Guèye,70,83,18,Udinese,Senegal,Serie A,3700000,,67,68,49,68,24,65,3,3,ST,https://cdn.sofifa.net/players/076/411/26_120.png,,,,,,,
76413,K. Simojoki,Kaius Simojoki,60,74,19,HJK Helsinki,Finland,Veikkausliiga,550000,,68,42,49,57,55,61,2,4,"LB, RB, CB, LM",https://cdn.sofifa.net/players/076/413/26_120.png,,,,,,,
76414,V. Vuorinen,Ville Vuorinen,57,70,20,HJK Helsinki,Finland,Veikkausliiga,400000,,75,53,53,57,44,56,2,3,"LW, RW, LM",https://cdn.sofifa.net/players/076/414/26_120.png,,,,,,,
76415,Diego González,Diego González Presencio,57,75,19,Burgos CF,Spain,La Liga 2,375000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/415/26_120.png,57,57,55,57,58,24,1
76416,C. Kofane,Christian Michel Kofane,68,84,18,Bayer 04 Leverkusen,Cameroon,Bundesliga,3100000,,63,70,61,68,26,57,3,3,ST,https://cdn.sofifa.net/players/076/416/26_120.png,,,,,,,
76417,Samu Cortés,Samuel Cruz Cortés Cortés,61,75,19,Granada CF,Spain,La Liga 2,775000,,69,58,56,66,32,42,3,3,"RW, RM, LW",https://cdn.sofifa.net/players/076/417/26_120.png,,,,,,,
76418,Gael Joel,Gael Joel Akogo Esono,59,69,21,Granada CF,Equatorial Guinea,La Liga 2,500000,,76,49,57,60,54,60,2,3,CM,https://cdn.sofifa.net/players/076/418/26_120.png,,,,,,,
76419,C. Lyons,Charlie Lyons,56,60,25,Cork City,Republic of Ireland,Premier Division,180000,,50,34,48,40,55,62,2,2,"CB, LB",https://cdn.sofifa.net/players/076/419/26_120.png,,,,,,,
76420,Germán García,Germán García Fernández,57,66,21,Real Betis Balompié,Spain,La Liga,325000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/420/26_120.png,57,55,53,55,56,24,1
76425,T. Al Ghumail,Turki Mashour Al Ghamil,54,70,20,Al Hilal,Saudi Arabia,Pro League,275000,,77,53,44,53,29,59,2,3,ST,https://cdn.sofifa.net/players/076/425/26_120.png,,,,,,,
76427,D. Fălcușan,Darius Gabriel Fălcușan,63,75,19,Universitatea Craiova,Romania,Liga I,1100000,,66,33,48,54,63,63,2,3,CB,https://cdn.sofifa.net/players/076/427/26_120.png,,,,,,,
76444,H. Mustapha,Hindolo Thomas Eric Mustapha,61,80,18,1. FC Nürnberg,Sierra Leone,2. Bundesliga,825000,,71,63,57,64,48,69,3,4,"CAM, CM",https://cdn.sofifa.net/players/076/444/26_120.png,,,,,,,
76445,E. Alladoh,Ezekiel Alladoh,63,78,19,IF Brommapojkarna,Ghana,Allsvenskan,1100000,,79,61,48,58,20,71,3,3,ST,https://cdn.sofifa.net/players/076/445/26_120.png,,,,,,,
76449,H. Sekine,Hiroki Sekine関根 大輝,71,78,22,Stade de Reims,Japan,Ligue 2,3600000,,71,31,54,59,70,69,2,3,RB,https://cdn.sofifa.net/players/076/449/26_120.png,,,,,,,
76453,A. Gordon,Ashton J'Kingston Gordon,55,71,18,Atlanta United,Jamaica,Major League Soccer,325000,,68,49,53,54,28,49,2,2,"RW, ST, RM",https://cdn.sofifa.net/players/076/453/26_120.png,,,,,,,
76454,W. Reilly,William James Reilly,56,67,22,Atlanta United,United States,Major League Soccer,325000,,72,53,55,58,43,63,2,3,"CM, CDM, CAM",https://cdn.sofifa.net/players/076/454/26_120.png,,,,,,,
76455,B. Hernández,Bruno Joaquín Hernández Álvarez,60,72,20,Cerro Largo,Uruguay,Primera División,600000,,69,59,55,62,29,49,3,3,"LW, LM",https://cdn.sofifa.net/players/076/455/26_120.png,,,,,,,
76456,F. Rossi,Franco Andrés Rossi Donazar,62,71,23,Cerro Largo,Uruguay,Primera División,900000,,61,68,49,55,23,58,2,3,ST,https://cdn.sofifa.net/players/076/456/26_120.png,,,,,,,
76457,F. Pintado,Federico Pintado Núñez,63,69,24,Cerro Largo,Uruguay,Primera División,625000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/076/457/26_120.png,67,66,64,63,64,34,1
76459,F. Losas,Federico Gabriel Losas,58,64,23,Platense,Argentina,Liga Profesional de Fútbol,250000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/076/459/26_120.png,66,60,64,66,45,21,1
76461,M. Šego,Michele Šego,69,71,24,Hajduk Split,Croatia,Hrvatska nogometna liga,1800000,,85,70,60,70,28,69,4,4,"LW, ST, RW, LM",https://cdn.sofifa.net/players/076/461/26_120.png,,,,,,,
76469,M. Río,Martín Río,70,76,24,CA Banfield,Argentina,Liga Profesional de Fútbol,2500000,,64,61,69,70,67,60,2,3,"CM, CDM",https://cdn.sofifa.net/players/076/469/26_120.png,,,,,,,
76470,E. Ojukwu,Emmanuel Ojukwu,54,62,21,TSV Hartberg,Austria,Bundesliga,230000,,61,25,33,37,56,59,2,2,CB,https://cdn.sofifa.net/players/076/470/26_120.png,,,,,,,
76472,T. Turner,Thomas Turner,58,61,27,Blau-Weiß Linz,Austria,Bundesliga,200000,,,,,,,,1,1,GK,https://cdn.sofifa.net/players/076/472/26_120.png,57,54,58,57,61,27,1
76473,N. Dobben,Nick Dobben,55,71,17,PEC Zwolle,Netherlands,Eredivisie,275000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/473/26_120.png,57,58,56,44,59,27,1
76477,B. Ambina,Brice Ambina,67,78,23,Vålerenga Fotball,Cameroon,Eliteserien,2100000,,68,54,60,65,62,68,2,3,"CDM, CM",https://cdn.sofifa.net/players/076/477/26_120.png,,,,,,,
76478,C. Lange,Carl Lange,64,67,26,Vålerenga Fotball,Denmark,Eliteserien,775000,,75,58,60,64,47,56,3,3,"CAM, CM",https://cdn.sofifa.net/players/076/478/26_120.png,,,,,,,
76480,J. Villalba,Juan Manuel Villalba,61,76,19,Gimnasia y Esgrima La Plata,Argentina,Liga Profesional de Fútbol,725000,,67,34,47,52,62,62,2,3,CB,https://cdn.sofifa.net/players/076/480/26_120.png,,,,,,,
76486,T. Rossi,Tomás Daniel Rossi,67,72,26,Godoy Cruz,Argentina,Liga Profesional de Fútbol,1300000,,66,33,45,50,68,72,2,2,CB,https://cdn.sofifa.net/players/076/486/26_120.png,,,,,,,
76488,M. Amarfil,Franco Maximiliano Amarfil,65,71,23,Independiente Rivadavia,Argentina,Liga Profesional de Fútbol,1100000,,66,49,66,65,63,60,2,3,"CM, CDM, RM",https://cdn.sofifa.net/players/076/488/26_120.png,,,,,,,
76489,M. Gómez,Marcos Emmanuel Gómez Piñeiro,63,75,20,Boston River,Uruguay,Primera División,1100000,,56,23,36,36,66,65,2,2,CB,https://cdn.sofifa.net/players/076/489/26_120.png,,,,,,,
76490,Ge Peng,Peng Ge,48,54,24,Dalian Yingbo,China PR,Super League,60000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/076/490/26_120.png,46,48,51,53,48,27,1
76494,Huang Shan,Huang Shan黄山,48,68,19,Dalian Yingbo,China PR,Super League,130000,,63,43,44,51,44,44,2,3,CM,https://cdn.sofifa.net/players/076/494/26_120.png,,,,,,,
76498,Mao Weijie,Mao Weijie毛伟杰,57,71,20,Dalian Yingbo,China PR,Super League,400000,,80,51,50,57,49,69,2,3,"RM, CM, RB",https://cdn.sofifa.net/players/076/498/26_120.png,,,,,,,
76499,Yang Mingrui,Yang Mingrui杨铭锐,52,72,18,Dalian Yingbo,China PR,Super League,220000,,75,50,41,54,21,54,2,3,"LM, LW",https://cdn.sofifa.net/players/076/499/26_120.png,,,,,,,
76500,R. Ramšak,Robert Ramšak,62,80,18,Eintracht Braunschweig,Germany,2. Bundesliga,1000000,,68,63,48,59,34,61,2,4,ST,https://cdn.sofifa.net/players/076/500/26_120.png,,,,,,,
