id,team_name,player_name,position,fc26_ovr,fc26_pac,fc26_sho,fc26_pas,fc26_dri,fc26_def,fc26_phy,is_gk,gk_div,gk_han,gk_kic,gk_pos,gk_ref,gk_spd,category,position_impact,role_factor,fc26_player_impact,league_slug,source,fetched_at
238,Servette,Yoan Severin,defenders,68,65,27,50,51,67,77,0,,,,,,,DEF_defense,72.0,0.3,21.6,sui.1,fc26_eafchub,2026-08-13T00:56:02.827886
239,Deportivo Alaves,Carlos Protesoni,defenders,73,65,49,66,69,73,71,0,,,,,,,DEF_defense,72.0,0.6,43.2,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
240,Deportivo Alaves,Miguel Rodríguez,attackers,73,79,67,67,74,55,66,0,,,,,,,ATT_attack,73.3,0.6,44.0,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
241,Deportivo Alaves,Lucas Boyé,attackers,73,69,73,64,72,49,80,0,,,,,,,ATT_attack,71.3,0.6,42.8,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
242,FC Groningen,Marco Rente,defenders,68,83,29,53,52,66,76,0,,,,,,,DEF_defense,71.0,0.3,21.3,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
243,FC Groningen,Malcolm Jeng,defenders,65,69,32,54,60,65,70,0,,,,,,,DEF_defense,67.5,0.3,20.25,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
244,FC Groningen,Stije Resink,midfielders,69,69,58,66,67,63,71,0,,,,,,,MID_both,65.3,0.3,19.6,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
245,Vålerenga,Omar Bully Drammeh,midfielders,59,78,52,51,63,35,55,0,,,,,,,MID_both,49.7,0.3,14.9,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
246,Brøndby IF,Marko Divkovic,defenders,66,80,59,63,66,57,63,0,,,,,,,DEF_defense,60.0,0.3,18.0,bel.1,fc26_eafchub,2026-08-13T00:56:02.827886
247,Brentford,Benjamin Fredrick,defenders,61,67,32,49,57,57,67,0,,,,,,,DEF_defense,62.0,0.3,18.6,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
248,Brentford,Sepp van den Berg,defenders,77,72,36,63,66,78,76,0,,,,,,,DEF_defense,77.0,0.6,46.2,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
249,Burnley,Jordan Beyer,defenders,74,72,34,63,69,74,74,0,,,,,,,DEF_defense,74.0,0.6,44.4,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
250,Burnley,Josh Cullen,midfielders,76,61,61,75,73,72,70,0,,,,,,,MID_both,73.3,0.6,44.0,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
251,Crystal Palace,Adam Wharton,midfielders,79,62,62,81,77,75,69,0,,,,,,,MID_both,77.7,1.0,77.67,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
252,Crystal Palace,Dwight McNeil,attackers,78,67,76,79,79,55,68,0,,,,,,,ATT_attack,74.0,1.0,74.0,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
253,Manchester City,Rodri,midfielders,90,65,80,86,84,86,85,0,,,,,,,MID_both,85.3,1.5,128.0,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
254,Manchester City,Jack Grealish,attackers,80,72,76,80,85,53,67,0,,,,,,,ATT_attack,77.7,1.0,77.67,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
255,Auxerre,Bryan Okoh,defenders,64,71,31,52,60,60,75,0,,,,,,,DEF_defense,67.5,0.3,20.25,fra.1,fc26_eafchub,2026-08-13T00:56:02.827886
256,Auxerre,Marvin Senaya,defenders,69,70,46,57,66,67,64,0,,,,,,,DEF_defense,65.5,0.3,19.65,fra.1,fc26_eafchub,2026-08-13T00:56:02.827886
257,Monaco,Mohammed Salisu,defenders,76,59,36,50,54,77,80,0,,,,,,,DEF_defense,78.5,0.6,47.1,fra.1,fc26_eafchub,2026-08-13T00:56:02.827886
258,Monaco,Takumi Minamino,midfielders,78,77,74,75,81,40,64,0,,,,,,,MID_both,65.3,1.0,65.33,fra.1,fc26_eafchub,2026-08-13T00:56:02.827886
259,Bayern München,Serge Gnabry,midfielders,82,79,83,78,84,43,66,0,,,,,,,MID_both,68.3,1.2,82.0,ger.1,fc26_eafchub,2026-08-13T00:56:02.827886
260,Bayern München,Lennart Karl,attackers,63,69,58,60,69,34,37,0,,,,,,,ATT_attack,65.3,0.3,19.6,ger.1,fc26_eafchub,2026-08-13T00:56:02.827886
261,Hellas Verona,Suat Serdar,midfielders,76,67,71,72,78,73,73,0,,,,,,,MID_both,74.3,0.6,44.6,ita.1,fc26_eafchub,2026-08-13T00:56:02.827886
262,Hellas Verona,Daniel Mosquera,attackers,71,69,72,54,65,28,74,0,,,,,,,ATT_attack,68.7,0.3,20.6,ita.1,fc26_eafchub,2026-08-13T00:56:02.827886
263,Ajax,Ahmetcan Kaplan,defenders,71,63,30,58,57,71,73,0,,,,,,,DEF_defense,72.0,0.3,21.6,ned.1,fc26_eafchub,2026-08-13T00:56:02.827886
264,Ajax,Amourricho van Axel Dongen,attackers,65,79,59,59,70,29,53,0,,,,,,,ATT_attack,69.3,0.3,20.8,ned.1,fc26_eafchub,2026-08-13T00:56:02.827886
265,Sturm Graz,Filip Rózga,attackers,64,84,55,56,69,25,59,0,,,,,,,ATT_attack,69.3,0.3,20.8,ned.1,fc26_eafchub,2026-08-13T00:56:02.827886
266,Sturm Graz,Leon Grgic,attackers,64,65,64,53,60,21,62,0,,,,,,,ATT_attack,63.0,0.3,18.9,ned.1,fc26_eafchub,2026-08-13T00:56:02.827886
267,Fredrikstad,Sigurd Kvile,defenders,65,66,29,43,55,63,71,0,,,,,,,DEF_defense,67.0,0.3,20.1,nor.1,fc26_eafchub,2026-08-13T00:56:02.827886
268,Fredrikstad,Sondre Sørløkk,midfielders,66,81,63,59,64,54,75,0,,,,,,,MID_both,59.0,0.3,17.7,nor.1,fc26_eafchub,2026-08-13T00:56:02.827886
269,Sion,Kreshnik Hajrizi,defenders,67,68,33,51,61,65,75,0,,,,,,,DEF_defense,70.0,0.3,21.0,sui.1,fc26_eafchub,2026-08-13T00:56:02.827886
270,Sion,Benjamin Kololli,attackers,68,66,70,64,71,54,67,0,,,,,,,ATT_attack,69.0,0.3,20.7,sui.1,fc26_eafchub,2026-08-13T00:56:02.827886
271,Bodø/Glimt,Håkon Evjen,midfielders,73,87,63,70,76,57,65,0,,,,,,,MID_both,67.7,0.6,40.6,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
272,Bodø/Glimt,August Mikkelsen,attackers,68,79,61,63,74,34,59,0,,,,,,,ATT_attack,71.3,0.3,21.4,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
273,Celta Vigo,Javi Galán,defenders,80,78,56,75,79,77,73,0,,,,,,,DEF_defense,75.0,1.0,75.0,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
274,Celta Vigo,Matías Vecino,midfielders,77,53,73,75,76,79,75,0,,,,,,,MID_both,76.7,0.6,46.0,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
275,Espanyol,Javi Puado,attackers,78,80,77,72,78,49,74,0,,,,,,,ATT_attack,78.3,1.0,78.33,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
276,Fortuna Sittard,Iván Márquez,defenders,69,51,43,50,50,68,78,0,,,,,,,DEF_defense,73.0,0.3,21.9,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
277,Kristiansund,David Tufekcic,attackers,63,71,58,61,62,38,51,0,,,,,,,ATT_attack,63.7,0.3,19.1,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
278,Thun,Genís Montolio,defenders,66,60,37,61,59,67,64,0,,,,,,,DEF_defense,65.5,0.3,19.65,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
279,Thun,Mattias Käit,midfielders,65,69,61,62,63,64,70,0,,,,,,,MID_both,63.0,0.3,18.9,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
280,Udinese,Jurgen Ekkelenkamp,midfielders,74,70,69,73,73,67,75,0,,,,,,,MID_both,71.0,0.6,42.6,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
281,Udinese,Alessandro Zanoli,midfielders,72,77,54,65,69,69,68,0,,,,,,,MID_both,67.7,0.6,40.6,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
282,Anderlecht,Cedric Hatenboer,midfielders,64,65,47,61,67,52,57,0,,,,,,,MID_both,60.0,0.3,18.0,bel.1,fc26_eafchub,2026-08-13T00:56:02.827886
283,Coventry City,Jack Rudoni,midfielders,74,73,69,74,76,65,75,0,,,,,,,MID_both,71.7,0.6,43.0,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
284,Fulham,Tom Cairney,midfielders,74,52,71,76,73,66,62,0,,,,,,,MID_both,71.7,0.6,43.0,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
285,Norwich City,Mirko Topic,midfielders,71,65,48,62,61,71,75,0,,,,,,,MID_both,64.7,0.3,19.4,eng.1,fc26_eafchub,2026-08-13T00:56:02.827886
286,Lille,Hamza Igamane,attackers,73,80,72,63,74,34,70,0,,,,,,,ATT_attack,75.3,0.6,45.2,fra.1,fc26_eafchub,2026-08-13T00:56:02.827886
287,Freiburg,Florent Muslija,midfielders,71,73,66,71,75,30,47,0,,,,,,,MID_both,58.7,0.3,17.6,ger.1,fc26_eafchub,2026-08-13T00:56:02.827886
288,Atalanta,Isak Hien,defenders,78,69,37,49,58,79,82,0,,,,,,,DEF_defense,80.5,1.0,80.5,ita.1,fc26_eafchub,2026-08-13T00:56:02.827886
289,Fiorentina,Fabiano Parisi,midfielders,75,75,67,70,76,72,67,0,,,,,,,MID_both,72.7,0.6,43.6,ita.1,fc26_eafchub,2026-08-13T00:56:02.827886
290,Juventus,Jeff Ekhator,attackers,61,67,60,46,64,19,54,0,,,,,,,ATT_attack,63.7,0.3,19.1,ita.1,fc26_eafchub,2026-08-13T00:56:02.827886
291,Lazio,Gustav Isaksen,attackers,76,88,72,67,78,40,48,0,,,,,,,ATT_attack,79.3,0.6,47.6,ita.1,fc26_eafchub,2026-08-13T00:56:02.827886
292,Milan,Christian Pulisic,attackers,84,88,82,80,86,46,65,0,,,,,,,ATT_attack,85.3,1.2,102.4,ita.1,fc26_eafchub,2026-08-13T00:56:02.827886
293,Torino,Pietro Pellegri,attackers,68,56,68,54,68,21,61,0,,,,,,,ATT_attack,64.0,0.3,19.2,ita.1,fc26_eafchub,2026-08-13T00:56:02.827886
294,AZ Alkmaar,Jizz Hornkamp,attackers,68,65,72,55,64,56,66,0,,,,,,,ATT_attack,67.0,0.3,20.1,ned.1,fc26_eafchub,2026-08-13T00:56:02.827886
295,Grazer AK,Tim Trummer,defenders,62,74,54,56,58,57,61,0,,,,,,,DEF_defense,59.0,0.3,17.7,ned.1,fc26_eafchub,2026-08-13T00:56:02.827886
296,Excelsior,Kasey Bos,attackers,65,73,46,54,59,65,53,0,,,,,,,ATT_attack,59.3,0.3,17.8,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
297,Ferencvaros,Daniel Arzani,attackers,68,93,60,60,73,34,73,0,,,,,,,ATT_attack,75.3,0.3,22.6,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
298,Frosinone,Sebastiano Desplanches,keepers,71,,,,,,,1,72,67,68,70,74,26,GK_defense,72.0,0.3,21.6,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
299,Getafe,Christantus Uche,attackers,76,68,73,69,73,68,83,0,,,,,,,ATT_attack,71.3,0.6,42.8,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
300,Grasshopper,Saulo Decarli,defenders,63,45,34,49,53,62,66,0,,,,,,,DEF_defense,64.0,0.3,19.2,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
301,Mallorca,Jan Salas,midfielders,56,67,25,43,52,52,57,0,,,,,,,MID_both,49.0,0.3,14.7,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
302,Moreirense,Dinis Pinto,defenders,69,75,42,61,66,66,59,0,,,,,,,DEF_defense,62.5,0.3,18.75,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
303,PAOK Thessaloniki,Shola Shoretire,attackers,66,72,57,61,71,38,56,0,,,,,,,ATT_attack,66.7,0.3,20.0,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
304,PEC Zwolle,Younes Namli,attackers,71,68,65,70,74,44,60,0,,,,,,,ATT_attack,69.0,0.3,20.7,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
305,Poland,Filip Rózga,attackers,64,84,55,56,69,25,59,0,,,,,,,ATT_attack,69.3,0.3,20.8,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
306,Schalke 04,Adrian Gantenbein,midfielders,65,73,48,58,62,59,65,0,,,,,,,MID_both,59.7,0.3,17.9,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
307,Strasbourg,Joaquín Panichelli,attackers,74,68,75,62,70,27,79,0,,,,,,,ATT_attack,71.0,0.6,42.6,unknown,fc26_eafchub,2026-08-13T00:56:02.827886
