team_name,team_name_en,team_name_cn,league,d82_total_value,d83_starter_value,d82_unit,data_source,fetched_at
Dynamo Kyiv,Dynamo Kyiv,Dynamo Kyiv,eng.1,90870000.0,47000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
ESTAC Troyes,ESTAC Troyes,ESTAC Troyes,fra.2,31205000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
East Bengal FC,East Bengal FC,East Bengal FC,sui.1,6684000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Eintracht Braunschweig,Eintracht Braunschweig,Eintracht Braunschweig,ger.2,33525000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Eintracht Frankfurt,Eintracht Frankfurt,Eintracht Frankfurt,ger.1,342890000.0,288500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Elche CF,Elche CF,Elche CF,esp.1,85075000.0,34125000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Empoli,Empoli,Empoli,ita.2,41725000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
En Avant Guingamp,En Avant Guingamp,En Avant Guingamp,fra.2,25175000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Estrela da Amadora,Estrela da Amadora,Estrela da Amadora,por.1,38385000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Estudiantes de La Plata,Estudiantes de La Plata,Estudiantes de La Plata,arg.1,84699999.0,28900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Everton,Everton,Everton,eng.1,254850000.0,219400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Excelsior,Excelsior,Excelsior,ned.1,36150000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Exeter City,Exeter City,Exeter City,eng.3,17700000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Eyüpspor,Eyüpspor,Eyüpspor,tur.1,36865000.0,4600000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FBC Melgar,FBC Melgar,FBC Melgar,Liga_1,23475000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Andorra,FC Andorra,FC Andorra,esp.2,29125000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Annecy,FC Annecy,FC Annecy,fra.2,17845000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Anyang,FC Anyang,FC Anyang,kor.1,15635000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Argeș,FC Argeș,FC Argeș,rou.1,11425000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Arouca,FC Arouca,FC Arouca,por.1,47550000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Augsburg,FC Augsburg,FC Augsburg,ger.1,147700000.0,88300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Barcelona,FC Barcelona,FC Barcelona,esp.1,1133000000.0,1110200000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Basel 1893,FC Basel 1893,FC Basel 1893,sui.1,73810000.0,21500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Bayern München,FC Bayern München,FC Bayern München,ger.1,910900000.0,899700000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Botoşani,FC Botoşani,FC Botoşani,rou.1,19540000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Cincinnati,FC Cincinnati,FC Cincinnati,usa.1,76035000.0,42000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Dallas,FC Dallas,FC Dallas,usa.1,32745000.0,9000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Energie Cottbus,FC Energie Cottbus,FC Energie Cottbus,ger.3,17405000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Erzgebirge Aue,FC Erzgebirge Aue,FC Erzgebirge Aue,ger.3,17435000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Goa,FC Goa,FC Goa,sui.1,8900000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Groningen,FC Groningen,FC Groningen,ned.1,35325000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Hansa Rostock,FC Hansa Rostock,FC Hansa Rostock,ger.3,23220000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Hermannstadt,FC Hermannstadt,FC Hermannstadt,rou.1,13965000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Ingolstadt 04,FC Ingolstadt 04,FC Ingolstadt 04,ger.3,17535000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC København,FC København,FC København,den.1,73125000.0,21300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Lausanne-Sport,FC Lausanne-Sport,FC Lausanne-Sport,sui.1,27680000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Lorient,FC Lorient,FC Lorient,fra.1,67379999.0,7700000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Lugano,FC Lugano,FC Lugano,sui.1,45090000.0,3500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Luzern,FC Luzern,FC Luzern,sui.1,30305000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Metz,FC Metz,FC Metz,fra.1,51650000.0,7500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Midtjylland,FC Midtjylland,FC Midtjylland,den.1,64310000.0,5500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Nantes,FC Nantes,FC Nantes,fra.1,68625000.0,15900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Nordsjælland,FC Nordsjælland,FC Nordsjælland,den.1,30780000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Porto,FC Porto,FC Porto,por.1,270900000.0,240000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Red Bull Salzburg,FC Red Bull Salzburg,FC Red Bull Salzburg,ger.1,70580000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Schalke 04,FC Schalke 04,FC Schalke 04,ger.2,37275000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Seoul,FC Seoul,FC Seoul,kor.1,30660000.0,10700000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Sion,FC Sion,FC Sion,sui.1,26915000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC St. Pauli,FC St. Pauli,FC St. Pauli,ger.1,65975000.0,23400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC St.Gallen 1879,FC St.Gallen 1879,FC St.Gallen 1879,sui.1,31265000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Thun,FC Thun,FC Thun,sui.1,20360000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Utrecht,FC Utrecht,FC Utrecht,ned.1,86925000.0,32600000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Volendam,FC Volendam,FC Volendam,ned.1,26250000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Winterthur,FC Winterthur,FC Winterthur,sui.1,18395000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FC Zürich,FC Zürich,FC Zürich,sui.1,30290000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FCSB,FCSB,FCSB,rou.1,40849999.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FCV Dender EH,FCV Dender EH,FCV Dender EH,bel.1,25745000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FCV Farul Constanța,FCV Farul Constanța,FCV Farul Constanța,rou.1,20175000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FK Austria Wien,FK Austria Wien,FK Austria Wien,ger.1,26820000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FK Bodø/Glimt,FK Bodø/Glimt,FK Bodø/Glimt,nor.1,61200000.0,12000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
FK Haugesund,FK Haugesund,FK Haugesund,nor.1,18750000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Falkirk,Falkirk,Falkirk,sco.1,10215000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Famalicão,Famalicão,Famalicão,por.1,75400000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fatih Karagümrük,Fatih Karagümrük,Fatih Karagümrük,tur.1,29270000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fenerbahçe SK,Fenerbahçe SK,Fenerbahçe SK,tur.1,335000000.0,312000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Ferencvárosi Torna Club,Ferencvárosi Torna Club,Ferencvárosi Torna Club,Nemzeti_Bajnokság_I,64855000.0,13900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fiorentina,Fiorentina,Fiorentina,ita.1,239850000.0,176500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Flamengo,Flamengo,Flamengo,bra.1,151200000.0,125900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fleetwood Town,Fleetwood Town,Fleetwood Town,eng.4,11125000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fluminense,Fluminense,Fluminense,bra.1,76925000.0,47800000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fortaleza,Fortaleza,Fortaleza,bra.1,36849998.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fortuna Düsseldorf,Fortuna Düsseldorf,Fortuna Düsseldorf,ger.2,44650000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fortuna Sittard,Fortuna Sittard,Fortuna Sittard,ned.1,36750000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fredericia,Fredericia,Fredericia,den.1,16225000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fredrikstad FK,Fredrikstad FK,Fredrikstad FK,nor.1,23055000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Frosinone,Frosinone,Frosinone,ita.2,29260000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Fulham FC,Fulham FC,Fulham FC,eng.1,238200000.0,224500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
GAIS,GAIS,GAIS,swe.1,20055000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
GD Estoril Praia,GD Estoril Praia,GD Estoril Praia,por.1,49800000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
GKS Katowice,GKS Katowice,GKS Katowice,pol.1,21480000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Galatasaray SK,Galatasaray SK,Galatasaray SK,tur.1,425200000.0,412300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Galway United,Galway United,Galway United,Premier_Division,4880000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Gangwon FC,Gangwon FC,Gangwon FC,kor.1,23455000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Gaziantep FK,Gaziantep FK,Gaziantep FK,tur.1,41139999.0,7599999.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Genoa,Genoa,Genoa,ita.1,95500000.0,39500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Gençlerbirliği SK,Gençlerbirliği SK,Gençlerbirliği SK,tur.1,43479999.0,8000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Getafe CF,Getafe CF,Getafe CF,esp.1,127025000.0,88600000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Gil Vicente FC,Gil Vicente FC,Gil Vicente FC,por.1,51525000.0,7000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Gillingham,Gillingham,Gillingham,eng.4,11275000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Gimcheon Sangmu FC,Gimcheon Sangmu FC,Gimcheon Sangmu FC,kor.1,30225000.0,6000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Gimnasia y Esgrima La Plata,Gimnasia y Esgrima La Plata,Gimnasia y Esgrima La Plata,arg.1,51700000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Girona FC,Girona FC,Girona FC,esp.1,206774999.0,182300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Go Ahead Eagles,Go Ahead Eagles,Go Ahead Eagles,ned.1,48350000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Godoy Cruz,Godoy Cruz,Godoy Cruz,arg.1,63825000.0,3500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Granada CF,Granada CF,Granada CF,esp.2,35275000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Grasshopper Club Zürich,Grasshopper Club Zürich,Grasshopper Club Zürich,sui.1,22075000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Grazer AK 1902,Grazer AK 1902,Grazer AK 1902,ger.1,18000000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Grenoble Foot 38,Grenoble Foot 38,Grenoble Foot 38,fra.2,28560000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Grimsby Town,Grimsby Town,Grimsby Town,eng.4,11885000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Grêmio,Grêmio,Grêmio,bra.1,44750000.0,10300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Gualberto Villarroel SJ,Gualberto Villarroel SJ,Gualberto Villarroel SJ,División_de_Fútbol_Profesional,11980000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Guaraní,Guaraní,Guaraní,División_Profesional,22605000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Gwangju FC,Gwangju FC,Gwangju FC,kor.1,13375000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Górnik Zabrze,Górnik Zabrze,Górnik Zabrze,pol.1,24965000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Göztepe SK,Göztepe SK,Göztepe SK,tur.1,32745000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
HJK Helsinki,HJK Helsinki,HJK Helsinki,Veikkausliiga,16315000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Halmstads BK,Halmstads BK,Halmstads BK,swe.1,15870000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Hamarkameratene,Hamarkameratene,Hamarkameratene,nor.1,17490000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Hamburger SV,Hamburger SV,Hamburger SV,ger.1,103275000.0,43000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Hammarby Fotboll,Hammarby Fotboll,Hammarby Fotboll,swe.1,34715000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Hannover 96,Hannover 96,Hannover 96,ger.2,45500000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Harrogate Town,Harrogate Town,Harrogate Town,eng.4,7275000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Hearts,Hearts,Hearts,sco.1,36485000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Hellas Verona FC,Hellas Verona FC,Hellas Verona FC,ita.1,97625000.0,38500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Henan FC,Henan FC,Henan FC,sui.1,14765000.0,5500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Heracles Almelo,Heracles Almelo,Heracles Almelo,ned.1,27450000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Hertha BSC,Hertha BSC,Hertha BSC,ger.2,54000000.0,6000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Hibernian,Hibernian,Hibernian,sco.1,28275000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Holstein Kiel,Holstein Kiel,Holstein Kiel,ger.2,47825000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Houston Dynamo,Houston Dynamo,Houston Dynamo,usa.1,33100000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Huddersfield Town,Huddersfield Town,Huddersfield Town,eng.3,31825000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Hull City,Hull City,Hull City,eng.2,59200000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Huracán,Huracán,Huracán,arg.1,37950000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Hyderabad FC,Hyderabad FC,Hyderabad FC,sui.1,3519000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
IF Brommapojkarna,IF Brommapojkarna,IF Brommapojkarna,swe.1,22510000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
IF Elfsborg,IF Elfsborg,IF Elfsborg,swe.1,27320000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
IFK Göteborg,IFK Göteborg,IFK Göteborg,swe.1,24320000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
IFK Norrköping,IFK Norrköping,IFK Norrköping,swe.1,20185000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
IFK Värnamo,IFK Värnamo,IFK Värnamo,swe.1,17250000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
IK Sirius,IK Sirius,IK Sirius,swe.1,24700000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Independiente,Independiente,Independiente,arg.1,55700000.0,16200000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Independiente Rivadavia,Independiente Rivadavia,Independiente Rivadavia,arg.1,45805000.0,11000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Independiente del Valle,Independiente del Valle,Independiente del Valle,ita.1,36650000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Instituto Atlético Central Córdoba,Instituto Atlético Central Córdoba,Instituto Atlético Central Córdoba,arg.1,45625000.0,6500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Inter,Inter,Inter,ita.1,698250000.0,680500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Inter Miami,Inter Miami,Inter Miami,usa.1,99614999.0,69699999.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Internacional,Internacional,Internacional,bra.1,102950000.0,74000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Ipswich Town,Ipswich Town,Ipswich Town,eng.2,103344999.0,47000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Jagiellonia Białystok,Jagiellonia Białystok,Jagiellonia Białystok,pol.1,37780000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Jamshedpur FC,Jamshedpur FC,Jamshedpur FC,sui.1,4575000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Jeju United FC,Jeju United FC,Jeju United FC,kor.1,16240000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Jeonbuk Hyundai Motors,Jeonbuk Hyundai Motors,Jeonbuk Hyundai Motors,kor.1,29170000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Juventus,Juventus,Juventus,ita.1,577650000.0,556600000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
KAA Gent,KAA Gent,KAA Gent,bel.1,53675000.0,4000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
KFUM-Kameratene Oslo,KFUM-Kameratene Oslo,KFUM-Kameratene Oslo,nor.1,16015000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
KRC Genk,KRC Genk,KRC Genk,bel.1,119175000.0,67100000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
KV Mechelen,KV Mechelen,KV Mechelen,bel.1,42350000.0,4000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
KVC Westerlo,KVC Westerlo,KVC Westerlo,bel.1,55655000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Karlsruher SC,Karlsruher SC,Karlsruher SC,ger.2,35555000.0,6000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Kasımpaşa SK,Kasımpaşa SK,Kasımpaşa SK,tur.1,29785000.0,6000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Kayserispor,Kayserispor,Kayserispor,tur.1,31640000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Kerala Blasters FC,Kerala Blasters FC,Kerala Blasters FC,sui.1,5135000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Kilmarnock,Kilmarnock,Kilmarnock,sco.1,16730000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Kocaelispor,Kocaelispor,Kocaelispor,tur.1,38650000.0,7500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Konyaspor,Konyaspor,Konyaspor,tur.1,28814999.0,2300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Korona Kielce,Korona Kielce,Korona Kielce,pol.1,23575000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Kristiansund BK,Kristiansund BK,Kristiansund BK,nor.1,19200000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
LA Galaxy,LA Galaxy,LA Galaxy,usa.1,76025000.0,53000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
LASK Linz,LASK Linz,LASK Linz,ger.1,47175000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
LDU Quito,LDU Quito,LDU Quito,ita.1,27925000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Lanús,Lanús,Lanús,arg.1,63425000.0,17000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Lazio,Lazio,Lazio,ita.1,327025000.0,288500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Le Havre AC,Le Havre AC,Le Havre AC,fra.1,54825000.0,3900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Le Mans FC,Le Mans FC,Le Mans FC,fra.2,17485000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Lecce,Lecce,Lecce,ita.1,97225000.0,35300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Lech Poznań,Lech Poznań,Lech Poznań,pol.1,48975000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Lechia Gdańsk,Lechia Gdańsk,Lechia Gdańsk,pol.1,27675000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Leeds United,Leeds United,Leeds United,eng.1,197565000.0,154000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Legia Warszawa,Legia Warszawa,Legia Warszawa,pol.1,44175000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Leicester City,Leicester City,Leicester City,eng.2,94280000.0,36000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Levante UD,Levante UD,Levante UD,esp.1,87675000.0,24100000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Leyton Orient,Leyton Orient,Leyton Orient,eng.3,24050000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Libertad,Libertad,Libertad,División_Profesional,32700000.0,2400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Lille OSC,Lille OSC,Lille OSC,fra.1,199700000.0,157600000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Lincoln City,Lincoln City,Lincoln City,eng.3,19275000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Liverpool,Liverpool,Liverpool,eng.1,1111875000.0,1093000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Livingston FC,Livingston FC,Livingston FC,sco.1,11350000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Los Angeles FC,Los Angeles FC,Los Angeles FC,usa.1,92410000.0,61200000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Luton Town,Luton Town,Luton Town,eng.3,44870000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
MSV Duisburg,MSV Duisburg,MSV Duisburg,ger.3,19100000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Macarthur FC,Macarthur FC,Macarthur FC,aus.1,7915000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Manchester City,Manchester City,Manchester City,eng.1,1088625000.0,1072500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Manchester United,Manchester United,Manchester United,eng.1,562810000.0,545500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Mansfield Town,Mansfield Town,Mansfield Town,eng.3,13655000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Mantova,Mantova,Mantova,ita.2,31425000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Medipol Başakşehir FK,Medipol Başakşehir FK,Medipol Başakşehir FK,tur.1,74429998.0,17500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Meizhou Hakka,Meizhou Hakka,Meizhou Hakka,sui.1,9090000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Melbourne City FC,Melbourne City FC,Melbourne City FC,aus.1,14985000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Melbourne Victory,Melbourne Victory,Melbourne Victory,aus.1,13240000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Metaloglobus București,Metaloglobus București,Metaloglobus București,rou.1,8525000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Middlesbrough,Middlesbrough,Middlesbrough,eng.2,59465000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
