review_id,fixture_id,prediction_id,review_hash,reviewed_at,brier_score,matched_patterns_json,review_json
49,125,125,e4d79b8b2dac5f7cbf17c9813bbada66e6984dc493b677b559aedf36570dee53,2026-07-18T22:23:19.276770,0.44215399999999994,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:23:19.276770"",""match"":""波黑 vs 卡塔尔"",""stage"":""group"",""predicted"":{""home_win_prob"":46.7,""draw_prob"":17.7,""away_win_prob"":35.6},""actual"":{""score"":""3-1"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.467,""actual_prob"":1.0,""brier_score"":0.4422,""upset"":false,""error_magnitude"":0.033,""score"":""3-1""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (47%), 实际 home (3-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.442, 需要更多数据""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""medium""}],""rule_9_compliance"":true}"
50,127,127,913596444ec4e900c17d775c7a7c923709f694a7433069e6320cd70958ed5844,2026-07-18T22:23:20.733089,0.388554,[],"{""timestamp"":""2026-07-18T22:23:20.733089"",""match"":""瑞士 vs 加拿大"",""stage"":""group"",""predicted"":{""home_win_prob"":50.7,""draw_prob"":35.6,""away_win_prob"":13.7},""actual"":{""score"":""2-1"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.507,""actual_prob"":1.0,""brier_score"":0.3886,""upset"":false,""error_magnitude"":0.007,""score"":""2-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (51%), 实际 home (2-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.389, 需要更多数据""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
51,130,130,0bf702fa9c138bdd5e30eaf830e7eb69285190cf1e3332e6afe3b290ccbdc038,2026-07-18T22:23:28.819701,0.043368000000000004,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:23:28.819701"",""match"":""摩洛哥 vs 海地"",""stage"":""group"",""predicted"":{""home_win_prob"":84.8,""draw_prob"":14.2,""away_win_prob"":1.0},""actual"":{""score"":""4-2"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.848,""actual_prob"":1.0,""brier_score"":0.0434,""upset"":false,""error_magnitude"":0.348,""score"":""4-2""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (85%), 实际 home (4-2) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.043, 校准良好""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""high""}],""rule_9_compliance"":true}"
52,133,133,b669a833bdd897818d201382a5abb50f070c681c04928eda3eb6b221d177f8db,2026-07-18T22:23:36.718966,0.09566600000000004,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:23:36.718966"",""match"":""苏格兰 vs 巴西"",""stage"":""group"",""predicted"":{""home_win_prob"":1.1,""draw_prob"":21.3,""away_win_prob"":77.6},""actual"":{""score"":""0-3"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.776,""actual_prob"":1.0,""brier_score"":0.0957,""upset"":false,""error_magnitude"":0.276,""score"":""0-3""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (78%), 实际 away (0-3) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.096, 校准良好""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""medium""}],""rule_9_compliance"":true}"
53,135,135,31b49f1004dc6f25e958bdc694babd36f760c23dabc5997af0203ffcf3ddeb8b,2026-07-18T22:23:38.541113,0.25836200000000004,[],"{""timestamp"":""2026-07-18T22:23:38.541113"",""match"":""捷克 vs 墨西哥"",""stage"":""group"",""predicted"":{""home_win_prob"":20.4,""draw_prob"":21.1,""away_win_prob"":58.5},""actual"":{""score"":""0-3"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.585,""actual_prob"":1.0,""brier_score"":0.2584,""upset"":false,""error_magnitude"":0.085,""score"":""0-3""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (58%), 实际 away (0-3) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.258, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
54,138,138,a6d82d19a49f5f5952e933f54faffb3315012744fb5a0137c627c493acefecd1,2026-07-18T22:23:40.616665,1.6245420000000002,[],"{""timestamp"":""2026-07-18T22:23:40.616665"",""match"":""南非 vs 韩国"",""stage"":""group"",""predicted"":{""home_win_prob"":1.1,""draw_prob"":21.4,""away_win_prob"":77.5},""actual"":{""score"":""1-0"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""home"",""predicted_prob"":0.775,""actual_prob"":1.0,""brier_score"":1.6245,""upset"":true,""error_magnitude"":0.775,""score"":""1-0""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (78%), 实际 home (1-0)"",""column_2_pattern"":""M_UNKNOWN"",""column_3_skill_update"":""N/A""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
55,143,143,12ec8080adeec132c80bb7e635e5cd11c245151ad84ffbe26ee1fd7a0d2723ad,2026-07-18T22:23:49.046160,0.5901139999999999,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:23:49.046160"",""match"":""库拉索 vs 科特迪瓦"",""stage"":""group"",""predicted"":{""home_win_prob"":45.1,""draw_prob"":15.2,""away_win_prob"":39.7},""actual"":{""score"":""0-2"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""away"",""predicted_prob"":0.451,""actual_prob"":1.0,""brier_score"":0.5901,""upset"":true,""error_magnitude"":0.451,""score"":""0-2""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (45%), 实际 away (0-2)"",""column_2_pattern"":""M6_passive_degradation"",""column_3_skill_update"":""强制主动获取实时数据 (Rule 10)""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""high""}],""rule_9_compliance"":true}"
56,147,147,0243033aecf7a6174f9c68d57023c1145fd5580e37580263d21d91df3f472b2a,2026-07-18T22:23:55.521098,1.433198,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:23:55.521098"",""match"":""厄瓜多尔 vs 德国"",""stage"":""group"",""predicted"":{""home_win_prob"":5.8,""draw_prob"":24.5,""away_win_prob"":69.7},""actual"":{""score"":""2-1"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""home"",""predicted_prob"":0.697,""actual_prob"":1.0,""brier_score"":1.4332,""upset"":true,""error_magnitude"":0.697,""score"":""2-1""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (70%), 实际 home (2-1)"",""column_2_pattern"":""M6_passive_degradation"",""column_3_skill_update"":""强制主动获取实时数据 (Rule 10)""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""high""}],""rule_9_compliance"":true}"
57,152,152,9627a43f9651ebe22142fd8a12760e98f84e435e07192fc2937aeeaf348471e6,2026-07-18T22:24:03.978413,1.1983020000000002,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:24:03.978413"",""match"":""日本 vs 瑞典"",""stage"":""group"",""predicted"":{""home_win_prob"":76.9,""draw_prob"":22.1,""away_win_prob"":1.0},""actual"":{""score"":""1-1"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""draw"",""predicted_prob"":0.769,""actual_prob"":1.0,""brier_score"":1.1983,""upset"":true,""error_magnitude"":0.769,""score"":""1-1""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (77%), 实际 draw (1-1)"",""column_2_pattern"":""M6_passive_degradation"",""column_3_skill_update"":""强制主动获取实时数据 (Rule 10)""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""high""}],""rule_9_compliance"":true}"
58,156,156,52a090a30008a341802d5746dbf92ea98edf7c32913bebb45b17109b9db682e2,2026-07-18T22:24:12.615478,0.126734,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:24:12.615478"",""match"":""突尼斯 vs 荷兰"",""stage"":""group"",""predicted"":{""home_win_prob"":3.4,""draw_prob"":23.3,""away_win_prob"":73.3},""actual"":{""score"":""1-3"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.733,""actual_prob"":1.0,""brier_score"":0.1267,""upset"":false,""error_magnitude"":0.233,""score"":""1-3""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (73%), 实际 away (1-3) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.127, 校准良好""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""medium""}],""rule_9_compliance"":true}"
59,158,158,ba6edf0ce26b4fb00e78e00e706b0f52ce39a1c7754111a0cab54749a53f024f,2026-07-18T22:24:13.967226,0.6924480000000001,[],"{""timestamp"":""2026-07-18T22:24:13.967226"",""match"":""巴拉圭 vs 澳大利亚"",""stage"":""group"",""predicted"":{""home_win_prob"":10.0,""draw_prob"":36.8,""away_win_prob"":53.2},""actual"":{""score"":""0-0"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""draw"",""predicted_prob"":0.532,""actual_prob"":1.0,""brier_score"":0.6924,""upset"":true,""error_magnitude"":0.532,""score"":""0-0""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (53%), 实际 draw (0-0)"",""column_2_pattern"":""M_UNKNOWN"",""column_3_skill_update"":""N/A""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
60,160,160,8c5af1acc45cb478b1943dce0659e6799f250cb1f43e22acc5bf636c59069313,2026-07-18T22:24:15.315595,0.634808,[],"{""timestamp"":""2026-07-18T22:24:15.315595"",""match"":""土耳其 vs 美国"",""stage"":""group"",""predicted"":{""home_win_prob"":35.0,""draw_prob"":30.2,""away_win_prob"":34.8},""actual"":{""score"":""3-2"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.35,""actual_prob"":1.0,""brier_score"":0.6348,""upset"":false,""error_magnitude"":0.15,""score"":""3-2""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (35%), 实际 home (3-2) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.635, 需要更多数据""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
61,162,162,0cf9105bef0328eaa2dde27a8b828add5cf189b115af09cfbdefd4c6c2199dc8,2026-07-18T22:24:16.428587,0.08219399999999998,[],"{""timestamp"":""2026-07-18T22:24:16.428587"",""match"":""挪威 vs 法国"",""stage"":""group"",""predicted"":{""home_win_prob"":1.1,""draw_prob"":19.7,""away_win_prob"":79.2},""actual"":{""score"":""1-4"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.792,""actual_prob"":1.0,""brier_score"":0.0822,""upset"":false,""error_magnitude"":0.292,""score"":""1-4""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (79%), 实际 away (1-4) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.082, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
62,164,164,481b47c4999fde9a6bc51f0e7fee677e71cc699153c5740d161df8fa993ed185,2026-07-18T22:24:20.444746,0.15847799999999995,[],"{""timestamp"":""2026-07-18T22:24:20.444746"",""match"":""塞内加尔 vs Iraq"",""stage"":""group"",""predicted"":{""home_win_prob"":67.5,""draw_prob"":15.8,""away_win_prob"":16.7},""actual"":{""score"":""5-0"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.675,""actual_prob"":1.0,""brier_score"":0.1585,""upset"":false,""error_magnitude"":0.175,""score"":""5-0""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (68%), 实际 home (5-0) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.159, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
63,166,166,2c91803b745ba051b1d6ff3762f15ec83799d0841905c3a4a3847ec46c437d1d,2026-07-18T22:24:22.107428,0.662958,[],"{""timestamp"":""2026-07-18T22:24:22.107428"",""match"":""佛得角 vs 沙特"",""stage"":""group"",""predicted"":{""home_win_prob"":46.2,""draw_prob"":35.5,""away_win_prob"":18.3},""actual"":{""score"":""0-0"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""draw"",""predicted_prob"":0.462,""actual_prob"":1.0,""brier_score"":0.663,""upset"":true,""error_magnitude"":0.462,""score"":""0-0""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (46%), 实际 draw (0-0)"",""column_2_pattern"":""M_UNKNOWN"",""column_3_skill_update"":""N/A""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
64,168,168,bb3031a0e72b344d3cdc4c1698ec2084702b6ab0661b67e88c148cdf7ce4a76c,2026-07-18T22:24:23.605396,0.4856419999999999,[],"{""timestamp"":""2026-07-18T22:24:23.605396"",""match"":""乌拉圭 vs 西班牙"",""stage"":""group"",""predicted"":{""home_win_prob"":14.5,""draw_prob"":40.4,""away_win_prob"":45.1},""actual"":{""score"":""0-1"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.451,""actual_prob"":1.0,""brier_score"":0.4856,""upset"":false,""error_magnitude"":0.049,""score"":""0-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (45%), 实际 away (0-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.486, 需要更多数据""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
65,170,170,b86e2559b263c684d6bafaf0cdaa6f376a05ccbdb8c2d7ca0e54fd65ab6e5c9d,2026-07-18T22:24:29.730669,1.028408,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:24:29.730669"",""match"":""埃及 vs 伊朗"",""stage"":""group"",""predicted"":{""home_win_prob"":41.8,""draw_prob"":17.2,""away_win_prob"":41.0},""actual"":{""score"":""1-1"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""draw"",""predicted_prob"":0.418,""actual_prob"":1.0,""brier_score"":1.0284,""upset"":true,""error_magnitude"":0.418,""score"":""1-1""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (42%), 实际 draw (1-1)"",""column_2_pattern"":""M6_passive_degradation"",""column_3_skill_update"":""强制主动获取实时数据 (Rule 10)""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""high""}],""rule_9_compliance"":true}"
66,172,172,7f43cd8748ae7c7b6b336144e486da76274556608c6c29f33bf000822d483504,2026-07-18T22:24:35.866816,0.12560600000000002,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:24:35.866816"",""match"":""新西兰 vs 比利时"",""stage"":""group"",""predicted"":{""home_win_prob"":6.6,""draw_prob"":21.1,""away_win_prob"":72.3},""actual"":{""score"":""1-5"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.723,""actual_prob"":1.0,""brier_score"":0.1256,""upset"":false,""error_magnitude"":0.223,""score"":""1-5""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (72%), 实际 away (1-5) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.126, 校准良好""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""medium""}],""rule_9_compliance"":true}"
67,174,174,16655b0cbd0d04b684756eb93305ad6f130bf9c563147a86ae8c4c77af322594,2026-07-18T22:24:40.137368,0.132248,[],"{""timestamp"":""2026-07-18T22:24:40.137368"",""match"":""克罗地亚 vs 加纳"",""stage"":""group"",""predicted"":{""home_win_prob"":73.0,""draw_prob"":24.2,""away_win_prob"":2.8},""actual"":{""score"":""2-1"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.73,""actual_prob"":1.0,""brier_score"":0.1322,""upset"":false,""error_magnitude"":0.23,""score"":""2-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (73%), 实际 home (2-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.132, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
68,176,176,f3322e6e92f36f7c1c00166fcb67dd1d6497aa62a1a5a991b02d44cd06f31e34,2026-07-18T22:24:42.007264,0.10261400000000001,[],"{""timestamp"":""2026-07-18T22:24:42.007264"",""match"":""巴拿马 vs 英格兰"",""stage"":""group"",""predicted"":{""home_win_prob"":4.9,""draw_prob"":19.8,""away_win_prob"":75.3},""actual"":{""score"":""0-2"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.753,""actual_prob"":1.0,""brier_score"":0.1026,""upset"":false,""error_magnitude"":0.253,""score"":""0-2""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (75%), 实际 away (0-2) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.103, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
69,178,178,ea629bf36673241e6d8a00442b0bb5efe6ecd280195a09920f6675dd732e0e7f,2026-07-18T22:24:46.784830,0.560256,[],"{""timestamp"":""2026-07-18T22:24:46.784830"",""match"":""哥伦比亚 vs 葡萄牙"",""stage"":""group"",""predicted"":{""home_win_prob"":13.6,""draw_prob"":41.6,""away_win_prob"":44.8},""actual"":{""score"":""0-0"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""draw"",""predicted_prob"":0.448,""actual_prob"":1.0,""brier_score"":0.5603,""upset"":true,""error_magnitude"":0.448,""score"":""0-0""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (45%), 实际 draw (0-0)"",""column_2_pattern"":""M_UNKNOWN"",""column_3_skill_update"":""N/A""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
70,180,180,18669bd3ae9e5f9b4ca944a97968d0f3efeeefc0dcde85487fb0c265bab62a96,2026-07-18T22:24:47.749135,0.49071799999999993,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:24:47.749135"",""match"":""Congo DR vs 乌兹别克斯坦"",""stage"":""group"",""predicted"":{""home_win_prob"":44.7,""draw_prob"":15.0,""away_win_prob"":40.3},""actual"":{""score"":""3-1"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.447,""actual_prob"":1.0,""brier_score"":0.4907,""upset"":false,""error_magnitude"":0.053,""score"":""3-1""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (45%), 实际 home (3-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.491, 需要更多数据""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""medium""}],""rule_9_compliance"":true}"
71,182,182,f8154ba799cbc43e13db2e5f82cfe1c0cdc120b243f7266745ab665c2234112d,2026-07-18T22:24:49.921501,0.551558,[],"{""timestamp"":""2026-07-18T22:24:49.921501"",""match"":""阿尔及利亚 vs 奥地利"",""stage"":""group"",""predicted"":{""home_win_prob"":12.7,""draw_prob"":42.3,""away_win_prob"":45.0},""actual"":{""score"":""3-3"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""draw"",""predicted_prob"":0.45,""actual_prob"":1.0,""brier_score"":0.5516,""upset"":true,""error_magnitude"":0.45,""score"":""3-3""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (45%), 实际 draw (3-3)"",""column_2_pattern"":""M_UNKNOWN"",""column_3_skill_update"":""N/A""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
72,184,184,a221f320bed41cc6312711d62eb9bfc732c9dac2a7b1934580a7f2bf12edd886,2026-07-18T22:24:51.749058,0.06390600000000002,[],"{""timestamp"":""2026-07-18T22:24:51.749058"",""match"":""Jordan vs 阿根廷"",""stage"":""group"",""predicted"":{""home_win_prob"":1.1,""draw_prob"":17.3,""away_win_prob"":81.6},""actual"":{""score"":""1-3"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.816,""actual_prob"":1.0,""brier_score"":0.0639,""upset"":false,""error_magnitude"":0.316,""score"":""1-3""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (82%), 实际 away (1-3) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.064, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
73,186,186,5724a0bffbe6f3e58ed800e8184c8f1c3725fc09a43fd739b78b5f38feba37cd,2026-07-18T22:24:53.630835,0.08580199999999999,[],"{""timestamp"":""2026-07-18T22:24:53.630835"",""match"":""南非 vs 加拿大"",""stage"":""round_of_32"",""predicted"":{""home_win_prob"":7.9,""draw_prob"":15.6,""away_win_prob"":76.5},""actual"":{""score"":""0-1"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.765,""actual_prob"":1.0,""brier_score"":0.0858,""upset"":false,""error_magnitude"":0.265,""score"":""0-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (76%), 实际 away (0-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.086, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
74,188,188,1ee96a1b74f894fec141521015f72f6a39f1f886baffdf67ea5940d624f168a5,2026-07-18T22:25:01.711392,0.013453999999999995,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:25:01.711392"",""match"":""巴西 vs 日本"",""stage"":""round_of_32"",""predicted"":{""home_win_prob"":90.7,""draw_prob"":6.2,""away_win_prob"":3.1},""actual"":{""score"":""2-1"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.907,""actual_prob"":1.0,""brier_score"":0.0135,""upset"":false,""error_magnitude"":0.407,""score"":""2-1""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (91%), 实际 home (2-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.013, 校准良好""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""high""}],""rule_9_compliance"":true}"
75,190,190,cee5a8089ddf9b50e7b1290d3bd804884df208d559727431c12efeedacda1c96,2026-07-18T22:25:06.774183,0.26864600000000005,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:25:06.774183"",""match"":""科特迪瓦 vs 挪威"",""stage"":""round_of_32"",""predicted"":{""home_win_prob"":26.1,""draw_prob"":15.8,""away_win_prob"":58.1},""actual"":{""score"":""1-2"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.581,""actual_prob"":1.0,""brier_score"":0.2686,""upset"":false,""error_magnitude"":0.081,""score"":""1-2""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (58%), 实际 away (1-2) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.269, 校准良好""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""medium""}],""rule_9_compliance"":true}"
