player_id,espn_id,full_name,short_name,jersey_number,position,position_group,date_of_birth,age,height_cm,weight_kg,nationality,preferred_foot,current_team_id,created_at,updated_at,fc26_official_ea_id,fc26_official_ovr
739,273424,Gonzalo Villar,G. Villar,12,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:29,244393,
740,265995,Víctor Chust,V. Chust,23,CD,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:29,259173,
741,367682,Adam Boayar,A. Boayar,32,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:29,279035,
742,242739,Grady Diangana,G. Diangana,19,CM-L,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:16,231436,
743,340677,Martim Neto,M. Neto,16,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:29,270109,
744,214330,Josan,Josan,17,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:16,229667,
745,353151,Álvaro Rodríguez,Á. Rodríguez,20,CF-R,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:29,272445,
746,282680,Iñaki Peña,I. Peña,13,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:29,246139,
747,371608,Buba Sangaré,B. Sangaré,42,SUB,,,,,,,,100,2026-08-12 10:09:13,2026-08-12 10:09:29,279200,
748,179211,Marko Dmitrovic,M. Dmitrovic,13,G,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,227290,
749,133259,Leandro Cabrera,L. Cabrera,6,CD-L,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,192816,75
750,323737,Clemens Riedel,C. Riedel,38,CD-R,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,263575,
751,271904,Carlos Romero,C. Romero,22,LB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,270728,
752,310682,Omar El Hilali,O. El Hilali,23,RB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,261654,77
753,260242,Pol Lozano,P. Lozano,10,CM-L,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,244407,
754,307915,Urko Gonzalez,U. Gonzalez,4,CM-R,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,260546,
755,196914,Pere Milla,P. Milla,11,LM,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,225926,
756,306520,Tyrhys Dolan,T. Dolan,24,RM,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,257063,
757,135422,Enrique García,E. García,19,F,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,192678,
758,255272,Edu Expósito,E. Expósito,8,RCF,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,229862,
759,309838,Ramón Terrats,R. Terrats,14,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,259521,
760,307270,Jofre Carreras,J. Carreras,17,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,258949,
761,318773,Roberto Fernández,R. Fernández,9,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,263676,
762,307419,Ángel Fortuño,Á. Fortuño,1,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,258948,
763,283741,Cyril Ngonge,C. Ngonge,26,CF-R,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:10:16,246457,72
764,261199,Fernando Calero,F. Calero,5,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,240289,
765,235875,Charles Pickel,C. Pickel,18,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,233884,
766,273291,Miguel Rubio,M. Rubio,15,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,243431,
767,319781,Rubén Sánchez,R. Sánchez,2,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,262479,
768,331757,Pol Tristan,Pol Tristan,30,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,279605,
769,184488,José Salinas,J. Salinas,12,SUB,,,,,,,,,2026-08-12 10:09:13,2026-08-12 10:09:13,258684,
770,165334,Stole Dimitrievski,S. Dimitrievski,1,G,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:15,211348,79
771,231697,Eray Cömert,E. Cömert,24,CD-L,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:15,233885,72
772,260902,Unai Núñez,U. Núñez,4,CD-R,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:15,240900,
773,178747,José Gayà,J. Gayà,14,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,211688,81
774,275983,Thierry Correia,T. Correia,12,RM,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,247832,
775,212185,Guido Rodríguez,G. Rodríguez,2,CM-L,,,,,,,,371,2026-08-12 10:09:15,2026-08-12 10:09:15,225659,77
776,16340,Javier Guerra,J. Guerra,8,CM-R,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,266436,
777,264177,Luis Rioja,L. Rioja,11,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,224415,
778,291435,Largie Ramazani,L. Ramazani,17,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,243134,74
779,248681,Filip Ugrinic,F. Ugrinic,23,CF-L,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:15,236657,
780,211770,Umar Sadiq,U. Sadiq,6,CF-R,,,,,,,,89,2026-08-12 10:09:15,2026-08-12 10:09:15,231627,77
781,189804,Jesús Vázquez,J. Vázquez,21,LM,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,260082,
782,377768,David Otorbi,D. Otorbi,27,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:15,279868,
783,76884,Cristian Rivero,C. Rivero,13,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,241179,
784,231603,Pepelu,Pepelu,18,AM,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,230786,
785,384307,Vicent Abril,Vicent Abril,28,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,,
786,330552,César Tárrega,C. Tárrega,5,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,265726,
787,253763,Dani Raba,D. Raba,19,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,241463,
788,324504,Diego López,D. López,16,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,264238,
789,231618,Arnaut Danjuma,A. Danjuma,7,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,236276,75
790,192403,Baptiste Santamaria,B. Santamaria,22,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,219792,
791,286604,André Almeida,A. Almeida,10,CM-L,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,247729,
792,267477,Hugo Duro,H. Duro,9,CF-R,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:42,243032,
793,191360,Sergio Herrera,S. Herrera,1,G,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,224003,
794,307019,Jorge Herrando,J. Herrando,5,CD-L,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,272433,
795,264175,Alejandro Catena,A. Catena,24,CD-R,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,243976,
796,231838,Javi Galán,J. Galán,20,LB,,,,,,,,1068,2026-08-12 10:09:15,2026-08-12 10:09:29,231591,80
797,238252,Valentin Rosier,V. Rosier,19,RB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,234730,
798,397545,Víctor Muñoz,V. Muñoz,21,AM,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,76042,
799,286176,Jon Moncayola,J. Moncayola,7,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,247495,
800,170154,Lucas Torró,L. Torró,6,RM,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,208137,
801,207288,Ante Budimir,A. Budimir,17,F,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,188335,82
802,303906,Raúl Moro,R. Moro,18,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,258139,
803,178328,Rubén García,R. García,14,AM-R,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,211022,
804,169089,Moi Gómez,Moi Gómez,16,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,206590,
805,300284,Abel Bretones,A. Bretones,23,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,271145,
806,144759,Aitor Fernández,A. Fernández,13,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,193314,
807,380918,Iñigo Arguibide,I. Arguibide,41,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,71277,
808,296163,Raúl García,R. García,9,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,253416,
809,381628,Asier Osambela,A. Osambela,29,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,71598,
810,307905,Enzo Boyomo,E. Boyomo,22,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:15,259066,78
811,209580,Enrique Barja,E. Barja,11,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,225200,
812,155392,Juan Cruz,J. Cruz,3,SUB,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,243604,
813,359154,Iker Muñoz,I. Muñoz,8,LM,,,,,,,,,2026-08-12 10:09:15,2026-08-12 10:09:29,274355,
814,307648,Luiz Júnior,L. Júnior,1,G,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,258885,
815,297360,Rafa Marín,R. Marín,4,CD-L,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,277244,
816,368878,Pau Navarro,P. Navarro,6,CD-R,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,278659,
817,289072,Sergi Cardona,S. Cardona,23,LB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,262402,
818,318098,Santiago Mouriño,S. Mouriño,15,RB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,276493,74
819,255889,Pape Gueye,P. Gueye,18,CM-L,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,241707,78
820,240623,Santi Comesaña,S. Comesaña,14,CM-R,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,235781,
821,307390,Alberto Moleiro,A. Moleiro,20,LM,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,264388,
822,284769,Tajon Buchanan,T. Buchanan,17,RM,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,246800,74
823,300002,Georges Mikautadze,G. Mikautadze,9,CF-L,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,254551,77
824,210397,Nicolas Pépé,N. Pépé,19,CF-R,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,226110,80
825,218439,Alfonso Pedraza,A. Pedraza,24,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,228302,
826,271635,Alfonso González,A. González,11,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,243034,
827,294039,Tani Oluwaseyi,T. Oluwaseyi,21,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,271108,70
828,156172,Gerard Moreno,G. Moreno,7,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,208093,81
829,121020,Dani Parejo,D. Parejo,10,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,189513,82
830,337011,Renato Veiga,R. Veiga,12,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,273906,
831,248276,Alex Freeman,A. Freeman,3,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,267920,
832,189972,Thomas Partey,T. Partey,16,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,209989,83
833,290043,Arnau Tenas,A. Tenas,25,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,259065,
852,330433,Alejandro Iturbe,A. Iturbe,45,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:29,264116,
856,379948,Jonathan Fischer,J. Fischer,1,G,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,70118,
857,370501,Urie-Michel Mboula,U. Mboula,4,CD-L,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,77149,
858,362288,Sadibou Sané,S. Sané,38,CD-R,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,278065,70
859,248668,Fodé Ballo-Touré,F. Ballo-Touré,97,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,236723,
860,257052,Koffi Kouao,K. Kouao,39,RB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,239919,71
861,239905,Gauthier Hein,G. Hein,10,AM,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,234239,
862,265200,Jessy Deminguet,J. Deminguet,20,RM,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,241238,
863,403997,Believe Munongo,B. Munongo,33,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:40,,
864,223376,Habib Diallo,H. Diallo,30,F,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:40,225293,72
865,276067,Giorgi Tsitaishvili,G. Tsitaishvili,7,AM-L,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,245131,72
866,289555,Giorgi Abuashvili,G. Abuashvili,9,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,277979,63
867,356651,Lucas Michel,L. Michel,19,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,203244,
868,416422,Nathan Mbala,N. Mbala,34,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,,
869,241062,Joel Asoro,J. Asoro,99,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,235855,
870,221131,Giorgi Kvilitaia,G. Kvilitaia,11,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,,
871,163922,Bouna Sarr,B. Sarr,70,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,,
872,376483,Alpha Touré,A. Touré,12,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,73485,
873,150283,Maxime Colin,M. Colin,2,LB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,201136,
874,380023,Terry Yegbe,T. Yegbe,15,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,70160,69
875,297350,Ousmane Ba,O. Ba,40,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:51,240064,
877,321097,Bryan Okoh,B. Okoh,24,CD-L,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,263028,
888,414184,Yvan Zaddy,Y. Zaddy,41,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,,
895,409262,Tidiane Devernois,T. Devernois,36,SUB,,,,,,,,,2026-08-12 10:09:16,2026-08-12 10:09:16,80651,
896,205750,Alexander Nübel,A. Nübel,33,G,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,223885,81
897,258909,Jeff Chabot,J. Chabot,24,CD-L,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,239340,
898,372026,Finn Jeltsch,F. Jeltsch,29,SUB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,278780,72
899,289322,Ramon Hendriks,R. Hendriks,3,CD-R,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,251829,70
900,259878,Nikolas Nartey,N. Nartey,28,SUB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,238379,68
901,273300,Deniz Undav,D. Undav,26,CF-R,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,244176,80
902,290232,Angelo Stiller,A. Stiller,6,CM-L,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,250959,83
903,241742,Atakan Karazor,A. Karazor,16,CM-R,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,239096,76
904,269136,Ermedin Demirovic,E. Demirovic,9,CF-L,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,238900,
905,290811,Jamie Leweling,J. Leweling,18,AM-R,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,252448,75
906,336595,Bilal El Khannouss,B. El Khannouss,11,SUB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:12,257504,76
907,201123,Fabian Bredlow,F. Bredlow,1,SUB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,223603,71
908,409213,Florian Hellstern,F. Hellstern,44,SUB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:12,79286,59
909,387489,Chema Andrés,C. Andrés,30,SUB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,75056,
910,332574,Luca Jaquez,L. Jaquez,14,SUB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:12,266685,69
911,323847,Ameen Al Dakhil,A. Al Dakhil,2,SUB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:06,263573,72
912,345115,Badredine Bouanani,B. Bouanani,27,SUB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,270465,75
913,304019,Tiago Tomás,T. Tomás,8,SUB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:06,257073,
914,216225,Maximilian Mittelstädt,M. Mittelstädt,7,LB,,,,,,,,9829,2026-08-12 10:09:17,2026-08-12 10:10:22,227647,82
915,268951,Chris Führich,C. Führich,10,AM-L,,,,,,,,9829,2026-08-12 10:09:18,2026-08-12 10:10:22,241925,77
916,308461,Lorenz Assignon,L. Assignon,22,SUB,,,,,,,,9829,2026-08-12 10:09:18,2026-08-12 10:10:22,260574,76
917,238903,Diogo Costa,D. Costa,99,G,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,234577,
918,221788,Jan Bednarek,J. Bednarek,5,CD-L,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,220570,73
919,96254,Thiago Silva,T. Silva,3,CD-R,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,230366,
920,289513,Zaidu Sanusi,Z. Sanusi,12,LB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,251528,72
921,346111,Alberto Costa,A. Costa,20,RB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,270674,
922,223776,Pablo Rosario,P. Rosario,13,CM,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,235134,
923,387204,Rodrigo Mora,R. Mora,86,LM,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,72997,76
924,184118,Seko Fofana,S. Fofana,42,RM,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,216320,77
925,289769,Terem Moffi,T. Moffi,29,F,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,255000,75
926,292268,Borja Sainz,B. Sainz,17,LF,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,252929,
927,376664,William Gomes,W. Gomes,7,RF,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,77033,
928,307601,Alan Varela,A. Varela,22,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,260599,79
929,274289,Moura,Moura,74,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,,
930,364657,Martim Fernandes,M. Fernandes,52,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,72093,
931,307381,Gabri Veiga,G. Veiga,10,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,258729,
932,256909,Pepê,Pepê,11,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,238896,
933,373520,Victor Froholdt,V. Froholdt,8,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,279015,71
934,28261,Joao Costa,J. Costa,24,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,278567,
935,350513,Deniz Gül,D. Gül,27,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,278587,
936,345752,Dominik Prpic,D. Prpic,21,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,271300,
937,304965,Jakub Kiwior,J. Kiwior,4,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,265693,77
938,142670,Cláudio Ramos,C. Ramos,14,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,198513,
939,420165,Tiago Andrade,Tiago Andrade,59,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,,
940,322058,Novak Micovic,N. Micovic,1,G,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,275032,
941,133963,Carlos Garcés,C. Garcés,25,CD-L,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,241499,
942,234962,Jakob Glesnes,J. Glesnes,5,CD-R,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,233400,73
943,297050,Julián Aude,J. Aude,3,LB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,258095,
944,238050,Miki Yamane,M. Yamane,2,RB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,233169,72
945,122356,Marco Reus,M. Reus,18,AM,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,188350,79
946,230580,Lucas Sanabria,L. Sanabria,8,LM,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,255436,
947,285383,Justin Haak,J. Haak,15,RM,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,247038,
948,150409,João Klauss,J. Klauss,99,F,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,242998,
949,256843,Joseph Paintsil,J. Paintsil,28,AM-L,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,241162,76
950,295005,Gabriel Pec,Gabriel Pec,11,AM-R,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,70822,
951,366047,Harbor Miller,H. Miller,26,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,77486,
952,304659,Matheus Nascimento,M. Nascimento,9,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,77521,
953,105803,Maya Yoshida,M. Yoshida,4,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,191648,70
954,225615,John Nelson,J. Nelson,14,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,247308,
955,287252,Mauricio Cuevas,M. Cuevas,19,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,275251,
956,242928,JT Marcinkowski,J. Marcinkowski,12,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,242703,
957,321370,Ruben Ramos,R. Ramos,24,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,75238,
958,287355,Tucker Lepley,T. Lepley,21,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,72827,
959,252974,Matt Freese,M. Freese,49,G,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,247506,
960,276051,Raul Gustavo,Raul Gustavo,34,CD-L,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,72905,
961,185792,Thiago Martins,T. Martins,13,CD-R,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,233790,
962,254450,Kevin O'Toole,K. O'Toole,22,LB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,268009,
963,297380,Tayvon Gray,T. Gray,24,RB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,254492,66
964,70624,Maxi Morález,M. Morález,10,AM,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,183895,
965,291697,Kai Trewin,K. Trewin,5,LM,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,252700,69
966,241031,Aiden O'Neill,A. O'Neill,21,RM,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,230888,70
967,108107,Nicolás Fernández,N. Fernández,7,F,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,225289,75
968,250852,Hannes Wolf,H. Wolf,17,AM-L,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,236935,71
969,337149,Agustin Ojeda,A. Ojeda,26,AM-R,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,268330,
970,366218,Andrew Baiera,A. Baiera,38,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,277302,
971,270669,Strahinja Tanasijevic,S. Tanasijevic,19,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,246354,
972,268192,Keaton Parks,K. Parks,55,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,241783,
973,402322,Seymour Reid,S. Reid,99,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,79886,
974,400718,Nico Cavallo,N. Cavallo,2,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,77879,
975,358681,Maxi Carrizo,M. Carrizo,29,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,279841,
976,184786,Tomas Romero,T. Romero,30,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,260918,
977,358680,Jonathan Shore,J. Shore,32,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,274998,
978,288930,Talles Magno,Talles Magno,11,SUB,,,,,,,,,2026-08-12 10:09:18,2026-08-12 10:09:18,,
979,79941,Nikola Vasilj,N. Vasilj,22,G,,,,,,,,,2026-08-12 10:09:19,2026-08-12 10:09:19,262956,77
980,399042,Tomoya Ando,T. Ando,15,CD,,,,,,,,,2026-08-12 10:09:19,2026-08-12 10:09:19,,
981,196297,Karol Mets,K. Mets,3,CD-L,,,,,,,,,2026-08-12 10:09:19,2026-08-12 10:09:19,226506,70
982,280065,Adam Dzwigala,A. Dzwigala,25,CD-R,,,,,,,,,2026-08-12 10:09:19,2026-08-12 10:09:19,,
983,178071,Jackson Irvine,J. Irvine,7,CM-L,,,,,,,,,2026-08-12 10:09:19,2026-08-12 10:09:19,211378,75
984,258855,James Sands,J. Sands,6,CM-R,,,,,,,,,2026-08-12 10:09:19,2026-08-12 10:09:19,242214,71
985,305716,Arkadiusz Pyrka,A. Pyrka,11,LM,,,,,,,,,2026-08-12 10:09:19,2026-08-12 10:09:19,257886,68
986,202696,Manolis Saliakas,M. Saliakas,2,RM,,,,,,,,,2026-08-12 10:09:19,2026-08-12 10:09:19,222542,73
987,250459,Martijn Kaars,M. Kaars,19,F,,,,,,,,,2026-08-12 10:09:19,2026-08-12 10:09:19,269264,71
988,173141,Mathias Rasmussen,M. Rasmussen,20,CF-L,,,,,,,,,2026-08-12 10:09:19,2026-08-12 10:09:19,225266,71
