id,league_slug,match_date,home_team,away_team,bookmaker,home_odds,draw_odds,away_odds,over_2_5_odds,under_2_5_odds,fetched_at
3537,esp.1,2025-09-21,Elche,Oviedo,Pinnacle,1.96,3.3,4.51,2.66,1.5,2026-07-27 11:39:40
3538,esp.1,2025-09-21,Elche,Oviedo,Betway,1.98,3.1,4.2,,,2026-07-27 11:39:40
3539,esp.1,2025-09-21,Elche,Oviedo,Coral,2.0,3.1,4.2,,,2026-07-27 11:39:40
3540,esp.1,2025-09-21,Elche,Oviedo,Ladbrokes,2.0,3.1,4.2,,,2026-07-27 11:39:40
3541,esp.1,2025-09-21,Barcelona,Getafe,B365,1.22,6.5,12.0,1.53,2.5,2026-07-27 11:39:40
3542,esp.1,2025-09-21,Barcelona,Getafe,Pinnacle,1.23,6.19,14.4,1.56,2.47,2026-07-27 11:39:40
3543,esp.1,2025-09-21,Barcelona,Getafe,Betway,1.24,6.5,11.0,,,2026-07-27 11:39:40
3544,esp.1,2025-09-21,Barcelona,Getafe,Coral,1.25,6.5,11.0,,,2026-07-27 11:39:40
3545,esp.1,2025-09-21,Barcelona,Getafe,Ladbrokes,1.22,6.5,11.0,,,2026-07-27 11:39:40
3546,esp.1,2025-09-23,Athletic Club,Girona,B365,1.45,4.33,7.0,1.83,2.03,2026-07-27 11:39:40
3547,esp.1,2025-09-23,Athletic Club,Girona,Pinnacle,1.45,4.56,7.8,1.87,2.02,2026-07-27 11:39:40
3548,esp.1,2025-09-23,Athletic Club,Girona,Betway,1.46,4.4,6.75,,,2026-07-27 11:39:40
3549,esp.1,2025-09-23,Athletic Club,Girona,Coral,1.48,4.4,7.0,,,2026-07-27 11:39:40
3550,esp.1,2025-09-23,Athletic Club,Girona,Ladbrokes,1.48,4.4,6.5,,,2026-07-27 11:39:40
3551,esp.1,2025-09-23,Espanyol,Valencia,B365,2.25,3.1,3.4,2.2,1.67,2026-07-27 11:39:40
3552,esp.1,2025-09-23,Espanyol,Valencia,Pinnacle,2.34,3.22,3.39,2.31,1.66,2026-07-27 11:39:40
3553,esp.1,2025-09-23,Espanyol,Valencia,Betway,2.25,3.2,3.3,,,2026-07-27 11:39:40
3554,esp.1,2025-09-23,Espanyol,Valencia,Coral,2.3,3.2,3.3,,,2026-07-27 11:39:40
3555,esp.1,2025-09-23,Espanyol,Valencia,Ladbrokes,2.25,3.1,3.25,,,2026-07-27 11:39:40
3556,esp.1,2025-09-23,Levante,Real Madrid,B365,7.5,5.75,1.33,1.44,2.75,2026-07-27 11:39:40
3557,esp.1,2025-09-23,Levante,Real Madrid,Pinnacle,8.61,5.91,1.33,1.45,2.8,2026-07-27 11:39:40
3558,esp.1,2025-09-23,Levante,Real Madrid,Betway,8.0,5.5,1.34,,,2026-07-27 11:39:40
3559,esp.1,2025-09-23,Levante,Real Madrid,Coral,8.0,5.5,1.35,,,2026-07-27 11:39:40
3560,esp.1,2025-09-23,Levante,Real Madrid,Ladbrokes,8.0,5.25,1.33,,,2026-07-27 11:39:40
3561,esp.1,2025-09-23,Sevilla,Villarreal,B365,3.1,3.4,2.3,1.98,1.88,2026-07-27 11:39:40
3562,esp.1,2025-09-23,Sevilla,Villarreal,Pinnacle,3.19,3.39,2.35,2.02,1.87,2026-07-27 11:39:40
3563,esp.1,2025-09-23,Sevilla,Villarreal,Betway,3.0,3.3,2.3,,,2026-07-27 11:39:40
3564,esp.1,2025-09-23,Sevilla,Villarreal,Coral,3.1,3.3,2.3,,,2026-07-27 11:39:40
3565,esp.1,2025-09-23,Sevilla,Villarreal,Ladbrokes,3.0,3.3,2.3,,,2026-07-27 11:39:40
3566,esp.1,2025-09-24,Getafe,Alaves,B365,2.3,2.9,3.6,3.4,1.33,2026-07-27 11:39:40
3567,esp.1,2025-09-24,Getafe,Alaves,Pinnacle,2.36,2.91,3.77,3.24,1.35,2026-07-27 11:39:40
3568,esp.1,2025-09-24,Getafe,Alaves,Betway,2.3,2.87,3.6,,,2026-07-27 11:39:40
3569,esp.1,2025-09-24,Getafe,Alaves,Coral,2.3,2.87,3.6,,,2026-07-27 11:39:40
3570,esp.1,2025-09-24,Getafe,Alaves,Ladbrokes,2.3,2.87,3.5,,,2026-07-27 11:39:40
3571,esp.1,2025-09-24,Atlético de Madrid,Rayo Vallecano,B365,1.5,4.5,6.0,1.88,1.98,2026-07-27 11:39:40
3572,esp.1,2025-09-24,Atlético de Madrid,Rayo Vallecano,Pinnacle,1.5,4.51,6.63,1.92,1.97,2026-07-27 11:39:40
3573,esp.1,2025-09-24,Atlético de Madrid,Rayo Vallecano,Betway,1.52,4.2,6.25,,,2026-07-27 11:39:40
3574,esp.1,2025-09-24,Atlético de Madrid,Rayo Vallecano,Coral,1.53,4.2,6.5,,,2026-07-27 11:39:40
3575,esp.1,2025-09-24,Atlético de Madrid,Rayo Vallecano,Ladbrokes,1.5,4.2,6.0,,,2026-07-27 11:39:40
3576,esp.1,2025-09-24,Real Sociedad,Mallorca,B365,1.8,3.4,4.75,2.1,1.73,2026-07-27 11:39:40
3577,esp.1,2025-09-24,Real Sociedad,Mallorca,Pinnacle,1.84,3.53,4.79,2.14,1.76,2026-07-27 11:39:40
3578,esp.1,2025-09-24,Real Sociedad,Mallorca,Betway,1.8,3.5,4.6,,,2026-07-27 11:39:40
3579,esp.1,2025-09-24,Real Sociedad,Mallorca,Coral,1.8,3.5,4.6,,,2026-07-27 11:39:40
3580,esp.1,2025-09-24,Real Sociedad,Mallorca,Ladbrokes,1.8,3.5,4.6,,,2026-07-27 11:39:40
3581,esp.1,2025-09-25,Osasuna,Elche,B365,1.95,3.25,4.33,2.3,1.62,2026-07-27 11:39:40
3582,esp.1,2025-09-25,Osasuna,Elche,Pinnacle,2.05,3.09,4.48,2.43,1.61,2026-07-27 11:39:40
3583,esp.1,2025-09-25,Osasuna,Elche,Betway,1.98,3.2,4.33,,,2026-07-27 11:39:40
3584,esp.1,2025-09-25,Osasuna,Elche,Coral,1.95,3.2,4.33,,,2026-07-27 11:39:40
3585,esp.1,2025-09-25,Osasuna,Elche,Ladbrokes,1.95,3.1,4.2,,,2026-07-27 11:39:40
3586,esp.1,2025-09-25,Oviedo,Barcelona,B365,10.0,5.75,1.25,1.44,2.75,2026-07-27 11:39:40
3587,esp.1,2025-09-25,Oviedo,Barcelona,Pinnacle,9.41,6.99,1.26,1.41,2.91,2026-07-27 11:39:40
3588,esp.1,2025-09-25,Oviedo,Barcelona,Betway,9.5,6.5,1.26,,,2026-07-27 11:39:40
3589,esp.1,2025-09-25,Oviedo,Barcelona,Coral,9.5,6.5,1.25,,,2026-07-27 11:39:40
3590,esp.1,2025-09-25,Oviedo,Barcelona,Ladbrokes,9.5,6.5,1.25,,,2026-07-27 11:39:40
3591,esp.1,2025-09-26,Girona,Espanyol,B365,2.45,3.3,2.88,2.03,1.83,2026-07-27 11:39:40
3592,esp.1,2025-09-26,Girona,Espanyol,Pinnacle,2.53,3.36,2.98,2.03,1.88,2026-07-27 11:39:40
3593,esp.1,2025-09-26,Girona,Espanyol,Betway,2.4,3.3,2.95,,,2026-07-27 11:39:40
3594,esp.1,2025-09-26,Girona,Espanyol,Coral,2.4,3.3,2.9,,,2026-07-27 11:39:40
3595,esp.1,2025-09-26,Girona,Espanyol,Ladbrokes,2.4,3.25,2.9,,,2026-07-27 11:39:40
3596,esp.1,2025-09-27,Getafe,Levante,B365,2.05,3.1,4.1,2.5,1.53,2026-07-27 11:39:40
3597,esp.1,2025-09-27,Getafe,Levante,Pinnacle,2.1,3.22,4.05,2.5,1.57,2026-07-27 11:39:40
3598,esp.1,2025-09-27,Getafe,Levante,Betway,2.05,3.2,3.9,,,2026-07-27 11:39:40
3599,esp.1,2025-09-27,Getafe,Levante,Coral,2.05,3.2,3.9,,,2026-07-27 11:39:40
3600,esp.1,2025-09-27,Getafe,Levante,Ladbrokes,2.05,3.1,3.9,,,2026-07-27 11:39:40
3601,esp.1,2025-09-27,Atlético de Madrid,Real Madrid,B365,3.0,3.6,2.3,1.67,2.2,2026-07-27 11:39:40
3602,esp.1,2025-09-27,Atlético de Madrid,Real Madrid,Pinnacle,3.02,3.62,2.35,1.7,2.24,2026-07-27 11:39:40
3603,esp.1,2025-09-27,Atlético de Madrid,Real Madrid,Betway,2.85,3.5,2.35,,,2026-07-27 11:39:40
3604,esp.1,2025-09-27,Atlético de Madrid,Real Madrid,Coral,2.87,3.5,2.37,,,2026-07-27 11:39:40
3605,esp.1,2025-09-27,Atlético de Madrid,Real Madrid,Ladbrokes,2.87,3.5,2.3,,,2026-07-27 11:39:40
3606,esp.1,2025-09-27,Mallorca,Alaves,B365,2.35,3.0,3.4,3.0,1.4,2026-07-27 11:39:40
3607,esp.1,2025-09-27,Mallorca,Alaves,Pinnacle,2.42,3.03,3.45,2.86,1.43,2026-07-27 11:39:40
3608,esp.1,2025-09-27,Mallorca,Alaves,Betway,2.3,3.0,3.4,,,2026-07-27 11:39:40
3609,esp.1,2025-09-27,Mallorca,Alaves,Coral,2.3,3.0,3.4,,,2026-07-27 11:39:40
3610,esp.1,2025-09-27,Mallorca,Alaves,Ladbrokes,2.3,3.0,3.4,,,2026-07-27 11:39:40
3611,esp.1,2025-09-27,Villarreal,Athletic Club,B365,2.1,3.25,3.7,2.0,1.85,2026-07-27 11:39:40
3612,esp.1,2025-09-27,Villarreal,Athletic Club,Pinnacle,2.11,3.33,3.86,2.04,1.85,2026-07-27 11:39:40
3613,esp.1,2025-09-27,Villarreal,Athletic Club,Betway,2.1,3.4,3.5,,,2026-07-27 11:39:40
3614,esp.1,2025-09-27,Villarreal,Athletic Club,Coral,2.1,3.4,3.5,,,2026-07-27 11:39:40
3615,esp.1,2025-09-27,Villarreal,Athletic Club,Ladbrokes,2.05,3.4,3.5,,,2026-07-27 11:39:40
3616,esp.1,2025-09-28,Rayo Vallecano,Sevilla,B365,2.0,3.3,4.0,2.1,1.73,2026-07-27 11:39:40
3617,esp.1,2025-09-28,Rayo Vallecano,Sevilla,Pinnacle,2.04,3.39,4.02,2.12,1.78,2026-07-27 11:39:40
3618,esp.1,2025-09-28,Rayo Vallecano,Sevilla,Betway,2.05,3.3,3.6,,,2026-07-27 11:39:40
3619,esp.1,2025-09-28,Rayo Vallecano,Sevilla,Coral,2.05,3.3,3.6,,,2026-07-27 11:39:40
3620,esp.1,2025-09-28,Rayo Vallecano,Sevilla,Ladbrokes,2.05,3.3,3.6,,,2026-07-27 11:39:40
3621,esp.1,2025-09-28,Elche,Celta de Vigo,B365,2.88,3.1,2.6,2.3,1.62,2026-07-27 11:39:40
3622,esp.1,2025-09-28,Elche,Celta de Vigo,Pinnacle,2.89,3.2,2.68,2.35,1.65,2026-07-27 11:39:40
3623,esp.1,2025-09-28,Elche,Celta de Vigo,Betway,2.8,3.2,2.55,,,2026-07-27 11:39:40
3624,esp.1,2025-09-28,Elche,Celta de Vigo,Coral,2.8,3.2,2.6,,,2026-07-27 11:39:40
3625,esp.1,2025-09-28,Elche,Celta de Vigo,Ladbrokes,2.8,3.2,2.5,,,2026-07-27 11:39:40
3626,esp.1,2025-09-28,Barcelona,Real Sociedad,B365,1.27,5.75,10.0,1.33,3.4,2026-07-27 11:39:40
3627,esp.1,2025-09-28,Barcelona,Real Sociedad,Pinnacle,1.29,5.34,12.23,1.35,3.23,2026-07-27 11:39:40
3628,esp.1,2025-09-28,Barcelona,Real Sociedad,Betway,1.28,6.0,9.5,,,2026-07-27 11:39:40
3629,esp.1,2025-09-28,Barcelona,Real Sociedad,Coral,1.28,6.0,9.5,,,2026-07-27 11:39:40
3630,esp.1,2025-09-28,Barcelona,Real Sociedad,Ladbrokes,1.28,6.0,9.5,,,2026-07-27 11:39:40
3631,esp.1,2025-09-28,Real Betis,Osasuna,B365,1.75,3.8,4.5,1.93,1.93,2026-07-27 11:39:40
3632,esp.1,2025-09-28,Real Betis,Osasuna,Pinnacle,1.8,3.85,4.54,1.94,1.94,2026-07-27 11:39:40
3633,esp.1,2025-09-28,Real Betis,Osasuna,Betway,1.77,3.7,4.5,,,2026-07-27 11:39:40
3634,esp.1,2025-09-28,Real Betis,Osasuna,Coral,1.75,3.7,4.5,,,2026-07-27 11:39:40
3635,esp.1,2025-09-28,Real Betis,Osasuna,Ladbrokes,1.75,3.7,4.5,,,2026-07-27 11:39:40
3636,esp.1,2025-09-30,Valencia,Oviedo,B365,1.7,3.5,5.5,2.1,1.73,2026-07-27 11:39:40
3637,esp.1,2025-09-30,Valencia,Oviedo,Pinnacle,1.75,3.79,5.0,2.21,1.72,2026-07-27 11:39:40
3638,esp.1,2025-09-30,Valencia,Oviedo,Betway,1.68,3.7,5.25,,,2026-07-27 11:39:40
3639,esp.1,2025-09-30,Valencia,Oviedo,Coral,1.7,3.7,5.25,,,2026-07-27 11:39:40
3640,esp.1,2025-09-30,Valencia,Oviedo,Ladbrokes,1.7,3.7,5.0,,,2026-07-27 11:39:40
3641,esp.1,2025-10-03,Osasuna,Getafe,B365,2.15,2.9,4.1,3.4,1.33,2026-07-27 11:39:40
3642,esp.1,2025-10-03,Osasuna,Getafe,Pinnacle,2.16,2.94,4.31,3.23,1.35,2026-07-27 11:39:40
3643,esp.1,2025-10-03,Osasuna,Getafe,Betway,2.15,2.85,4.1,,,2026-07-27 11:39:40
3644,esp.1,2025-10-03,Osasuna,Getafe,Coral,2.15,2.87,4.0,,,2026-07-27 11:39:40
3645,esp.1,2025-10-03,Osasuna,Getafe,Ladbrokes,2.15,2.8,4.0,,,2026-07-27 11:39:40
3646,esp.1,2025-10-04,Oviedo,Levante,B365,2.5,3.3,2.88,2.2,1.67,2026-07-27 11:39:40
3647,esp.1,2025-10-04,Oviedo,Levante,Pinnacle,2.56,3.34,2.92,2.28,1.68,2026-07-27 11:39:40
3648,esp.1,2025-10-04,Oviedo,Levante,Betway,2.45,3.3,2.87,,,2026-07-27 11:39:40
3649,esp.1,2025-10-04,Oviedo,Levante,Coral,2.45,3.3,2.87,,,2026-07-27 11:39:40
3650,esp.1,2025-10-04,Oviedo,Levante,Ladbrokes,2.45,3.25,2.87,,,2026-07-27 11:39:40
3651,esp.1,2025-10-04,Girona,Valencia,B365,2.45,3.5,2.8,1.98,1.88,2026-07-27 11:39:40
3652,esp.1,2025-10-04,Girona,Valencia,Pinnacle,2.52,3.41,2.91,1.99,1.89,2026-07-27 11:39:40
3653,esp.1,2025-10-04,Girona,Valencia,Betway,2.37,3.4,2.9,,,2026-07-27 11:39:40
3654,esp.1,2025-10-04,Girona,Valencia,Coral,2.37,3.4,2.9,,,2026-07-27 11:39:40
3655,esp.1,2025-10-04,Girona,Valencia,Ladbrokes,2.37,3.3,2.9,,,2026-07-27 11:39:40
3656,esp.1,2025-10-04,Athletic Club,Mallorca,B365,1.53,3.8,7.0,2.2,1.67,2026-07-27 11:39:40
3657,esp.1,2025-10-04,Athletic Club,Mallorca,Pinnacle,1.58,3.91,6.72,2.3,1.67,2026-07-27 11:39:40
3658,esp.1,2025-10-04,Athletic Club,Mallorca,Betway,1.55,3.9,6.5,,,2026-07-27 11:39:40
3659,esp.1,2025-10-04,Athletic Club,Mallorca,Coral,1.55,3.9,6.5,,,2026-07-27 11:39:40
3660,esp.1,2025-10-04,Athletic Club,Mallorca,Ladbrokes,1.55,3.9,6.5,,,2026-07-27 11:39:40
3661,esp.1,2025-10-04,Real Madrid,Villarreal,B365,1.45,5.0,6.0,1.4,3.0,2026-07-27 11:39:40
3662,esp.1,2025-10-04,Real Madrid,Villarreal,Pinnacle,1.47,5.38,5.82,1.42,2.92,2026-07-27 11:39:40
3663,esp.1,2025-10-04,Real Madrid,Villarreal,Betway,1.44,5.0,6.25,,,2026-07-27 11:39:40
3664,esp.1,2025-10-04,Real Madrid,Villarreal,Coral,1.44,5.0,6.0,,,2026-07-27 11:39:40
3665,esp.1,2025-10-04,Real Madrid,Villarreal,Ladbrokes,1.44,4.8,6.0,,,2026-07-27 11:39:40
3666,esp.1,2025-10-05,Alaves,Elche,B365,2.3,3.1,3.3,2.63,1.5,2026-07-27 11:39:40
3667,esp.1,2025-10-05,Alaves,Elche,Pinnacle,2.42,3.09,3.37,2.7,1.49,2026-07-27 11:39:40
3668,esp.1,2025-10-05,Alaves,Elche,Betway,2.37,3.0,3.25,,,2026-07-27 11:39:40
3669,esp.1,2025-10-05,Alaves,Elche,Coral,2.37,3.0,3.25,,,2026-07-27 11:39:40
3670,esp.1,2025-10-05,Alaves,Elche,Ladbrokes,2.37,3.0,3.2,,,2026-07-27 11:39:40
3671,esp.1,2025-10-05,Sevilla,Barcelona,B365,5.75,5.25,1.45,1.44,2.75,2026-07-27 11:39:40
3672,esp.1,2025-10-05,Sevilla,Barcelona,Pinnacle,5.89,5.68,1.44,1.42,2.92,2026-07-27 11:39:40
3673,esp.1,2025-10-05,Sevilla,Barcelona,Betway,5.75,5.0,1.47,,,2026-07-27 11:39:40
3674,esp.1,2025-10-05,Sevilla,Barcelona,Coral,5.75,5.0,1.48,,,2026-07-27 11:39:40
3675,esp.1,2025-10-05,Sevilla,Barcelona,Ladbrokes,5.75,5.0,1.48,,,2026-07-27 11:39:40
3676,esp.1,2025-10-05,Espanyol,Real Betis,B365,2.63,3.4,2.63,1.85,2.0,2026-07-27 11:39:40
3677,esp.1,2025-10-05,Espanyol,Real Betis,Pinnacle,2.7,3.49,2.66,1.93,1.96,2026-07-27 11:39:40
3678,esp.1,2025-10-05,Espanyol,Real Betis,Betway,2.55,3.5,2.6,,,2026-07-27 11:39:40
3679,esp.1,2025-10-05,Espanyol,Real Betis,Coral,2.6,3.5,2.6,,,2026-07-27 11:39:40
3680,esp.1,2025-10-05,Espanyol,Real Betis,Ladbrokes,2.6,3.5,2.6,,,2026-07-27 11:39:40
3681,esp.1,2025-10-05,Real Sociedad,Rayo Vallecano,B365,2.05,3.6,3.5,2.1,1.73,2026-07-27 11:39:40
3682,esp.1,2025-10-05,Real Sociedad,Rayo Vallecano,Pinnacle,2.07,3.5,3.76,2.16,1.76,2026-07-27 11:39:40
3683,esp.1,2025-10-05,Real Sociedad,Rayo Vallecano,Betway,2.05,3.4,3.5,,,2026-07-27 11:39:40
3684,esp.1,2025-10-05,Real Sociedad,Rayo Vallecano,Coral,2.05,3.4,3.5,,,2026-07-27 11:39:40
3685,esp.1,2025-10-05,Real Sociedad,Rayo Vallecano,Ladbrokes,2.05,3.4,3.5,,,2026-07-27 11:39:40
3686,esp.1,2025-10-05,Celta de Vigo,Atlético de Madrid,B365,4.5,3.8,1.75,1.83,2.03,2026-07-27 11:39:40
3687,esp.1,2025-10-05,Celta de Vigo,Atlético de Madrid,Pinnacle,4.39,4.06,1.78,1.85,2.04,2026-07-27 11:39:40
3688,esp.1,2025-10-05,Celta de Vigo,Atlético de Madrid,Betway,4.4,3.7,1.78,,,2026-07-27 11:39:40
3689,esp.1,2025-10-05,Celta de Vigo,Atlético de Madrid,Coral,4.4,3.7,1.8,,,2026-07-27 11:39:40
3690,esp.1,2025-10-05,Celta de Vigo,Atlético de Madrid,Ladbrokes,4.4,3.6,1.8,,,2026-07-27 11:39:40
3691,esp.1,2025-10-17,Oviedo,Espanyol,B365,3.0,3.1,2.5,2.63,1.5,2026-07-27 11:39:40
3692,esp.1,2025-10-17,Oviedo,Espanyol,Pinnacle,3.09,3.04,2.62,2.74,1.49,2026-07-27 11:39:40
3693,esp.1,2025-10-17,Oviedo,Espanyol,Betway,2.95,3.0,2.55,,,2026-07-27 11:39:40
3694,esp.1,2025-10-17,Oviedo,Espanyol,Coral,3.0,3.0,2.6,,,2026-07-27 11:39:40
3695,esp.1,2025-10-17,Oviedo,Espanyol,Ladbrokes,3.0,3.0,2.5,,,2026-07-27 11:39:40
3696,esp.1,2025-10-18,Sevilla,Mallorca,B365,1.85,3.3,4.75,2.2,1.67,2026-07-27 11:39:40
3697,esp.1,2025-10-18,Sevilla,Mallorca,Pinnacle,1.87,3.46,4.74,2.25,1.7,2026-07-27 11:39:40
3698,esp.1,2025-10-18,Sevilla,Mallorca,Betway,1.88,3.4,4.33,,,2026-07-27 11:39:40
3699,esp.1,2025-10-18,Sevilla,Mallorca,Coral,1.91,3.4,4.33,,,2026-07-27 11:39:40
3700,esp.1,2025-10-18,Sevilla,Mallorca,Ladbrokes,1.85,3.3,4.33,,,2026-07-27 11:39:40
3701,esp.1,2025-10-18,Barcelona,Girona,B365,1.2,7.0,12.0,1.29,3.75,2026-07-27 11:39:40
3702,esp.1,2025-10-18,Barcelona,Girona,Pinnacle,1.16,8.82,14.91,,,2026-07-27 11:39:40
3703,esp.1,2025-10-18,Barcelona,Girona,Betway,1.19,8.0,12.0,,,2026-07-27 11:39:40
3704,esp.1,2025-10-18,Barcelona,Girona,Coral,1.18,8.0,12.0,,,2026-07-27 11:39:40
3705,esp.1,2025-10-18,Barcelona,Girona,Ladbrokes,1.18,8.0,12.0,,,2026-07-27 11:39:40
3706,esp.1,2025-10-18,Villarreal,Real Betis,B365,1.91,3.6,4.0,1.67,2.2,2026-07-27 11:39:40
3707,esp.1,2025-10-18,Villarreal,Real Betis,Pinnacle,1.93,3.83,3.91,1.68,2.28,2026-07-27 11:39:40
3708,esp.1,2025-10-18,Villarreal,Real Betis,Betway,1.9,3.75,3.8,,,2026-07-27 11:39:40
3709,esp.1,2025-10-18,Villarreal,Real Betis,Coral,1.91,3.75,3.8,,,2026-07-27 11:39:40
3710,esp.1,2025-10-18,Villarreal,Real Betis,Ladbrokes,1.91,3.75,3.75,,,2026-07-27 11:39:40
3711,esp.1,2025-10-18,Atlético de Madrid,Osasuna,B365,1.38,4.75,8.5,1.88,1.98,2026-07-27 11:39:40
3712,esp.1,2025-10-18,Atlético de Madrid,Osasuna,Pinnacle,1.37,5.13,8.83,1.89,1.99,2026-07-27 11:39:40
3713,esp.1,2025-10-18,Atlético de Madrid,Osasuna,Betway,1.38,4.75,8.5,,,2026-07-27 11:39:40
3714,esp.1,2025-10-18,Atlético de Madrid,Osasuna,Coral,1.36,4.8,8.5,,,2026-07-27 11:39:40
3715,esp.1,2025-10-18,Atlético de Madrid,Osasuna,Ladbrokes,1.36,4.8,8.5,,,2026-07-27 11:39:40
3716,esp.1,2025-10-19,Elche,Athletic Club,B365,3.75,3.25,2.1,2.3,1.62,2026-07-27 11:39:40
3717,esp.1,2025-10-19,Elche,Athletic Club,Pinnacle,3.78,3.36,2.12,2.34,1.65,2026-07-27 11:39:40
3718,esp.1,2025-10-19,Elche,Athletic Club,Betway,3.6,3.25,2.15,,,2026-07-27 11:39:40
3719,esp.1,2025-10-19,Elche,Athletic Club,Coral,3.6,3.25,2.15,,,2026-07-27 11:39:40
3720,esp.1,2025-10-19,Elche,Athletic Club,Ladbrokes,3.5,3.2,2.15,,,2026-07-27 11:39:40
3721,esp.1,2025-10-19,Celta de Vigo,Real Sociedad,B365,2.1,3.4,3.5,1.98,1.88,2026-07-27 11:39:40
3722,esp.1,2025-10-19,Celta de Vigo,Real Sociedad,Pinnacle,2.11,3.42,3.74,1.96,1.93,2026-07-27 11:39:40
3723,esp.1,2025-10-19,Celta de Vigo,Real Sociedad,Betway,2.15,3.4,3.4,,,2026-07-27 11:39:40
3724,esp.1,2025-10-19,Celta de Vigo,Real Sociedad,Coral,2.15,3.4,3.4,,,2026-07-27 11:39:40
3725,esp.1,2025-10-19,Celta de Vigo,Real Sociedad,Ladbrokes,2.1,3.3,3.4,,,2026-07-27 11:39:40
3726,esp.1,2025-10-19,Levante,Rayo Vallecano,B365,2.88,3.25,2.5,1.98,1.88,2026-07-27 11:39:40
3727,esp.1,2025-10-19,Levante,Rayo Vallecano,Pinnacle,2.84,3.54,2.51,2.01,1.88,2026-07-27 11:39:40
3728,esp.1,2025-10-19,Levante,Rayo Vallecano,Betway,2.7,3.4,2.55,,,2026-07-27 11:39:40
3729,esp.1,2025-10-19,Levante,Rayo Vallecano,Coral,2.7,3.4,2.5,,,2026-07-27 11:39:40
3730,esp.1,2025-10-19,Levante,Rayo Vallecano,Ladbrokes,2.7,3.4,2.5,,,2026-07-27 11:39:40
3731,esp.1,2025-10-19,Getafe,Real Madrid,B365,8.0,4.33,1.42,1.95,1.9,2026-07-27 11:39:40
3732,esp.1,2025-10-19,Getafe,Real Madrid,Pinnacle,7.03,4.65,1.47,1.97,1.92,2026-07-27 11:39:40
3733,esp.1,2025-10-19,Getafe,Real Madrid,Betway,7.75,4.5,1.43,,,2026-07-27 11:39:40
3734,esp.1,2025-10-19,Getafe,Real Madrid,Coral,7.5,4.5,1.44,,,2026-07-27 11:39:40
3735,esp.1,2025-10-19,Getafe,Real Madrid,Ladbrokes,7.5,4.4,1.44,,,2026-07-27 11:39:40
3736,esp.1,2025-10-20,Alaves,Valencia,B365,2.25,3.0,3.6,2.5,1.53,2026-07-27 11:39:40
3737,esp.1,2025-10-20,Alaves,Valencia,Pinnacle,2.28,3.16,3.58,2.5,1.55,2026-07-27 11:39:40
3738,esp.1,2025-10-20,Alaves,Valencia,Betway,2.25,3.1,3.4,,,2026-07-27 11:39:40
3739,esp.1,2025-10-20,Alaves,Valencia,Coral,2.25,3.1,3.4,,,2026-07-27 11:39:40
3740,esp.1,2025-10-20,Alaves,Valencia,Ladbrokes,2.25,3.1,3.3,,,2026-07-27 11:39:40
3741,esp.1,2025-10-24,Real Sociedad,Sevilla,B365,1.95,3.5,3.8,1.98,1.88,2026-07-27 11:39:40
3742,esp.1,2025-10-24,Real Sociedad,Sevilla,Pinnacle,2.03,3.5,4.0,2.03,1.88,2026-07-27 11:39:40
3743,esp.1,2025-10-24,Real Sociedad,Sevilla,Betway,2.0,3.4,3.75,,,2026-07-27 11:39:40
3744,esp.1,2025-10-24,Real Sociedad,Sevilla,Coral,2.0,3.4,3.8,,,2026-07-27 11:39:40
3745,esp.1,2025-10-24,Real Sociedad,Sevilla,Ladbrokes,2.0,3.4,3.75,,,2026-07-27 11:39:40
3746,esp.1,2025-10-25,Girona,Oviedo,B365,1.8,3.5,4.75,2.0,1.8,2026-07-27 11:39:40
3747,esp.1,2025-10-25,Girona,Oviedo,Pinnacle,1.81,3.57,4.87,2.08,1.81,2026-07-27 11:39:40
3748,esp.1,2025-10-25,Girona,Oviedo,Betway,1.85,3.5,4.33,,,2026-07-27 11:39:40
3749,esp.1,2025-10-25,Girona,Oviedo,Coral,1.85,3.5,4.33,,,2026-07-27 11:39:40
3750,esp.1,2025-10-25,Girona,Oviedo,Ladbrokes,1.83,3.5,4.2,,,2026-07-27 11:39:40
3751,esp.1,2025-10-25,Espanyol,Elche,B365,1.95,3.25,4.1,2.1,1.73,2026-07-27 11:39:40
3752,esp.1,2025-10-25,Espanyol,Elche,Pinnacle,2.0,3.47,4.06,2.13,1.77,2026-07-27 11:39:40
3753,esp.1,2025-10-25,Espanyol,Elche,Betway,2.0,3.3,3.75,,,2026-07-27 11:39:40
3754,esp.1,2025-10-25,Espanyol,Elche,Coral,2.05,3.4,3.75,,,2026-07-27 11:39:40
3755,esp.1,2025-10-25,Espanyol,Elche,Ladbrokes,2.0,3.3,3.75,,,2026-07-27 11:39:40
3756,esp.1,2025-10-25,Athletic Club,Getafe,B365,1.67,3.5,6.0,2.75,1.44,2026-07-27 11:39:40
3757,esp.1,2025-10-25,Athletic Club,Getafe,Pinnacle,1.68,3.66,5.91,2.72,1.48,2026-07-27 11:39:40
3758,esp.1,2025-10-25,Athletic Club,Getafe,Betway,1.65,3.5,6.0,,,2026-07-27 11:39:40
3759,esp.1,2025-10-25,Athletic Club,Getafe,Coral,1.65,3.5,6.0,,,2026-07-27 11:39:40
3760,esp.1,2025-10-25,Athletic Club,Getafe,Ladbrokes,1.65,3.5,5.75,,,2026-07-27 11:39:40
3761,esp.1,2025-10-25,Valencia,Villarreal,B365,3.1,3.6,2.2,1.8,2.0,2026-07-27 11:39:40
