team_name,league_slug,home_gf_pg,home_ga_pg,away_gf_pg,away_ga_pg,total_gf_pg,total_ga_pg,win_pct,home_games,away_games,total_games,updated_at,elo
Halmstads BK,swe.1,2.0,1.0,1.6666666666666667,1.1666666666666667,1.8461538461538463,0.5384615384615384,7.0,6,13,,2026-07-27 04:37:11,1500.0
Degerfors IF,swe.1,1.0909090909090908,1.4545454545454546,1.5,2.0,1.1538461538461537,0.23076923076923078,11.0,2,13,,2026-07-27 04:37:11,1500.0
Hammarby IF,uefa.europa.q2,3.142857142857143,0.42857142857142855,1.1428571428571428,1.8571428571428572,2.142857142857143,0.5714285714285714,7.0,7,14,,2026-07-27 04:37:11,1500.0
AIK,swe.1,1.2307692307692308,1.5384615384615385,0.0,0.0,1.2307692307692308,0.3076923076923077,13.0,1,13,,2026-07-27 04:37:11,1500.0
GAIS,swe.1,2.0,0.6666666666666666,0.6,1.0,1.5,0.5,9.0,5,14,,2026-07-27 04:37:11,1500.0
IF Brommapojkarna,swe.1,1.5,1.4166666666666667,2.0,2.0,1.5384615384615385,0.3076923076923077,12.0,1,13,,2026-07-27 04:37:11,1500.0
IFK Göteborg,swe.1,2.4,2.0,1.125,1.75,1.6153846153846154,0.3076923076923077,5.0,8,13,,2026-07-27 04:37:11,1500.0
Mjällby AIF,swe.1,1.3333333333333333,2.0,1.2,1.4,1.2307692307692308,0.3076923076923077,3.0,10,13,,2026-07-27 04:37:11,1500.0
Västerås SK,swe.1,0.0,0.0,1.6923076923076923,1.7692307692307692,1.6923076923076923,0.46153846153846156,1.0,13,13,,2026-07-27 04:37:11,1500.0
Hacken,swe.1,0.0,0.0,3.0,4.0,3.0,0.0,1.0,1,1,,2026-07-27 04:37:11,1500.0
Orgryte,swe.1,0.0,0.0,0.6,3.4,0.6,0.2,1.0,5,5,,2026-07-27 04:37:11,1500.0
Elfsborg,swe.1,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1,1,,2026-07-27 04:37:11,1500.0
Goteborg,swe.1,0.0,0.0,3.0,2.0,3.0,1.0,1.0,1,1,,2026-07-27 04:37:11,1500.0
Sirius,swe.1,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1,1,,2026-07-27 04:37:11,1500.0
Degerfors,swe.1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,,2026-07-27 04:37:11,1500.0
Brommapojkarna,swe.1,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1,1,,2026-07-27 04:37:11,1500.0
Malmo FF,swe.1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,,2026-07-27 04:37:11,1500.0
