ea_id,first_name,last_name,full_name,overall,pac,sho,pas,dri,def,phy,fetched_at
221125,Sebastián,Driussi,Sebastián Driussi,77,84,75,72,80,45,78,2026-08-12 11:55:15
201095,Agustín,Marchesín,Agustín Marchesín,77,77,75,74,77,53,76,2026-08-12 11:55:15
226162,Emiliano,Buendía,Emiliano Buendía,77,66,74,78,81,66,66,2026-08-12 11:55:15
228708,Lucas,Martínez Quarta,Lucas Martínez Quarta,77,69,60,70,70,76,84,2026-08-12 11:55:15
219553,Claudio,Aquino,Claudio Aquino,77,76,76,75,81,47,72,2026-08-12 11:55:15
178562,Éver,Banega,Éver Banega,77,52,73,80,77,70,72,2026-08-12 11:55:15
228819,Matías,Vargas,Matías Vargas,77,86,72,71,79,40,72,2026-08-12 11:55:15
246871,Enzo,Barrenechea,Enzo Barrenechea,77,57,69,72,75,72,71,2026-08-12 11:55:15
234468,Emanuel,Reynoso,Emanuel Reynoso,77,65,67,76,79,59,69,2026-08-12 11:55:15
279173,Franco,Mastantuono,Franco Mastantuono,77,74,71,75,80,50,63,2026-08-12 11:55:15
268438,Alejandro,Garnacho,Alejandro Garnacho,77,86,77,72,80,37,58,2026-08-12 11:55:15
225659,Guido,Rodríguez,Guido Rodríguez,77,45,58,70,69,77,75,2026-08-12 11:55:15
258746,Malcom,Braida,Malcom Braida,76,82,69,70,76,72,78,2026-08-12 11:55:15
236441,Fabricio,Bustos,Fabricio Bustos,76,85,65,73,79,68,74,2026-08-12 11:55:15
193061,Roberto,Pereyra,Roberto Pereyra,76,72,73,77,79,67,68,2026-08-12 11:55:15
215251,Guido,Herrera,Guido Herrera,76,75,74,74,76,59,74,2026-08-12 11:55:15
244205,Maximiliano,Salas,Maximiliano Salas,76,81,76,68,75,47,84,2026-08-12 11:55:15
259788,Juan,Portillo,Juan Portillo,76,79,57,66,70,73,86,2026-08-12 11:55:15
190972,Eduardo,Salvio,Eduardo Salvio,76,83,72,72,79,54,66,2026-08-12 11:55:15
245461,Facundo,Colidio,Facundo Colidio,76,82,74,70,79,47,71,2026-08-12 11:55:15
219576,Rodrigo,Battaglia,Rodrigo Battaglia,76,66,65,65,71,76,79,2026-08-12 11:55:15
226797,Víctor Ignacio,Malcorra,Víctor Ignacio Malcorra,76,68,72,80,78,59,64,2026-08-12 11:55:15
215199,Rubén,Botta,Rubén Botta,76,81,72,76,76,40,72,2026-08-12 11:55:15
246258,Lucas,Beltrán,Lucas Beltrán,76,71,76,68,77,46,74,2026-08-12 11:55:15
246033,Santiago,Sosa,Santiago Sosa,76,66,58,63,67,76,81,2026-08-12 11:55:15
226671,Federico,Fattori,Federico Fattori,76,63,54,69,72,72,80,2026-08-12 11:55:15
240953,Nahuel,Tenaglia,Nahuel Tenaglia,76,69,44,65,75,77,78,2026-08-12 11:55:15
233230,Kevin,Mac Allister,Kevin Mac Allister,76,74,49,58,69,75,81,2026-08-12 11:55:15
215057,Iván,Marcone,Iván Marcone,76,44,61,72,70,73,84,2026-08-12 11:55:15
267861,Santiago,Castro,Santiago Castro,76,79,75,62,75,40,68,2026-08-12 11:55:15
267860,Valentín,Gómez,Valentín Gómez,76,80,32,64,71,76,75,2026-08-12 11:55:15
193601,Germán,Pezzella,Germán Pezzella,76,55,52,56,58,77,76,2026-08-12 11:55:15
244206,Nehuén,Pérez,Nehuén Pérez,76,60,37,54,55,78,77,2026-08-12 11:55:15
216700,Maximiliano,Meza,Maximiliano Meza,75,73,72,74,78,69,73,2026-08-12 11:55:15
235926,Matías,Zaracho,Matías Zaracho,75,89,69,73,81,63,63,2026-08-12 11:55:15
253952,Juan Ignacio,Nardoni,Juan Ignacio Nardoni,75,74,60,72,75,70,82,2026-08-12 11:55:15
255925,Santiago,Montiel,Santiago Montiel,75,89,64,71,75,65,69,2026-08-12 11:55:15
259789,Kevin,Zenón,Kevin Zenón,75,83,66,75,74,64,69,2026-08-12 11:55:15
257866,Nicolás,Fernández,Nicolás Fernández,75,84,70,70,76,60,68,2026-08-12 11:55:15
242342,Gastón,Lódico,Gastón Lódico,75,80,63,75,80,57,67,2026-08-12 11:55:15
211269,Guillermo,Fernández,Guillermo Fernández,75,67,67,73,76,65,66,2026-08-12 11:55:15
207935,Matías,Dituro,Matías Dituro,75,74,72,77,77,38,74,2026-08-12 11:55:15
257185,Lautaro,Blanco,Lautaro Blanco,75,78,49,70,72,68,75,2026-08-12 11:55:15
256402,Carlos,Alcaraz,Carlos Alcaraz,75,80,71,71,78,46,65,2026-08-12 11:55:15
259273,Tomás,Marchiori,Tomás Marchiori,75,75,73,71,75,42,74,2026-08-12 11:55:15
263370,Valentín,Barco,Valentín Barco,75,76,50,75,78,68,61,2026-08-12 11:55:15
221551,Emanuel,Mammana,Emanuel Mammana,75,75,48,65,70,76,72,2026-08-12 11:55:15
225289,Nicolás,Fernández,Nicolás Fernández,75,81,75,64,77,39,69,2026-08-12 11:55:15
226385,Cristian,Espinoza,Cristian Espinoza,75,82,69,71,76,42,65,2026-08-12 11:55:15
262151,Ezequiel,Fernández,Ezequiel Fernández,75,70,47,67,72,70,78,2026-08-12 11:55:15
216816,Giovanni,Simeone,Giovanni Simeone,75,71,77,63,73,41,72,2026-08-12 11:55:15
201862,Marcos,Rojo,Marcos Rojo,75,53,60,66,63,74,77,2026-08-12 11:55:15
219575,Cristian,Bordacahar,Cristian Bordacahar,75,83,66,69,78,28,64,2026-08-12 11:55:15
244950,Juan Gabriel,Rodríguez,Juan Gabriel Rodríguez,75,68,39,58,65,73,79,2026-08-12 11:55:15
192119,Thibaut,Courtois,Thibaut Courtois,89,85,89,76,90,46,88,2026-08-12 11:55:15
192985,Kevin,De Bruyne,Kevin De Bruyne,87,66,83,92,84,65,72,2026-08-12 11:55:15
216393,Youri,Tielemans,Youri Tielemans,85,54,79,85,80,75,72,2026-08-12 11:55:15
192505,Romelu,Lukaku,Romelu Lukaku,84,79,82,75,75,41,84,2026-08-12 11:55:15
199641,Matz,Sels,Matz Sels,83,82,80,79,83,36,83,2026-08-12 11:55:15
243580,Loïs,Openda,Loïs Openda,83,95,81,69,81,31,80,2026-08-12 11:55:15
207421,Leandro,Trossard,Leandro Trossard,83,80,81,80,85,30,60,2026-08-12 11:55:15
192984,Koen,Casteels,Koen Casteels,82,82,79,74,85,45,83,2026-08-12 11:55:15
251470,Charles,De Ketelaere,Charles De Ketelaere,82,70,79,80,83,56,68,2026-08-12 11:55:15
231416,Dodi,Lukébakio,Dodi Lukébakio,82,87,81,76,83,31,64,2026-08-12 11:55:15
208418,Yannick,Carrasco,Yannick Carrasco,81,87,80,77,85,58,67,2026-08-12 11:55:15
251479,Maxim,De Cuyper,Maxim De Cuyper,80,76,73,80,79,75,75,2026-08-12 11:55:15
200155,Hans,Vanaken,Hans Vanaken,80,45,79,84,77,60,78,2026-08-12 11:55:15
246420,Jérémy,Doku,Jérémy Doku,80,91,71,72,87,32,68,2026-08-12 11:55:15
257278,Arthur,Theate,Arthur Theate,80,67,40,70,71,80,82,2026-08-12 11:55:15
257057,Amadou,Onana,Amadou Onana,79,74,62,72,73,78,81,2026-08-12 11:55:15
242664,Alexis,Saelemaekers,Alexis Saelemaekers,79,80,67,75,81,66,63,2026-08-12 11:55:15
229659,Bryan,Heynen,Bryan Heynen,78,60,73,75,76,73,78,2026-08-12 11:55:15
254262,Zeno,Debast,Zeno Debast,78,70,56,76,74,77,76,2026-08-12 11:55:15
263620,Romeo,Lavia,Romeo Lavia,78,69,52,72,77,77,75,2026-08-12 11:55:15
254803,Senne,Lammens,Senne Lammens,78,79,77,71,77,21,79,2026-08-12 11:55:15
265450,Johan,Bakayoko,Johan Bakayoko,78,85,72,70,81,33,63,2026-08-12 11:55:15
256420,Malick,Fofana,Malick Fofana,78,86,69,70,82,40,48,2026-08-12 11:55:15
233965,Alessio,Castro-Montes,Alessio Castro-Montes,77,74,72,74,75,71,72,2026-08-12 11:55:15
270039,Diego Manuel,J. da Silva Moreira,Diego Manuel J. da Silva Moreira,77,90,67,69,79,64,68,2026-08-12 11:55:15
239810,Nicolas,Raskin,Nicolas Raskin,77,73,63,73,76,73,74,2026-08-12 11:55:15
200059,Colin,Coosemans,Colin Coosemans,77,78,75,74,80,44,77,2026-08-12 11:55:15
234078,Orel,Mangala,Orel Mangala,77,68,58,72,79,72,73,2026-08-12 11:55:15
244889,Charles,Vanhoutte,Charles Vanhoutte,77,55,65,76,72,73,78,2026-08-12 11:55:15
269859,Arthur,Vermeeren,Arthur Vermeeren,77,70,55,77,79,68,66,2026-08-12 11:55:15
233630,Hugo,Cuypers,Hugo Cuypers,77,75,77,68,71,44,78,2026-08-12 11:55:15
204529,Michy,Batshuayi,Michy Batshuayi,77,74,78,64,75,36,74,2026-08-12 11:55:15
177413,Axel,Witsel,Axel Witsel,77,31,63,76,74,79,66,2026-08-12 11:55:15
202371,Thomas,Meunier,Thomas Meunier,76,63,74,72,71,75,81,2026-08-12 11:55:15
204549,Davy,Roef,Davy Roef,76,75,73,73,75,51,77,2026-08-12 11:55:15
261659,Senne,Lynen,Senne Lynen,76,68,62,72,67,74,78,2026-08-12 11:55:15
242879,Maarten,Vandevoordt,Maarten Vandevoordt,76,78,75,75,77,40,74,2026-08-12 11:55:15
222501,Timothy,Castagne,Timothy Castagne,76,68,57,70,72,74,71,2026-08-12 11:55:15
205369,Rob,Schoofs,Rob Schoofs,76,53,72,76,74,67,68,2026-08-12 11:55:15
271032,Matte,Smets,Matte Smets,76,65,33,69,67,77,74,2026-08-12 11:55:15
212204,Brandon,Mechele,Brandon Mechele,76,49,40,55,56,80,78,2026-08-12 11:55:15
272874,Arne,Engels,Arne Engels,75,73,72,77,72,68,75,2026-08-12 11:55:15
261785,Janice,Cayman,Janice Cayman,75,53,75,77,79,74,68,2026-08-12 11:55:15
212501,Leander,Dendoncker,Leander Dendoncker,75,52,69,76,69,76,80,2026-08-12 11:55:15
268451,Jill,Janssens,Jill Janssens,75,84,72,69,75,68,53,2026-08-12 11:55:15
235629,Ortwin,De Wolf,Ortwin De Wolf,75,76,73,76,77,36,75,2026-08-12 11:55:15
241928,Albert,Sambi Lokonga,Albert Sambi Lokonga,75,60,59,74,76,68,70,2026-08-12 11:55:15
251156,Adriano,Bertaccini,Adriano Bertaccini,75,90,75,62,77,29,72,2026-08-12 11:55:15
262657,Lucas,Stassin,Lucas Stassin,75,78,76,69,76,35,68,2026-08-12 11:55:15
260570,Jarne,Steuckers,Jarne Steuckers,75,69,73,75,74,40,66,2026-08-12 11:55:15
184111,Christian,Benteke,Christian Benteke,75,51,76,62,66,32,78,2026-08-12 11:55:15
209780,Siebe,Schrijvers,Siebe Schrijvers,74,68,73,73,74,68,68,2026-08-12 11:55:15
252027,Aster,Vranckx,Aster Vranckx,74,57,65,71,76,72,76,2026-08-12 11:55:15
173426,Simon,Mignolet,Simon Mignolet,74,73,73,70,74,51,75,2026-08-12 11:55:15
257208,Michel Ange,Balikwisha,Michel Ange Balikwisha,74,82,68,70,75,53,66,2026-08-12 11:55:15
188400,Thomas,Kaminski,Thomas Kaminski,74,73,74,70,76,46,73,2026-08-12 11:55:15
260020,Yorbe,Vertessen,Yorbe Vertessen,74,89,73,66,74,34,71,2026-08-12 11:55:15
260162,Mario,Stroeykens,Mario Stroeykens,74,71,74,71,76,46,69,2026-08-12 11:55:15
243134,Largie,Ramazani,Largie Ramazani,74,89,69,67,76,41,64,2026-08-12 11:55:15
258378,Mika,Godts,Mika Godts,74,81,64,68,81,39,61,2026-08-12 11:55:15
212205,Nikola,Storm,Nikola Storm,74,75,73,71,74,36,58,2026-08-12 11:55:15
265774,Koni,De Winter,Koni De Winter,74,67,40,58,66,75,72,2026-08-12 11:55:15
208330,Adnan,Januzaj,Adnan Januzaj,74,70,69,76,78,30,54,2026-08-12 11:55:15
242663,Sebastiaan,Bornauw,Sebastiaan Bornauw,74,69,45,59,55,74,74,2026-08-12 11:55:15
260931,Zeno,Van Den Bosch,Zeno Van Den Bosch,74,60,28,65,53,74,73,2026-08-12 11:55:15
270612,Silke,Demeyere,Silke Demeyere,73,74,67,70,76,69,66,2026-08-12 11:55:15
261539,Mandela,Keita,Mandela Keita,73,77,56,66,75,71,76,2026-08-12 11:55:15
251189,Thibo,Somers,Thibo Somers,73,80,69,65,71,55,80,2026-08-12 11:55:15
237525,Arnaud,Bodart,Arnaud Bodart,73,76,70,68,73,55,73,2026-08-12 11:55:15
203486,Thorgan,Hazard,Thorgan Hazard,73,66,72,73,78,53,66,2026-08-12 11:55:15
199652,Dennis,Praet,Dennis Praet,73,61,69,74,74,59,67,2026-08-12 11:55:15
261863,Lisa,Lichtfus,Lisa Lichtfus,73,69,75,68,76,43,71,2026-08-12 11:55:15
243294,Tobe,Leysen,Tobe Leysen,73,73,70,69,77,37,73,2026-08-12 11:55:15
200429,Benito,Raman,Benito Raman,73,87,73,67,73,34,64,2026-08-12 11:55:15
232526,Elias,Cobbaut,Elias Cobbaut,73,68,41,69,68,71,78,2026-08-12 11:55:15
270821,Mike,Penders,Mike Penders,73,77,72,76,75,22,69,2026-08-12 11:55:15
253150,Mike,Trésor,Mike Trésor,73,81,67,72,75,38,56,2026-08-12 11:55:15
262265,Matthieu,Epolo,Matthieu Epolo,73,76,70,66,73,32,70,2026-08-12 11:55:15
263883,Jonathan,Dubasin,Jonathan Dubasin,73,76,73,67,73,36,61,2026-08-12 11:55:15
261799,Hannah,Eurlings,Hannah Eurlings,73,75,69,68,75,31,53,2026-08-12 11:55:15
264671,Jassina,Blom,Jassina Blom,73,69,72,62,72,25,64,2026-08-12 11:55:15
235036,Wout,Faes,Wout Faes,73,52,39,54,60,73,75,2026-08-12 11:55:15
234167,Siebe,Van der Heyden,Siebe Van der Heyden,73,59,34,57,53,74,75,2026-08-12 11:55:15
201841,Noë,Dussenne,Noë Dussenne,73,32,50,52,51,75,81,2026-08-12 11:55:15
191627,Mats,Rits,Mats Rits,72,70,69,71,71,72,74,2026-08-12 11:55:15
217338,Jari,Vandeputte,Jari Vandeputte,72,80,65,73,73,61,64,2026-08-12 11:55:15
242003,Daam,Foulon,Daam Foulon,72,72,58,70,73,65,73,2026-08-12 11:55:15
231423,Casper,De Norre,Casper De Norre,72,64,65,68,73,68,71,2026-08-12 11:55:15
259316,Théo,Leoni,Théo Leoni,72,69,67,72,71,63,66,2026-08-12 11:55:15
234905,Dante,Vanzeir,Dante Vanzeir,72,84,69,69,72,38,73,2026-08-12 11:55:15
261810,Féli,Delacauw,Féli Delacauw,72,76,61,69,72,62,63,2026-08-12 11:55:15
266681,Mathias,Delorge,Mathias Delorge,72,62,60,74,67,61,71,2026-08-12 11:55:15
236712,Dimitri,Lavalée,Dimitri Lavalée,72,66,50,63,66,71,76,2026-08-12 11:55:15
237331,Thibault,De Smet,Thibault De Smet,72,66,52,64,68,68,72,2026-08-12 11:55:15
252488,Killian,Sardella,Killian Sardella,72,73,38,67,73,67,72,2026-08-12 11:55:15
252108,Anouar,Ait El Hadj,Anouar Ait El Hadj,72,70,69,69,76,44,61,2026-08-12 11:55:15
246457,Cyril,Ngonge,Cyril Ngonge,72,82,72,66,75,35,58,2026-08-12 11:55:15
71305,Joaquin,Seys,Joaquin Seys,72,81,35,67,69,67,66,2026-08-12 11:55:15
246419,Yari,Verschaeren,Yari Verschaeren,72,68,70,74,79,44,50,2026-08-12 11:55:15
244218,Jari,De Busser,Jari De Busser,72,74,69,65,75,24,71,2026-08-12 11:55:15
227102,Caroline,Graham Hansen,Caroline Graham Hansen,90,89,87,88,90,47,76,2026-08-12 11:55:15
239085,Erling,Haaland,Erling Haaland,90,86,91,70,80,45,88,2026-08-12 11:55:15
227323,Guro,Reiten,Guro Reiten,88,88,82,85,87,60,69,2026-08-12 11:55:15
227310,Ada,Hegerberg,Ada Hegerberg,87,72,86,76,85,39,79,2026-08-12 11:55:15
222665,Martin,Ødegaard,Martin Ødegaard,87,68,79,88,87,67,65,2026-08-12 11:55:15
239761,Frida,Maanum,Frida Maanum,84,72,82,83,83,72,67,2026-08-12 11:55:15
242896,Ingrid Syrstad,Engen,Ingrid Syrstad Engen,84,72,61,80,74,85,80,2026-08-12 11:55:15
216549,Alexander,Sørloth,Alexander Sørloth,84,77,82,71,76,36,85,2026-08-12 11:55:15
227101,Emilie,Haavi,Emilie Haavi,82,88,77,79,85,64,71,2026-08-12 11:55:15
266254,Elisabeth,Terland,Elisabeth Terland,81,79,80,73,79,36,71,2026-08-12 11:55:15
231913,Fredrik,Aursnes,Fredrik Aursnes,80,74,71,78,80,77,82,2026-08-12 11:55:15
229891,Julian,Ryerson,Julian Ryerson,79,74,63,71,76,77,82,2026-08-12 11:55:15
265280,Vilde,Bøe Risa,Vilde Bøe Risa,79,64,71,77,79,63,75,2026-08-12 11:55:15
228092,Sander,Berge,Sander Berge,79,55,65,74,71,75,84,2026-08-12 11:55:15
264896,Celin,Bizet,Celin Bizet,79,84,72,75,79,37,67,2026-08-12 11:55:15
238756,Jørgen Strand,Larsen,Jørgen Strand Larsen,78,75,79,62,70,32,83,2026-08-12 11:55:15
222227,Patrick,Berg,Patrick Berg,77,73,67,75,73,71,78,2026-08-12 11:55:15
227369,Synne,Jensen,Synne Jensen,77,78,80,73,78,30,73,2026-08-12 11:55:15
205214,Zlatko,Tripić,Zlatko Tripić,76,84,76,74,75,56,83,2026-08-12 11:55:15
203362,Mohamed,Elyounoussi,Mohamed Elyounoussi,76,76,72,71,78,59,73,2026-08-12 11:55:15
185427,Ørjan,Nyland,Ørjan Nyland,76,76,75,77,75,47,74,2026-08-12 11:55:15
262863,Antonio,Nusa,Antonio Nusa,76,89,72,68,81,41,63,2026-08-12 11:55:15
266975,Sophie Román,Haug,Sophie Román Haug,76,74,75,64,72,40,69,2026-08-12 11:55:15
239756,Tuva,Hansen,Tuva Hansen,76,63,48,68,66,79,68,2026-08-12 11:55:15
242725,Kristian,Thorstvedt,Kristian Thorstvedt,75,61,71,74,73,67,82,2026-08-12 11:55:15
198657,Jonas,Svensson,Jonas Svensson,75,74,59,69,72,73,79,2026-08-12 11:55:15
237936,Aron,Dønnum,Aron Dønnum,75,82,67,69,77,52,75,2026-08-12 11:55:15
224258,Kristoffer,Ajer,Kristoffer Ajer,75,67,56,65,68,74,81,2026-08-12 11:55:15
228518,Andreas,Hanche-Olsen,Andreas Hanche-Olsen,75,70,38,57,63,75,79,2026-08-12 11:55:15
79726,Andrea,Norheim,Andrea Norheim,75,60,44,61,60,76,75,2026-08-12 11:55:15
248166,Lasse Berg,Johnsen,Lasse Berg Johnsen,74,65,66,71,70,71,83,2026-08-12 11:55:15
237937,Felix Horn,Myhre,Felix Horn Myhre,74,72,67,71,74,69,71,2026-08-12 11:55:15
73027,Justine,Kielland,Justine Kielland,74,70,71,70,71,69,69,2026-08-12 11:55:15
233800,Fredrik,Bjørkan,Fredrik Bjørkan,74,81,53,65,72,68,75,2026-08-12 11:55:15
73850,Kamilla,Melgård,Kamilla Melgård,74,82,75,69,75,41,70,2026-08-12 11:55:15
185422,Joshua,King,Joshua King,74,76,74,70,75,38,74,2026-08-12 11:55:15
233848,Jens Petter,Hauge,Jens Petter Hauge,74,80,69,69,75,40,64,2026-08-12 11:55:15
260952,Andreas,Schjelderup,Andreas Schjelderup,74,80,68,68,80,35,57,2026-08-12 11:55:15
247530,Emilie,Nautnes,Emilie Nautnes,74,79,74,58,74,23,58,2026-08-12 11:55:15
153048,Magnus Wolff,Eikrem,Magnus Wolff Eikrem,74,59,71,75,74,33,53,2026-08-12 11:55:15
253399,Oliver,Edvardsen,Oliver Edvardsen,73,84,68,64,76,56,76,2026-08-12 11:55:15
242162,Håkon,Evjen,Håkon Evjen,73,87,63,70,76,57,65,2026-08-12 11:55:15
201877,Mats Møller,Dæhli,Mats Møller Dæhli,73,70,57,68,77,65,75,2026-08-12 11:55:15
262135,David Møller,Wolfe,David Møller Wolfe,73,78,53,65,69,67,77,2026-08-12 11:55:15
255464,Simen Bolkan,Nordli,Simen Bolkan Nordli,73,71,69,71,71,55,70,2026-08-12 11:55:15
273280,Marit Bratberg,Lund,Marit Bratberg Lund,73,66,67,70,64,71,65,2026-08-12 11:55:15
248342,Torbjørn L.,Heggem,Torbjørn L. Heggem,73,73,46,61,66,73,79,2026-08-12 11:55:15
244890,Aurora,Mikalsen,Aurora Mikalsen,73,73,70,68,74,37,72,2026-08-12 11:55:15
268475,Lisa Fjeldstad,Naalsund,Lisa Fjeldstad Naalsund,73,53,59,66,71,68,69,2026-08-12 11:55:15
233400,Jakob,Glesnes,Jakob Glesnes,73,52,55,56,61,73,83,2026-08-12 11:55:15
238516,Leo,Østigård,Leo Østigård,73,60,37,50,61,71,79,2026-08-12 11:55:15
273274,Marthine,Østenstad,Marthine Østenstad,73,66,40,55,50,75,71,2026-08-12 11:55:15
238235,Hugo,Vetlesen,Hugo Vetlesen,72,81,68,70,77,67,72,2026-08-12 11:55:15
221001,Ulrik,Saltnes,Ulrik Saltnes,72,70,66,69,69,69,79,2026-08-12 11:55:15
204612,Ole Kristian,Selnæs,Ole Kristian Selnæs,72,61,67,72,71,68,78,2026-08-12 11:55:15
247025,Tobias,Gulliksen,Tobias Gulliksen,72,79,66,67,77,53,69,2026-08-12 11:55:15
270329,Thea,Bjelde,Thea Bjelde,72,76,66,68,76,67,56,2026-08-12 11:55:15
198599,Martin,Linnes,Martin Linnes,72,82,58,64,70,65,68,2026-08-12 11:55:15
243481,Marcus,Pedersen,Marcus Pedersen,72,89,49,68,71,64,66,2026-08-12 11:55:15
222475,Morten,Thorsby,Morten Thorsby,72,55,62,69,71,72,75,2026-08-12 11:55:15
257970,Warren,Kamanzi,Warren Kamanzi,72,81,52,65,71,68,67,2026-08-12 11:55:15
212099,Sondre,Tronstad,Sondre Tronstad,72,55,63,68,70,69,73,2026-08-12 11:55:15
267685,Kristian,Eriksen,Kristian Eriksen,72,72,70,67,72,44,71,2026-08-12 11:55:15
219466,Birger,Meling,Birger Meling,72,73,51,64,70,69,64,2026-08-12 11:55:15
277295,Oscar,Bobb,Oscar Bobb,72,79,65,71,77,33,41,2026-08-12 11:55:15
256459,Jesper,Daland,Jesper Daland,72,58,40,52,57,72,76,2026-08-12 11:55:15
230737,Tobias,Lauritsen,Tobias Lauritsen,72,47,71,55,61,43,77,2026-08-12 11:55:15
273275,Mathilde,Harviken,Mathilde Harviken,72,63,38,50,57,72,72,2026-08-12 11:55:15
265421,Guro,Bergsvand,Guro Bergsvand,72,64,30,48,55,74,69,2026-08-12 11:55:15
237566,Kristoffer,Zachariassen,Kristoffer Zachariassen,71,73,66,68,70,62,77,2026-08-12 11:55:15
225266,Mathias,Rasmussen,Mathias Rasmussen,71,73,64,71,72,64,68,2026-08-12 11:55:15
237502,Dennis,Johnsen,Dennis Johnsen,71,92,70,67,73,39,69,2026-08-12 11:55:15
209335,Kristoffer,Haugen,Kristoffer Haugen,71,80,60,65,65,65,74,2026-08-12 11:55:15
204850,Tokmac,Nguen,Tokmac Nguen,71,82,71,66,75,47,63,2026-08-12 11:55:15
223255,Aslak Fonn,Witry,Aslak Fonn Witry,71,78,57,67,67,66,68,2026-08-12 11:55:15
277305,Sondre,Langås,Sondre Langås,71,86,38,56,63,68,85,2026-08-12 11:55:15
224874,Amahl,Pellegrino,Amahl Pellegrino,71,82,73,64,71,38,58,2026-08-12 11:55:15
262314,Jonatan,Braut-Brunes,Jonatan Braut-Brunes,71,75,70,55,67,37,78,2026-08-12 11:55:15
239125,Erik,Botheim,Erik Botheim,71,72,70,60,68,38,73,2026-08-12 11:55:15
264010,Joel,Mvuka,Joel Mvuka,71,90,59,61,75,44,50,2026-08-12 11:55:15
259478,Mathias,Kjølø,Mathias Kjølø,71,50,57,68,68,65,68,2026-08-12 11:55:15
228238,Jostein,Gundersen,Jostein Gundersen,71,54,45,55,61,70,77,2026-08-12 11:55:15
254638,Sebastian,Sebulonsen,Sebastian Sebulonsen,70,89,65,64,69,62,74,2026-08-12 11:55:15
248175,Magnus,Knudsen,Magnus Knudsen,70,72,59,70,74,65,72,2026-08-12 11:55:15
238236,Ola,Brynhildsen,Ola Brynhildsen,70,84,70,63,72,50,69,2026-08-12 11:55:15
241726,Adrian Nilsen,Pereira,Adrian Nilsen Pereira,70,82,59,63,67,62,72,2026-08-12 11:55:15
225077,Sondre,Fet,Sondre Fet,70,69,60,67,69,66,72,2026-08-12 11:55:15
247009,Vetle,Dragsnes,Vetle Dragsnes,70,81,54,65,65,61,76,2026-08-12 11:55:15
260734,Conrad,Wallem,Conrad Wallem,70,78,61,67,72,53,68,2026-08-12 11:55:15
188091,Fredrik,Gulbrandsen,Fredrik Gulbrandsen,70,84,68,59,70,40,77,2026-08-12 11:55:15
224322,Kjetil,Haug,Kjetil Haug,70,70,68,68,72,45,69,2026-08-12 11:55:15
208573,Mathias,Dyngeland,Mathias Dyngeland,70,70,67,68,69,43,70,2026-08-12 11:55:15
77246,Rakel,Engesvik,Rakel Engesvik,70,70,68,68,71,44,65,2026-08-12 11:55:15
242090,Ola,Solbakken,Ola Solbakken,70,77,68,65,70,37,64,2026-08-12 11:55:15
271728,Elise Isolde,Stenevik,Elise Isolde Stenevik,70,71,38,64,66,70,67,2026-08-12 11:55:15
216730,Stian,Gregersen,Stian Gregersen,70,78,44,52,46,67,84,2026-08-12 11:55:15
242623,Odin Luraas,Bjørtuft,Odin Luraas Bjørtuft,70,62,37,60,61,69,74,2026-08-12 11:55:15
247611,Egil,Selvik,Egil Selvik,70,70,69,66,70,19,69,2026-08-12 11:55:15
212938,Brede Mathias,Moe,Brede Mathias Moe,70,52,44,53,58,69,77,2026-08-12 11:55:15
238263,Fredrik,Knudsen,Fredrik Knudsen,70,37,31,47,47,69,79,2026-08-12 11:55:15
233731,Alexander,Isak,Alexander Isak,88,83,89,73,85,39,76,2026-08-12 11:55:15
241651,Viktor,Gyökeres,Viktor Gyökeres,87,90,86,73,81,36,91,2026-08-12 11:55:15
227013,Fridolina,Rolfö,Fridolina Rolfö,84,81,81,81,82,81,80,2026-08-12 11:55:15
247394,Dejan,Kulusevski,Dejan Kulusevski,83,74,79,84,85,62,81,2026-08-12 11:55:15
241491,Johanna,Kaneryd,Johanna Kaneryd,82,83,75,79,80,49,68,2026-08-12 11:55:15
233364,Stina,Blackstenius,Stina Blackstenius,82,82,84,62,82,39,75,2026-08-12 11:55:15
226987,Kosovare,Asllani,Kosovare Asllani,82,76,80,81,79,46,56,2026-08-12 11:55:15
226998,Magdalena,Eriksson,Magdalena Eriksson,82,58,46,72,66,83,82,2026-08-12 11:55:15
263964,Filippa,Angeldahl,Filippa Angeldahl,81,74,70,79,78,72,74,2026-08-12 11:55:15
257470,Anthony,Elanga,Anthony Elanga,81,92,72,76,82,39,70,2026-08-12 11:55:15
226979,Amanda,Ilestedt,Amanda Ilestedt,81,66,48,65,63,83,76,2026-08-12 11:55:15
226973,Sofia,Jakobsson,Sofia Jakobsson,80,81,77,78,78,54,70,2026-08-12 11:55:15
247461,Nathalie,Björn,Nathalie Björn,79,77,40,71,65,80,78,2026-08-12 11:55:15
208448,Emil,Forsberg,Emil Forsberg,79,64,73,81,80,35,61,2026-08-12 11:55:15
268896,Hugo,Larsson,Hugo Larsson,78,77,73,71,78,71,77,2026-08-12 11:55:15
239791,Hanna,Glas,Hanna Glas,78,71,50,70,70,80,76,2026-08-12 11:55:15
220821,Carl,Starfelt,Carl Starfelt,78,74,31,56,68,78,78,2026-08-12 11:55:15
260697,Isak,Hien,Isak Hien,78,69,37,49,58,79,82,2026-08-12 11:55:15
236822,Gabriel,Gudmundsson,Gabriel Gudmundsson,77,87,64,71,75,70,75,2026-08-12 11:55:15
272926,Lucas,Bergvall,Lucas Bergvall,77,75,63,76,77,71,73,2026-08-12 11:55:15
