player_id,pac,sho,pas,dri,def,phy,overall,n_sources,last_updated,has_eo
552,,,,,,,,3,2026-08-12 10:10:00,0
553,,,,,,,,2,2026-08-12 10:09:46,0
554,,,,,,,,3,2026-08-12 10:10:00,0
555,,,,,,,,3,2026-08-12 10:10:00,0
556,,,,,,,,2,2026-08-12 10:09:46,0
557,,,,,,,,3,2026-08-12 10:10:00,0
558,,,,,,,,3,2026-08-12 10:10:00,0
559,,,,,,,,3,2026-08-12 10:10:00,0
560,,,,,,,,2,2026-08-12 10:10:00,0
561,,,,,,,,3,2026-08-12 10:10:00,0
562,,,,,,,,1,2026-08-12 10:09:10,0
563,,,,,,,,1,2026-08-12 10:09:10,0
564,72,49,67,71,80,77,79,6,2026-08-12 11:57:28,1
565,,,,,,,,1,2026-08-12 10:09:10,0
566,80,37,61,68,71,79,74,5,2026-08-12 11:57:28,1
567,,,,,,,,1,2026-08-12 10:09:10,0
568,47,75,85,74,78,82,85,6,2026-08-12 11:57:28,1
569,72,59,70,75,78,78,78,6,2026-08-12 11:57:28,1
570,84,73,56,72,30,80,77,6,2026-08-12 11:57:28,1
571,87,70,70,80,30,52,76,5,2026-08-12 11:57:28,1
572,,,,,,,,1,2026-08-12 10:09:10,0
573,,,,,,,,1,2026-08-12 10:09:10,0
574,,,,,,,,1,2026-08-12 10:09:10,0
575,,,,,,,,1,2026-08-12 10:09:10,0
576,,,,,,,,1,2026-08-12 10:09:10,0
577,,,,,,,,1,2026-08-12 10:09:10,0
578,,,,,,,,1,2026-08-12 10:09:10,0
579,,,,,,,,1,2026-08-12 10:09:10,0
580,,,,,,,,1,2026-08-12 10:09:10,0
581,,,,,,,,1,2026-08-12 10:09:10,0
582,90,83,70,90,52,87,89,6,2026-08-12 11:57:28,1
583,72,53,72,75,84,74,83,6,2026-08-12 11:57:28,1
584,59,39,69,69,86,84,86,3,2026-08-12 11:55:19,1
585,,,,,,,,1,2026-08-12 10:09:10,0
586,85,70,76,79,73,76,79,3,2026-08-12 11:55:19,1
587,67,70,77,77,74,80,79,4,2026-08-12 11:57:28,1
588,81,81,82,89,57,57,85,6,2026-08-12 11:57:28,1
589,61,78,83,89,71,65,84,3,2026-08-12 11:55:19,1
590,86,91,70,80,45,88,90,6,2026-08-12 11:57:28,1
591,,,,,,,,1,2026-08-12 10:09:10,0
592,75,75,80,88,21,65,81,6,2026-08-12 11:57:28,1
593,79,79,82,85,77,77,86,6,2026-08-12 11:57:28,1
594,,,,,,,,1,2026-08-12 10:09:10,0
595,,,,,,,,1,2026-08-12 10:09:10,0
596,,,,,,,,1,2026-08-12 10:09:10,0
597,,,,,,,,1,2026-08-12 10:09:10,0
598,,,,,,,,1,2026-08-12 10:09:10,0
599,,,,,,,,1,2026-08-12 10:09:10,0
600,,,,,,,,1,2026-08-12 10:09:10,0
601,91,71,72,87,32,68,80,6,2026-08-12 11:57:28,1
602,73,72,68,78,24,74,74,6,2026-08-12 11:57:28,1
603,62,26,50,58,73,76,72,6,2026-08-12 11:57:28,1
604,58,32,45,47,67,75,68,6,2026-08-12 11:57:28,1
605,79,43,62,68,77,85,78,6,2026-08-12 11:57:28,1
606,73,64,71,68,62,67,71,6,2026-08-12 11:57:28,1
607,64,57,72,71,71,78,75,6,2026-08-12 11:57:28,1
608,73,59,66,71,64,58,70,6,2026-08-12 11:57:28,1
609,88,57,65,69,66,74,73,6,2026-08-12 11:57:28,1
610,64,71,56,72,40,76,72,5,2026-08-12 11:57:28,1
611,72,59,66,71,62,69,69,6,2026-08-12 11:57:28,1
612,70,69,73,73,67,75,74,6,2026-08-12 11:57:28,1
613,,,,,,,,2,2026-08-12 10:10:13,0
614,69,61,71,74,63,60,71,5,2026-08-12 11:57:28,1
615,52,50,51,58,73,75,72,6,2026-08-12 11:57:28,1
616,,,,,,,,2,2026-08-12 10:10:13,0
617,60,59,70,73,80,70,79,6,2026-08-12 11:57:28,1
618,62,65,56,62,45,70,65,6,2026-08-12 11:57:28,1
619,,,,,,,,1,2026-08-12 10:09:11,0
620,,,,,,,,2,2026-08-12 10:10:13,0
621,74,75,73,75,60,77,76,7,2026-08-12 11:57:28,1
622,80,80,77,85,58,82,82,5,2026-08-12 11:57:28,1
623,74,53,69,69,81,82,81,5,2026-08-12 11:57:28,1
624,72,49,73,71,80,79,80,4,2026-08-12 11:57:28,1
625,70,50,57,64,85,82,83,6,2026-08-12 11:57:28,1
626,62,63,76,74,73,75,77,4,2026-08-12 11:57:28,1
627,52,74,78,75,78,81,80,6,2026-08-12 11:57:28,1
628,,,,,,,,1,2026-08-12 10:09:11,0
629,72,59,69,73,73,74,76,5,2026-08-12 11:57:28,1
630,86,78,72,82,35,67,79,6,2026-08-12 11:57:28,1
631,75,77,80,80,73,73,80,6,2026-08-12 11:57:28,1
632,,,,,,,,1,2026-08-12 10:09:11,0
633,,,,,,,,1,2026-08-12 10:09:11,0
634,,,,,,,,1,2026-08-12 10:09:11,0
635,58,41,47,50,74,71,72,4,2026-08-12 11:57:28,1
636,41,36,59,62,83,84,81,3,2026-08-12 11:55:19,1
637,74,56,67,71,72,66,74,4,2026-08-12 11:57:28,1
638,72,68,71,75,38,70,72,4,2026-08-12 11:57:28,1
640,,,,,,,,1,2026-08-12 10:09:11,0
641,,,,,,,,1,2026-08-12 10:09:11,0
642,74,72,71,76,47,74,74,4,2026-08-12 11:57:28,1
643,67,66,68,73,69,62,72,4,2026-08-12 11:57:28,1
644,78,57,75,75,74,72,77,5,2026-08-12 11:57:28,1
665,78,74,80,80,40,77,78,8,2026-08-12 11:57:28,1
666,,,,,,,,3,2026-08-12 10:09:52,0
667,49,41,57,60,76,80,76,7,2026-08-12 11:57:28,1
668,,,,,,,,3,2026-08-12 10:09:52,0
669,77,59,66,69,63,67,69,6,2026-08-12 11:57:28,1
670,,,,,,,,3,2026-08-12 10:09:52,0
671,,,,,,,,2,2026-08-12 10:09:52,0
672,,,,,,,,3,2026-08-12 10:09:52,0
673,,,,,,,,3,2026-08-12 10:09:52,0
674,,,,,,,,3,2026-08-12 10:09:52,0
675,,,,,,,,3,2026-08-12 10:09:52,0
676,,,,,,,,3,2026-08-12 10:09:52,0
677,,,,,,,,3,2026-08-12 10:09:52,0
678,,,,,,,,1,2026-08-12 10:09:11,0
679,,,,,,,,2,2026-08-12 10:09:52,0
680,70,68,68,72,45,69,70,7,2026-08-12 11:57:28,1
681,72,66,66,69,49,61,68,7,2026-08-12 11:57:28,1
682,,,,,,,,3,2026-08-12 10:09:52,0
683,,,,,,,,3,2026-08-12 10:09:52,0
684,73,63,47,61,22,66,64,6,2026-08-12 11:57:28,1
687,69,39,69,73,83,78,82,6,2026-08-12 11:57:28,1
699,,,,,,,,1,2026-08-12 10:09:12,0
700,,,,,,,,1,2026-08-12 10:09:12,0
701,77,65,66,73,43,58,70,5,2026-08-12 11:57:28,1
703,,,,,,,,1,2026-08-12 10:09:12,0
704,,,,,,,,2,2026-08-12 10:10:14,0
705,80,79,76,81,53,80,80,6,2026-08-12 11:57:28,1
706,70,37,58,52,75,73,74,4,2026-08-12 11:57:28,1
707,39,57,71,65,78,82,78,5,2026-08-12 11:57:28,1
708,88,46,75,77,78,80,82,5,2026-08-12 11:57:28,1
709,73,47,67,69,76,76,77,6,2026-08-12 11:57:28,1
710,72,72,75,80,52,61,77,4,2026-08-12 11:57:28,1
711,55,65,74,71,75,84,79,5,2026-08-12 11:57:28,1
712,,,,,,,,1,2026-08-12 10:09:12,0
713,57,79,74,75,46,79,77,5,2026-08-12 11:57:28,1
714,,,,,,,,1,2026-08-12 10:09:12,0
715,75,78,75,76,46,56,76,5,2026-08-12 11:57:28,1
716,52,71,76,73,66,62,74,5,2026-08-12 11:57:28,1
717,68,57,70,72,74,71,76,6,2026-08-12 11:57:28,1
718,94,65,67,81,37,82,76,4,2026-08-12 11:57:28,1
719,,,,,,,,1,2026-08-12 10:09:12,0
720,53,60,71,68,71,63,72,5,2026-08-12 11:57:28,1
721,61,59,40,59,26,66,60,5,2026-08-12 11:57:28,1
722,73,72,75,75,41,73,74,5,2026-08-12 11:57:28,1
723,,,,,,,,1,2026-08-12 10:09:12,0
724,57,37,53,55,77,78,76,5,2026-08-12 11:57:28,1
725,74,72,77,77,38,74,75,8,2026-08-12 11:57:28,1
726,73,41,56,69,75,83,75,6,2026-08-12 11:57:28,1
727,,,,,,,,3,2026-08-12 10:09:29,0
728,,,,,,,,3,2026-08-12 10:09:29,0
729,,,,,,,,3,2026-08-12 10:09:29,0
730,,,,,,,,3,2026-08-12 10:09:29,0
731,,,,,,,,3,2026-08-12 10:09:29,0
732,,,,,,,,3,2026-08-12 10:09:29,0
733,,,,,,,,3,2026-08-12 10:09:29,0
734,72,76,70,75,46,74,76,5,2026-08-12 11:55:19,1
735,,,,,,,,3,2026-08-12 10:09:29,0
736,,,,,,,,2,2026-08-12 10:09:29,0
737,,,,,,,,3,2026-08-12 10:09:29,0
738,,,,,,,,3,2026-08-12 10:09:29,0
739,,,,,,,,3,2026-08-12 10:09:29,0
740,,,,,,,,3,2026-08-12 10:09:29,0
741,,,,,,,,2,2026-08-12 10:09:29,0
742,,,,,,,,2,2026-08-12 10:09:16,0
743,,,,,,,,3,2026-08-12 10:09:29,0
744,,,,,,,,2,2026-08-12 10:09:16,0
745,,,,,,,,3,2026-08-12 10:09:29,0
746,,,,,,,,3,2026-08-12 10:09:29,0
747,,,,,,,,3,2026-08-12 10:09:29,0
748,,,,,,,,1,2026-08-12 10:09:13,0
749,49,45,58,54,76,79,75,5,2026-08-12 11:57:28,1
750,,,,,,,,1,2026-08-12 10:09:13,0
751,,,,,,,,1,2026-08-12 10:09:13,0
752,85,41,67,69,74,77,77,4,2026-08-12 11:57:28,1
753,,,,,,,,1,2026-08-12 10:09:13,0
754,,,,,,,,1,2026-08-12 10:09:13,0
755,,,,,,,,1,2026-08-12 10:09:13,0
756,,,,,,,,1,2026-08-12 10:09:13,0
757,,,,,,,,1,2026-08-12 10:09:13,0
758,,,,,,,,1,2026-08-12 10:09:13,0
759,,,,,,,,1,2026-08-12 10:09:13,0
760,,,,,,,,1,2026-08-12 10:09:13,0
761,,,,,,,,1,2026-08-12 10:09:13,0
762,,,,,,,,1,2026-08-12 10:09:13,0
763,82,72,66,75,35,58,72,7,2026-08-12 11:57:28,1
764,,,,,,,,1,2026-08-12 10:09:13,0
765,,,,,,,,1,2026-08-12 10:09:13,0
766,,,,,,,,1,2026-08-12 10:09:13,0
767,,,,,,,,1,2026-08-12 10:09:13,0
768,,,,,,,,1,2026-08-12 10:09:13,0
769,,,,,,,,1,2026-08-12 10:09:13,0
770,79,78,74,78,36,77,79,5,2026-08-12 11:57:28,1
771,66,49,61,55,72,76,72,5,2026-08-12 11:57:28,1
772,,,,,,,,1,2026-08-12 10:09:15,0
773,80,61,76,77,77,72,81,5,2026-08-12 11:57:28,1
774,90,50,69,75,71,70,76,4,2026-08-12 11:55:19,1
775,45,58,70,69,77,75,77,6,2026-08-12 11:57:28,1
776,,,,,,,,2,2026-08-12 10:09:42,0
777,,,,,,,,2,2026-08-12 10:09:42,0
778,89,69,67,76,41,64,74,7,2026-08-12 11:57:28,1
779,,,,,,,,1,2026-08-12 10:09:15,0
780,82,76,62,71,30,76,77,5,2026-08-12 11:57:28,1
781,,,,,,,,2,2026-08-12 10:09:42,0
782,,,,,,,,1,2026-08-12 10:09:15,0
783,,,,,,,,2,2026-08-12 10:09:42,0
784,,,,,,,,2,2026-08-12 10:09:42,0
785,,,,,,,,2,2026-08-12 10:09:42,0
786,,,,,,,,2,2026-08-12 10:09:42,0
787,,,,,,,,2,2026-08-12 10:09:42,0
788,,,,,,,,2,2026-08-12 10:09:42,0
789,83,73,71,76,44,67,75,7,2026-08-12 11:57:28,1
790,,,,,,,,2,2026-08-12 10:09:42,0
791,69,66,75,77,67,63,75,4,2026-08-12 11:55:19,1
792,,,,,,,,2,2026-08-12 10:09:42,0
793,,,,,,,,2,2026-08-12 10:09:29,0
794,,,,,,,,2,2026-08-12 10:09:29,0
795,,,,,,,,2,2026-08-12 10:09:29,0
796,78,56,75,79,77,73,80,5,2026-08-12 11:57:28,1
797,,,,,,,,2,2026-08-12 10:09:29,0
798,,,,,,,,2,2026-08-12 10:09:29,0
799,,,,,,,,2,2026-08-12 10:09:29,0
800,,,,,,,,2,2026-08-12 10:09:29,0
801,59,84,63,76,35,80,82,7,2026-08-12 11:57:28,1
802,,,,,,,,2,2026-08-12 10:09:29,0
803,,,,,,,,2,2026-08-12 10:09:29,0
804,,,,,,,,2,2026-08-12 10:09:29,0
805,,,,,,,,2,2026-08-12 10:09:29,0
806,,,,,,,,2,2026-08-12 10:09:29,0
807,,,,,,,,2,2026-08-12 10:09:29,0
808,,,,,,,,2,2026-08-12 10:09:29,0
809,,,,,,,,2,2026-08-12 10:09:29,0
810,74,38,52,51,79,81,78,5,2026-08-12 11:57:28,1
811,,,,,,,,2,2026-08-12 10:09:29,0
812,,,,,,,,2,2026-08-12 10:09:29,0
813,,,,,,,,2,2026-08-12 10:09:29,0
814,77,77,71,77,30,77,77,3,2026-08-12 11:55:19,1
815,,,,,,,,1,2026-08-12 10:09:16,0
816,,,,,,,,1,2026-08-12 10:09:16,0
817,,,,,,,,1,2026-08-12 10:09:16,0
818,67,36,56,64,73,77,74,5,2026-08-12 11:57:28,1
819,67,65,75,75,76,79,78,5,2026-08-12 11:57:28,1
820,,,,,,,,1,2026-08-12 10:09:16,0
821,,,,,,,,1,2026-08-12 10:09:16,0
822,90,65,66,74,67,73,74,5,2026-08-12 11:57:28,1
823,81,80,73,80,40,70,77,5,2026-08-12 11:57:28,1
824,88,77,76,82,36,67,80,5,2026-08-12 11:57:28,1
825,,,,,,,,1,2026-08-12 10:09:16,0
826,,,,,,,,1,2026-08-12 10:09:16,0
827,85,71,54,66,31,67,70,5,2026-08-12 11:57:28,1
828,77,82,77,80,46,71,81,4,2026-08-12 11:57:28,1
829,39,80,87,78,74,67,82,4,2026-08-12 11:57:28,1
830,73,60,73,72,75,82,76,3,2026-08-12 11:55:19,1
831,,,,,,,,1,2026-08-12 10:09:16,0
832,59,71,80,77,80,82,83,5,2026-08-12 11:57:28,1
833,,,,,,,,1,2026-08-12 10:09:16,0
852,,,,,,,,2,2026-08-12 10:09:29,0
856,,,,,,,,3,2026-08-12 10:09:51,0
857,,,,,,,,3,2026-08-12 10:09:51,0
858,66,39,49,50,71,72,70,6,2026-08-12 11:57:28,1
859,,,,,,,,3,2026-08-12 10:09:51,0
860,80,39,57,67,65,74,71,7,2026-08-12 11:57:28,1
861,,,,,,,,3,2026-08-12 10:09:51,0
862,,,,,,,,3,2026-08-12 10:09:51,0
863,,,,,,,,2,2026-08-12 10:09:40,0
864,71,71,59,68,22,75,72,6,2026-08-12 11:57:28,1
865,86,61,64,75,33,47,72,7,2026-08-12 11:57:28,1
866,72,59,57,69,26,59,63,7,2026-08-12 11:57:28,1
867,,,,,,,,1,2026-08-12 10:09:16,0
868,,,,,,,,1,2026-08-12 10:09:16,0
869,,,,,,,,2,2026-08-12 10:09:51,0
870,,,,,,,,1,2026-08-12 10:09:16,0
871,,,,,,,,1,2026-08-12 10:09:16,0
872,,,,,,,,3,2026-08-12 10:09:51,0
873,,,,,,,,3,2026-08-12 10:09:51,0
874,79,36,49,56,66,80,69,7,2026-08-12 11:57:28,1
875,,,,,,,,3,2026-08-12 10:09:51,0
877,,,,,,,,1,2026-08-12 10:09:16,0
888,,,,,,,,1,2026-08-12 10:09:16,0
895,,,,,,,,1,2026-08-12 10:09:16,0
896,81,76,84,82,48,78,81,10,2026-08-12 11:57:28,1
897,,,,,,,,5,2026-08-12 10:10:22,0
898,69,38,56,62,73,72,72,10,2026-08-12 11:57:28,1
899,81,33,55,58,70,72,70,10,2026-08-12 11:57:28,1
900,67,49,67,73,66,68,68,8,2026-08-12 11:57:28,1
901,66,82,74,80,33,77,80,10,2026-08-12 11:57:28,1
902,56,58,83,84,76,71,83,10,2026-08-12 11:57:28,1
903,45,36,63,68,77,74,76,10,2026-08-12 11:57:28,1
904,,,,,,,,5,2026-08-12 10:10:22,0
905,83,71,65,78,46,72,75,10,2026-08-12 11:57:28,1
906,76,64,76,82,38,56,76,8,2026-08-12 11:57:28,1
907,71,67,66,74,39,68,71,10,2026-08-12 11:57:28,1
908,63,58,60,63,18,59,59,7,2026-08-12 11:57:28,1
909,,,,,,,,5,2026-08-12 10:10:22,0
910,64,42,52,62,68,71,69,8,2026-08-12 11:57:28,1
911,68,27,51,62,72,74,72,7,2026-08-12 11:57:28,1
912,70,68,75,78,33,58,75,9,2026-08-12 11:57:28,1
913,86,74,67,79,39,69,76,4,2026-08-12 11:55:19,1
914,81,62,77,77,78,74,82,10,2026-08-12 11:57:28,1
915,84,69,71,83,51,58,77,10,2026-08-12 11:57:28,1
916,76,53,64,73,73,73,76,10,2026-08-12 11:57:28,1
917,83,78,82,86,35,83,84,3,2026-08-12 11:55:19,1
918,43,22,55,55,74,77,73,5,2026-08-12 11:57:28,1
919,,,,,,,,1,2026-08-12 10:09:18,0
920,85,37,55,63,71,67,72,5,2026-08-12 11:57:28,1
921,,,,,,,,1,2026-08-12 10:09:18,0
922,,,,,,,,1,2026-08-12 10:09:18,0
923,77,66,74,79,40,41,76,4,2026-08-12 11:57:28,1
924,68,75,74,76,71,80,77,5,2026-08-12 11:57:28,1
925,82,75,54,71,26,73,75,5,2026-08-12 11:57:28,1
926,,,,,,,,1,2026-08-12 10:09:18,0
927,,,,,,,,1,2026-08-12 10:09:18,0
928,70,65,74,73,75,78,79,6,2026-08-12 11:57:28,1
929,,,,,,,,1,2026-08-12 10:09:18,0
930,81,51,70,74,69,65,75,3,2026-08-12 11:55:19,1
931,,,,,,,,1,2026-08-12 10:09:18,0
932,,,,,,,,1,2026-08-12 10:09:18,0
933,75,63,67,72,67,68,71,5,2026-08-12 11:57:28,1
934,,,,,,,,1,2026-08-12 10:09:18,0
935,,,,,,,,1,2026-08-12 10:09:18,0
936,,,,,,,,1,2026-08-12 10:09:18,0
937,67,37,66,65,78,74,77,5,2026-08-12 11:57:28,1
938,,,,,,,,1,2026-08-12 10:09:18,0
939,,,,,,,,1,2026-08-12 10:09:18,0
940,,,,,,,,1,2026-08-12 10:09:18,0
941,,,,,,,,1,2026-08-12 10:09:18,0
942,52,55,56,61,73,83,73,5,2026-08-12 11:57:28,1
943,,,,,,,,1,2026-08-12 10:09:18,0
944,77,61,66,68,67,72,72,5,2026-08-12 11:57:28,1
945,58,81,81,80,52,62,79,6,2026-08-12 11:57:28,1
946,,,,,,,,1,2026-08-12 10:09:18,0
947,,,,,,,,1,2026-08-12 10:09:18,0
948,,,,,,,,1,2026-08-12 10:09:18,0
949,90,70,68,80,35,67,76,5,2026-08-12 11:57:28,1
950,,,,,,,,1,2026-08-12 10:09:18,0
951,,,,,,,,1,2026-08-12 10:09:18,0
952,,,,,,,,1,2026-08-12 10:09:18,0
953,52,41,54,62,70,75,70,5,2026-08-12 11:57:28,1
954,,,,,,,,1,2026-08-12 10:09:18,0
955,,,,,,,,1,2026-08-12 10:09:18,0
956,,,,,,,,1,2026-08-12 10:09:18,0
957,,,,,,,,1,2026-08-12 10:09:18,0
958,,,,,,,,1,2026-08-12 10:09:18,0
959,,,,,,,,1,2026-08-12 10:09:18,0
960,,,,,,,,1,2026-08-12 10:09:18,0
961,,,,,,,,1,2026-08-12 10:09:18,0
962,,,,,,,,1,2026-08-12 10:09:18,0
963,78,30,59,64,62,64,66,5,2026-08-12 11:57:28,1
964,,,,,,,,1,2026-08-12 10:09:18,0
965,66,43,58,59,69,79,69,5,2026-08-12 11:57:28,1
966,76,61,65,68,66,77,70,5,2026-08-12 11:57:28,1
967,84,70,70,76,60,68,75,6,2026-08-12 11:57:28,1
968,77,68,67,73,37,68,71,5,2026-08-12 11:57:28,1
969,,,,,,,,1,2026-08-12 10:09:18,0
970,,,,,,,,1,2026-08-12 10:09:18,0
971,,,,,,,,1,2026-08-12 10:09:18,0
972,,,,,,,,1,2026-08-12 10:09:18,0
973,,,,,,,,1,2026-08-12 10:09:18,0
974,,,,,,,,1,2026-08-12 10:09:18,0
975,,,,,,,,1,2026-08-12 10:09:18,0
976,,,,,,,,1,2026-08-12 10:09:18,0
977,,,,,,,,1,2026-08-12 10:09:18,0
978,,,,,,,,1,2026-08-12 10:09:18,0
979,77,72,65,79,34,77,77,6,2026-08-12 11:57:28,1
980,,,,,,,,1,2026-08-12 10:09:19,0
981,65,48,57,59,69,79,70,6,2026-08-12 11:57:28,1
982,,,,,,,,1,2026-08-12 10:09:19,0
983,67,68,71,70,72,80,75,6,2026-08-12 11:57:28,1
984,49,50,61,66,69,72,71,6,2026-08-12 11:57:28,1
985,84,59,59,67,61,60,68,6,2026-08-12 11:57:28,1
986,69,58,68,72,66,69,73,6,2026-08-12 11:57:28,1
987,82,71,65,70,35,71,71,6,2026-08-12 11:57:28,1
988,73,64,71,72,64,68,71,5,2026-08-12 11:57:28,1
989,61,67,69,71,41,65,69,6,2026-08-12 11:57:28,1
990,68,64,65,70,24,66,67,6,2026-08-12 11:57:28,1
991,77,59,62,61,62,78,68,6,2026-08-12 11:57:28,1
992,62,44,60,63,59,62,63,6,2026-08-12 11:57:28,1
993,,,,,,,,1,2026-08-12 10:09:19,0
994,74,67,43,61,26,61,65,6,2026-08-12 11:57:28,1
995,75,48,62,65,64,67,69,6,2026-08-12 11:57:28,1
996,,,,,,,,1,2026-08-12 10:09:19,0
997,67,31,49,50,65,65,65,6,2026-08-12 11:57:28,1
998,,,,,,,,1,2026-08-12 10:09:19,0
1003,87,61,69,72,68,80,74,8,2026-08-12 11:57:28,1
1010,,,,,,,,3,2026-08-12 10:10:22,0
1011,53,61,70,68,69,69,70,7,2026-08-12 11:57:28,1
1019,,,,,,,,2,2026-08-12 10:09:32,0
1020,,,,,,,,2,2026-08-12 10:09:32,0
1021,69,44,65,75,77,78,76,7,2026-08-12 11:57:28,1
1022,,,,,,,,2,2026-08-12 10:09:32,0
1023,,,,,,,,2,2026-08-12 10:09:32,0
1024,,,,,,,,2,2026-08-12 10:09:32,0
1025,,,,,,,,2,2026-08-12 10:09:32,0
1026,,,,,,,,2,2026-08-12 10:09:32,0
1027,,,,,,,,2,2026-08-12 10:09:32,0
1028,,,,,,,,2,2026-08-12 10:09:32,0
1029,,,,,,,,2,2026-08-12 10:09:32,0
1030,,,,,,,,2,2026-08-12 10:09:32,0
1031,,,,,,,,2,2026-08-12 10:09:32,0
1032,,,,,,,,2,2026-08-12 10:09:32,0
1033,,,,,,,,1,2026-08-12 10:09:20,0
1034,73,70,65,68,36,68,69,6,2026-08-12 11:57:28,1
1035,,,,,,,,1,2026-08-12 10:09:20,0
1036,,,,,,,,2,2026-08-12 10:09:32,0
1037,65,49,66,69,73,71,73,5,2026-08-12 11:57:28,1
1038,,,,,,,,1,2026-08-12 10:09:20,0
1039,,,,,,,,2,2026-08-12 10:09:32,0
1040,,,,,,,,2,2026-08-12 10:09:53,0
1041,64,42,59,66,74,70,74,5,2026-08-12 11:57:28,1
1042,,,,,,,,1,2026-08-12 10:09:20,0
1043,,,,,,,,2,2026-08-12 10:09:53,0
1044,,,,,,,,2,2026-08-12 10:09:53,0
1045,,,,,,,,2,2026-08-12 10:09:53,0
1046,,,,,,,,2,2026-08-12 10:09:53,0
1047,63,54,58,65,67,79,69,6,2026-08-12 11:57:28,1
1048,73,72,56,70,25,76,72,6,2026-08-12 11:57:28,1
1049,75,72,74,80,38,54,75,5,2026-08-12 11:57:28,1
1050,79,69,69,73,40,63,72,6,2026-08-12 11:57:28,1
1051,,,,,,,,2,2026-08-12 10:09:53,0
1052,,,,,,,,2,2026-08-12 10:09:53,0
1053,,,,,,,,2,2026-08-12 10:09:53,0
1054,,,,,,,,2,2026-08-12 10:09:53,0
1055,,,,,,,,1,2026-08-12 10:09:20,0
1056,,,,,,,,2,2026-08-12 10:09:53,0
1057,,,,,,,,2,2026-08-12 10:09:53,0
1058,91,63,61,79,26,57,72,3,2026-08-12 10:40:36,1
1059,,,,,,,,2,2026-08-12 10:09:53,0
1060,,,,,,,,2,2026-08-12 10:09:53,0
1061,52,69,76,69,76,80,75,6,2026-08-12 11:57:28,1
1062,,,,,,,,2,2026-08-12 10:09:53,0
1063,,,,,,,,2,2026-08-12 10:09:50,0
1064,,,,,,,,1,2026-08-12 10:09:21,0
1065,37,31,47,47,69,79,70,8,2026-08-12 11:57:28,1
1066,,,,,,,,5,2026-08-12 10:10:08,0
1067,,,,,,,,2,2026-08-12 10:09:50,0
1068,,,,,,,,3,2026-08-12 10:10:08,0
1069,72,67,71,74,69,71,74,9,2026-08-12 11:57:28,1
1070,,,,,,,,4,2026-08-12 10:10:08,0
1071,,,,,,,,5,2026-08-12 10:10:08,0
1072,,,,,,,,5,2026-08-12 10:10:08,0
1073,,,,,,,,5,2026-08-12 10:10:08,0
1074,,,,,,,,5,2026-08-12 10:10:08,0
1075,81,54,65,65,61,76,70,9,2026-08-12 11:57:28,1
1076,74,62,62,68,46,54,64,9,2026-08-12 11:57:28,1
1077,,,,,,,,5,2026-08-12 10:10:08,0
1078,,,,,,,,5,2026-08-12 10:10:08,0
1079,,,,,,,,5,2026-08-12 10:10:08,0
1080,,,,,,,,5,2026-08-12 10:10:08,0
1081,,,,,,,,4,2026-08-12 10:10:08,0
1082,,,,,,,,2,2026-08-12 10:09:34,0
1083,,,,,,,,4,2026-08-12 10:10:12,0
1084,,,,,,,,4,2026-08-12 10:10:12,0
1085,,,,,,,,4,2026-08-12 10:10:12,0
1086,,,,,,,,4,2026-08-12 10:10:12,0
1087,,,,,,,,4,2026-08-12 10:10:12,0
1088,,,,,,,,4,2026-08-12 10:10:12,0
1089,,,,,,,,4,2026-08-12 10:10:12,0
1090,,,,,,,,4,2026-08-12 10:10:12,0
1091,,,,,,,,4,2026-08-12 10:10:12,0
1092,,,,,,,,4,2026-08-12 10:10:12,0
1093,,,,,,,,4,2026-08-12 10:10:12,0
1094,,,,,,,,3,2026-08-12 10:09:58,0
1095,,,,,,,,4,2026-08-12 10:10:12,0
1096,,,,,,,,2,2026-08-12 10:09:58,0
1097,,,,,,,,3,2026-08-12 10:09:58,0
1098,,,,,,,,4,2026-08-12 10:10:12,0
1099,,,,,,,,4,2026-08-12 10:10:12,0
1100,,,,,,,,2,2026-08-12 10:09:41,0
1101,,,,,,,,2,2026-08-12 10:09:58,0
1102,,,,,,,,3,2026-08-12 10:09:58,0
1103,64,66,66,63,28,62,64,5,2026-08-12 11:57:28,1
1104,59,31,43,48,60,65,60,5,2026-08-12 11:57:28,1
1105,,,,,,,,1,2026-08-12 10:09:23,0
1106,81,61,65,74,64,71,72,5,2026-08-12 11:57:28,1
1107,,,,,,,,1,2026-08-12 10:09:23,0
1108,50,67,70,72,61,65,71,5,2026-08-12 11:57:28,1
1109,,,,,,,,1,2026-08-12 10:09:23,0
1110,,,,,,,,1,2026-08-12 10:09:23,0
1111,,,,,,,,1,2026-08-12 10:09:23,0
1112,75,71,68,71,35,70,71,5,2026-08-12 11:57:28,1
1113,,,,,,,,1,2026-08-12 10:09:23,0
1114,,,,,,,,1,2026-08-12 10:09:23,0
1115,69,33,54,61,60,49,62,5,2026-08-12 11:57:28,1
1116,,,,,,,,1,2026-08-12 10:09:23,0
1117,,,,,,,,1,2026-08-12 10:09:23,0
1118,,,,,,,,1,2026-08-12 10:09:23,0
1119,,,,,,,,1,2026-08-12 10:09:23,0
1120,,,,,,,,1,2026-08-12 10:09:23,0
1121,,,,,,,,1,2026-08-12 10:09:23,0
1122,,,,,,,,1,2026-08-12 10:09:23,0
1123,,,,,,,,2,2026-08-12 10:09:50,0
1124,,,,,,,,2,2026-08-12 10:09:50,0
